,word,pron,freq,len,phlen
78941,violine,violin@,1.0,7,7
78942,violinen,violin@n,0.17,8,8
78944,violinisten,violinist@n,0.17,11,11
78945,violinkonzert,violinkontse@rt,1.33,13,15
78946,violinkonzerte,violinkonts@rt@,0.5,14,15
78954,violoncello,violonselo,0.17,11,10
78956,viper,fip@r,0.33,5,5
78957,vipern,fip@rn,0.17,6,6
78958,viren,vir@n,1.67,5,5
78963,virtuosen,firtuz@n,0.67,9,8
78964,virtuositat,firtuozitet,1.17,11,11
78966,virus,virus,1.33,5,5
78967,visa,viza,0.5,4,4
78968,visen,viz@n,0.33,5,5
78969,visier,vizi@r,0.83,6,6
78979,vision,vizjon,5.83,6,6
78980,visionen,vizjon@n,1.83,8,8
78983,visitation,vizitatsjon,0.17,10,11
78985,visite,vizit@,1.83,6,6
78987,visitenkarte,vizit@nkart@,1.33,12,12
78988,visitenkarten,vizit@nkart@n,0.5,13,13
78989,viskose,viskoz@,0.33,7,7
78990,viskositat,viskozitet,0.17,10,10
78991,visum,vizum,1.5,5,5
78999,visumzwang,vizumtsvaN,0.5,10,10
79002,visumzwangs,vizumtsvaNs,0.17,11,11
79003,vita,vita,1.33,4,4
79006,vitalitat,vitalitet,4.67,9,9
79007,vitamin,vitamin,3.17,7,7
79008,vitamine,vitamin@,2.5,8,8
79009,vitaminen,vitamin@n,2.0,9,9
79016,vitamins,vitamins,0.5,8,8
79017,viten,vit@n,0.17,5,5
79018,vitrine,fitrin@,2.0,7,7
79019,vitrinen,fitrin@n,0.83,8,8
79020,vivat,vivat,0.17,5,5
79022,vivisektion,vivizektsjon,0.33,11,12
79023,vivisektionen,vivizektsjon@n,0.17,13,14
79024,vizekanzler,fitsekantsl@r,3.67,11,13
79027,vizeprasident,fits@prezident,18.67,13,14
79028,vizeprasidenten,fits@prezident@n,8.17,15,16
79033,vogel,fog@l,15.33,5,5
79036,vogelfluglinie,fog@lfluglinj@,0.5,14,14
79043,vogelperspektive,fog@lpe@rspektiv@,0.5,16,17
79045,vogels,fog@ls,1.67,6,6
79046,vogelschau,fog@lSau,0.33,10,8
79048,vogelscheuche,fog@lSoyC@,1.5,13,10
79050,vogt,fokt,1.17,4,4
79053,vogts,fokts,0.33,5,5
79054,vokabel,vokab@l,1.83,7,7
79055,vokabeln,vokab@ln,1.83,8,8
79056,vokabular,vokabular,1.5,9,9
79061,vokabularium,vokabularjum,0.33,12,12
79063,vokabulars,vokabulars,0.33,10,10
79064,vokal,vokal,0.17,5,5
79065,vokale,vokal@,0.17,6,6
79066,vokalen,vokal@n,0.33,7,7
79068,vokalisation,vokalizatsjon,0.17,12,13
79078,volant,volant,0.17,6,6
79079,volants,volants,0.17,7,7
79080,volk,folk,198.67,4,4
79081,volke,folk@,14.83,5,5
79082,volkes,folk@s,158.0,6,6
79083,volks,folks,3.33,5,5
79084,volksarmee,folksarme,15.83,10,9
79085,volksarmeen,folksarmen,0.17,11,10
79086,volksbefragung,folksb@fraguN,6.5,14,13
79087,volksbefragungen,folksb@fraguN@n,0.5,16,15
79088,volksbildung,folksbilduN,12.33,12,11
79089,volksfeind,folksfaint,0.33,10,10
79090,volksfeinde,folksfaind@,0.83,11,11
79091,volksfeinden,folksfaind@n,0.17,12,12
79092,volksfeindes,folksfaind@s,0.17,12,12
79094,volksfest,folksfest,3.67,9,9
79095,volksfeste,folksfest@,1.33,10,10
79096,volksfesten,folksfest@n,0.33,11,11
79097,volksfestes,folksfest@s,1.0,11,11
79099,volksfront,folksfront,3.17,10,10
79101,volkskirche,folkski@rC@,0.33,11,11
79103,volkskunde,folkskund@,0.33,10,10
79105,volkslied,folkslit,1.83,9,8
79107,volkslieder,folkslid@r,3.5,11,10
79108,volksliedern,folkslid@rn,0.83,12,11
79109,volksliedes,folkslid@s,0.17,11,10
79111,volksmund,folksmunt,3.33,9,9
79112,volksmunde,folksmund@,0.17,10,10
79115,volksmusik,folksmuzik,2.83,10,10
79118,volksrepublik,folksrepublik,55.33,13,13
79119,volksrepubliken,folksrepublik@n,0.5,15,15
79120,volksschule,folksSul@,5.83,11,9
79121,volksschulen,folksSul@n,1.33,12,10
79122,volksschullehrer,folksSuller@r,2.17,16,13
79123,volksschullehrern,folksSuller@rn,0.17,17,14
79125,volksschuler,folksSyl@r,1.5,12,10
79126,volksschulern,folksSyl@rn,0.17,13,11
79128,volksseele,folkszel@,0.33,10,9
79130,volkssport,folksSpo@rt,0.83,10,11
79134,volkssports,folksSpo@rts,0.33,11,12
79135,volkstanz,folkstants,0.83,9,10
79143,volkstum,folkstum,0.5,8,8
79146,volkstums,folkstums,0.83,9,9
79147,volkstanze,folkstents@,0.83,10,11
79149,volkstumlichkeit,folkStymliCkait,1.67,16,15
79150,volksverbundenheit,folksfe@rb@und@nhait,0.33,18,20
79151,volksvertreter,folksfe@rtret@r,6.83,14,15
79152,volksvertretern,folksfe@rtret@rn,1.5,15,16
79153,volksvertreters,folksfe@rtraet@rs,0.17,15,17
79154,volkswagen,folksvag@n,7.67,10,10
79155,volkswagens,folksvag@ns,0.33,11,11
79156,volkswagenwerk,folksvak@nve@rk,4.0,14,15
79158,volkswagenwerken,folksvak@nve@rk@n,0.33,16,17
79159,volkswagenwerkes,folksvag@nve@rk@s,0.33,16,17
79160,volkswagenwerks,folksvak@nve@rks,0.33,15,16
79161,volkswirtschaft,folksvi@rtSaft,33.83,15,14
79162,volkswirtschaften,folksvirtSaft@n,2.33,17,15
79164,volkszahlung,folkstseluN,1.67,12,11
79166,vollbad,folbat,1.17,7,6
79170,vollbart,folbart,0.5,8,7
79174,vollbeschaftigung,folb@SeftiguN,3.17,17,13
79175,vollbesitz,folb@zits,0.5,10,9
79178,vollblut,folblut,0.5,8,7
79182,vollbluter,folblyt@r,0.5,10,9
79187,vollbader,folbed@r,0.83,9,8
79191,volldampf,foldampf,0.5,9,8
79195,vollendung,folenduN,11.0,10,8
79196,vollendungen,fol@nduN@n,0.17,12,10
79197,volleyball,volibal,3.17,10,7
79200,volleyballs,folaibals,0.17,11,9
79203,vollgas,folgas,1.67,7,6
79207,vollgefuhl,folg@fyl,0.33,10,8
79211,volljahrigkeit,foljeriCkait,1.17,14,12
79214,vollkommenheit,folkom@nhait,4.33,14,12
79215,vollkornbrot,folko@rnbrot,0.33,12,12
79220,vollkraft,folkraft,0.17,9,8
79223,vollmacht,folmaxt,5.5,9,7
79224,vollmachten,folmaxt@n,4.17,11,9
79225,vollmilch,folmilC,2.5,9,7
79228,vollmond,folmont,4.0,8,7
79229,vollmonde,folmond@,0.17,9,8
79231,vollmondes,folmond@s,0.17,10,9
79253,vollstandigkeit,folStendiCkait,4.5,15,14
79254,volltreffer,foltref@r,1.17,11,9
79257,vollwaise,folvaiz@,0.5,9,8
79258,vollwaisen,folvaiz@n,0.17,10,9
79264,vollziehung,foltsiuN,0.17,11,8
79265,vollzug,foltsuk,4.5,7,7
79267,vollzuges,foltsug@s,0.83,9,9
79268,vollzugs,foltsuks,0.17,8,8
79270,volt,volt,5.33,4,4
79274,voltampere,voltamper@,0.17,10,10
79282,volumen,volum@n,9.17,7,7
79288,volumens,volum@ns,0.83,8,8
79299,vorabend,fo@rab@nt,12.67,8,9
79302,vorabends,forab@nts,0.17,9,9
79303,vorahnung,foranuN,0.33,9,7
79304,vorahnungen,foranuN@n,0.17,11,9
79305,vorankundigung,forankyndiguN,0.67,14,13
79306,vorankundigungen,forankyndiguN@n,0.17,16,15
79307,voranmeldung,foranm@lduN,0.17,12,11
79311,vorarbeit,fo@rrarbait,4.0,9,11
79312,vorarbeiten,fo@rarbait@n,3.0,11,12
79315,voraussage,forauszag@,4.33,10,10
79316,voraussagen,forauszag@n,4.67,11,11
79317,voraussetzung,forauszetsuN,69.67,13,12
79318,voraussetzungen,forauszetsuN@n,73.83,15,14
79319,voraussicht,forausziCt,5.17,11,10
79320,vorauszahlung,foraustsaluN,0.5,13,12
79321,vorauszahlungen,foraustsaluN@n,1.17,15,14
79322,vorbau,fo@rrbau,0.67,6,8
79326,vorbauten,fo@rrbaut@n,0.33,9,11
79327,vorbedacht,fo@rrb@daxt,0.5,10,11
79331,vorbedeutung,fo@rrb@doytuN,0.17,12,13
79333,vorbedingung,fo@rb@diNuN,3.67,12,11
79334,vorbedingungen,fo@rrb@diNuN@n,3.17,14,14
79335,vorbehalt,fo@rb@halt,4.5,9,10
79336,vorbehalte,fo@rb@halt@,6.17,10,11
79337,vorbehalten,fo@rb@halt@n,1.67,11,12
79346,vorbeimarsch,fo@rrbaimarS,0.67,12,12
79350,vorbeimarsche,fo@rrbaim@rsC@,0.17,13,14
79352,vorbemerkung,fo@rrb@m@rkuN,0.67,12,13
79353,vorbemerkungen,fo@rrb@m@rkuN@n,1.0,14,15
79354,vorbereitung,fo@rb@raituN,67.5,12,12
79355,vorbereitungen,fo@rb@raituN@n,23.33,14,14
79356,vorbereitungsdienst,fo@rb@raituNsdinst,0.17,19,18
79362,vorbereitungskurse,fo@rb@raituNsku@rz@,0.33,18,19
79363,vorbereitungskursen,fo@rb@raituNsku@rz@n,0.17,19,20
79366,vorbericht,fo@rrb@riCt,0.67,10,11
79367,vorberichte,fo@rrb@riCt@,0.17,11,12
79372,vorbescheide,fo@rrb@Said@,0.17,12,12
79376,vorbesprechung,fo@rb@SpreCuN,0.83,14,13
79377,vorbesprechungen,fo@rrb@SpreCuN@n,2.67,16,16
79381,vorbeugung,fo@rboyguN,0.83,10,10
79383,vorbild,fo@rbilt,32.83,7,8
79385,vorbilder,fo@rrbild@r,3.83,9,11
79386,vorbildern,fo@rbild@rn,2.0,10,11
79388,vorbildlichkeit,fo@rrbiltliCkait,0.17,15,16
79389,vorbilds,fo@rrbilts,0.33,8,10
79390,vorbildung,fo@rbilduN,4.17,10,10
79391,vorblick,fo@rrplik,0.33,8,9
79396,vorbote,forbot@,0.5,7,7
79397,vorboten,forbot@n,0.33,8,8
79406,vordatierung,fo@rrdatiruN,0.17,12,12
79408,vorderachse,fo@rrd@raxz@,0.83,11,12
79410,vorderansicht,fo@rd@ranziCt,0.5,13,13
79421,vordergrund,fo@rd@rgrunt,27.5,11,12
79422,vordergrunde,fo@rrd@rgrund@,0.17,12,14
79425,vordergrunde,fo@rrd@rgrynd@,0.67,12,14
79426,vordergrunden,fo@rrd@rgrynd@n,0.67,13,15
79434,vorderladern,fo@rrd@rlad@rn,0.17,12,14
79436,vordermann,fo@rd@rman,2.17,10,10
79438,vordermannes,fo@rrd@rman@s,0.17,12,13
79443,vorderpfoten,fo@rrd@rpfot@n,0.17,12,14
79444,vorderrad,fo@rrd@rrat,1.67,9,11
79448,vorderrades,fo@rd@rrad@s,0.17,11,12
79449,vorderrads,fo@rrd@rrats,0.17,10,12
79450,vorderrader,fo@rrd@rred@r,0.33,11,13
79454,vorderseite,fo@rd@rzait@,1.33,11,12
79455,vorderseiten,fo@rrd@rzait@n,0.33,12,14
79456,vordersitz,fo@rrd@rzits,0.33,10,12
79457,vordersitze,fo@rd@rzits@,0.17,11,12
79458,vordersitzen,fo@rrd@rzits@n,0.17,12,14
79462,vorderteil,fo@rrd@rtail,0.17,10,12
79467,vordertur,fo@rrd@rtyr,0.17,9,11
79468,vorderturen,fo@rrd@rtyr@n,0.17,11,13
79469,vordringlichkeit,fo@rrdriNliCkait,0.17,16,16
79470,vordruck,fo@rdruk,0.5,8,8
79477,voreiligkeit,fo@rrailiCkait,0.33,12,14
79478,voreingenommenheit,fo@rraing@nom@nhait,1.67,18,19
79479,voreinsendung,fo@rrainzenduN,0.17,13,14
79481,vorenthaltung,forenthaltuN,0.33,13,12
79483,vorentscheidung,fo@rentSaiduN,3.33,15,13
79484,vorentscheidungen,forentSaiduN@n,0.5,17,14
79495,vorfahr,fo@rfarr,0.17,7,8
79496,vorfahren,fo@rfar@n,6.17,9,9
79497,vorfahrt,fo@rfart,4.17,8,8
79503,vorfall,fo@rfal,7.0,7,7
79506,vorfalls,fo@rrfals,1.0,8,9
79507,vorfeld,fo@rfelt,14.5,7,8
79512,vorfelds,fo@rrf@lts,0.17,8,10
79513,vorfilm,fo@rrfilm,0.17,7,9
79518,vorfreude,fo@rfroyd@,0.33,9,10
79520,vorfruhling,fo@rfryliN,0.67,11,10
79524,vorfalle,fo@rfel@,2.67,8,8
79525,vorfallen,fo@rrfel@n,1.33,9,10
79528,vorfuhrer,fo@rfayr@r,0.5,9,10
79537,vorfuhrung,fo@rfyruN,5.33,10,9
79538,vorfuhrungen,fo@rfyruN@n,3.0,12,11
79539,vorgang,fo@rgaN,34.83,7,7
79541,vorganges,fo@rrgaN@s,0.83,9,10
79542,vorgangs,fo@rrgaNs,4.17,8,9
79543,vorgarten,fo@rrgart@n,1.5,9,11
79545,vorgebirge,fo@rrg@birg@,0.17,10,12
79547,vorgebirges,fo@rrg@birg@s,0.17,11,13
79548,vorgefuhl,fo@rrgefyl,0.5,9,10
79553,vorgehen,fo@rge@n,13.17,8,8
79554,vorgehens,fo@rg@hens,2.17,9,10
79555,vorgelege,fo@rrg@leg@,0.17,9,11
79563,vorgeschichte,fo@rg@SiCt@,3.5,13,11
79564,vorgeschichten,fo@rrg@SiCt@n,0.17,14,13
79568,vorgeschmack,fo@rg@Smak,1.0,12,10
79574,vorgesetzte,fo@rrg@zetst@,1.33,11,13
79576,vorgesetzten,fo@rg@zetst@n,6.17,12,13
79577,vorgesetzter,fo@rrg@zetst@r,1.17,12,14
79579,vorgange,fo@rgeN@,26.67,8,8
79580,vorgangen,fo@rgeN@n,8.83,9,9
79581,vorganger,fo@rgeN@r,14.5,9,9
79582,vorgangern,fo@rrgeN@rn,2.83,10,11
79583,vorgangers,fo@rrgeN@rs,3.5,10,11
79584,vorgarten,fo@rge@rt@n,1.0,9,11
79585,vorhaben,fo@rhab@n,37.0,8,9
79586,vorhabens,fo@rrhab@ns,1.33,9,11
79587,vorhalle,fo@rrhal@,2.17,8,9
79589,vorhalt,fo@rrhalt,0.17,7,9
79595,vorhaltungen,fo@rrhaltuN@n,2.5,12,13
79596,vorhand,fo@rrhant,1.0,7,9
79597,vorhandensein,fo@rrhant@nzain,4.67,13,15
79598,vorhandenseins,fo@rrhant@nzains,0.33,14,16
79599,vorhang,fo@rhaN,11.17,7,7
79601,vorhanges,fo@rrhaN@s,0.5,9,10
79602,vorhangs,fo@rrhaNs,1.5,8,9
79610,vorherrschaft,fo@rr@rrSaft,3.0,13,12
79611,vorhersage,fo@rr@rzag@,4.33,10,11
79612,vorhersagen,fo@rr@rzag@n,0.17,11,12
79613,vorhof,forhof,2.0,6,6
79619,vorhange,fo@rheN@,3.83,8,8
79620,vorhangen,fo@rheN@n,1.0,9,9
79623,vorhangeschloss,fo@rrheN@Slos,0.5,15,13
79632,vorholle,fo@rr9l@,0.17,8,8
79633,vorjahr,fo@rjar,51.5,7,7
79634,vorjahre,fo@rjar@,4.0,8,8
79635,vorjahren,fo@rjar@n,3.17,9,9
79636,vorjahres,fo@rjar@s,21.67,9,9
79637,vorjahrs,fo@rjarrs,0.33,8,9
79644,vorkaufsrecht,fo@rrkaufsreCt,1.67,13,14
79652,vorkehrungen,fo@rbkeruN@n,2.0,12,12
79658,vorkenntnis,fo@rrk@ntnis,0.33,11,12
79659,vorkenntnisse,fo@rrk@ntnis@,0.33,13,13
79660,vorkenntnissen,fo@rrk@ntnis@n,0.17,14,14
79661,vorkommnis,forkomnis,0.5,10,9
79662,vorkommnisse,forkomnis@,2.17,12,10
79663,vorkommnissen,forkomnis@n,0.83,13,11
79668,vorkriegszeit,fo@rrkrikstsait,4.0,13,15
79670,vorkampfer,fo@rkempf@r,2.67,10,11
79671,vorkampfern,fo@rrkempf@rn,0.17,11,13
79672,vorkampfers,fo@rrkempf@rs,0.33,11,13
79673,vorkaufe,fo@rrkoyf@,0.17,8,10
79675,vorladung,fo@rrladuN,3.17,9,10
79676,vorladungen,fo@rrladuN@n,0.33,11,12
79677,vorlage,fo@rlag@,23.0,7,8
79678,vorlagen,fo@rlag@n,4.5,8,9
79679,vorland,fo@rrlant,0.17,7,9
79683,vorlauf,fo@rlauf,5.33,7,8
79686,vorlaufs,fo@rrlaufs,0.33,8,10
79687,vorleben,fo@rrleb@n,0.5,8,10
79697,vorleistung,fo@rrlaistuN,1.33,11,12
79698,vorleistungen,fo@rrlaistuN@n,1.5,13,14
79699,vorleser,fo@rrlez@r,0.17,8,10
79707,vorlesung,fo@rlezuN,1.83,9,9
79708,vorlesungen,fo@rlezuN@n,7.0,11,11
79709,vorlesungsverzeichnis,fo@rrlezuNsfe@rtsaiCnis,0.17,21,23
79713,vorliebe,fo@rlib@,6.5,8,8
79714,vorlieben,fo@rlib@n,0.17,9,9
79715,vorlaufer,fo@rloyf@r,2.67,9,10
79716,vorlaufern,fo@rrloyf@rn,0.83,10,12
79718,vormacht,fo@rmaxt,0.83,8,8
79721,vormann,fo@rrman,0.33,7,8
79725,vormarsch,fo@rmarS,4.0,9,8
79727,vormarsches,fo@rrmarS@s,1.17,11,11
79731,vormensch,fo@rrm@nS,0.17,9,9
79732,vormenschen,fo@rrm@nS@n,0.17,11,11
79740,vormerkungen,fo@rrm@rkuN@n,0.5,12,13
79741,vormittag,fo@rmitak,20.5,9,9
79743,vormittagen,fo@rmitag@n,0.17,11,11
79744,vormittags,fo@rmitaks,2.17,10,10
79745,vormonat,formonat,5.67,8,8
79747,vormonaten,formonat@n,0.33,10,10
79749,vormonats,formonats,0.33,9,9
79750,vormund,fo@rmunt,1.5,7,8
79755,vormundschaft,fo@rrmuntSaft,0.5,13,13
79757,vormundschaftsgericht,fo@rrmuntSaftsg@riCt,0.5,21,20
79761,vormundschaftsgerichts,fo@rrmuntSaftsg@riCts,0.17,22,21
79769,vormundern,fo@rrmynd@rn,0.17,10,12
79770,vornahme,fo@rbnam@,1.67,8,9
79771,vornahmen,fo@rbnam@n,0.17,9,10
79772,vorname,fo@rnam@,4.33,7,8
79773,vornamen,fo@rnam@n,7.0,8,9
79774,vornamens,fo@rrnam@ns,0.5,9,11
79775,vornehmheit,fo@rbnemhait,0.67,11,12
79776,vorort,fo@ro@rt,4.67,6,8
79777,vororte,fo@rro@rrt@,0.83,7,11
79778,vororten,fo@rro@rrt@n,0.83,8,12
79779,vorortes,fo@rro@rrt@s,1.33,8,12
79780,vororts,fo@rro@rrts,0.33,7,11
79781,vorplatz,fo@rplats,0.67,8,9
79783,vorplatzes,fo@rrplats@s,0.17,10,12
79786,vorposten,forpost@n,1.0,9,9
79788,vorprogramm,fo@rrprogram,0.17,11,12
79792,vorprufung,fo@rrpryfuN,0.67,10,11
79793,vorprufungen,fo@rrpryfuN@n,0.17,12,13
79794,vorrang,fo@rraN,15.83,7,7
79797,vorrangs,fo@rraNs,0.17,8,8
79798,vorrangstellung,fo@rraNSteluN,1.5,15,13
79800,vorrat,fo@rrat,6.0,6,7
79803,vorrats,fo@rrats,0.5,7,8
79804,vorratskammer,fo@rratskam@r,0.5,13,13
79805,vorratskammern,fo@rratskam@rn,0.17,14,14
79810,vorratsraume,fo@rratsroym@,0.33,12,13
79812,vorraum,fo@rraum,1.67,7,8
79816,vorrecht,fo@rreCt,2.5,8,8
79817,vorrechte,fo@rreCt@,2.5,9,9
79818,vorrechten,fo@rreCt@n,0.5,10,10
79820,vorrechts,fo@rreCts,0.17,9,9
79821,vorrede,fo@rred@,1.0,7,8
79822,vorreden,fo@rred@n,0.33,8,9
79823,vorredner,fo@rr@tn@r,1.0,9,10
79824,vorrednern,fo@rr@tn@rn,0.17,10,11
79826,vorrichtung,fo@rriCtuN,2.0,11,10
79827,vorrichtungen,fo@rriCtuN@n,1.67,13,12
79828,vorrunde,fo@rrund@,1.67,8,9
79829,vorrunden,fo@rrund@n,0.83,9,10
79830,vorrate,fo@rret@,11.67,7,8
79831,vorraten,fo@rret@n,1.83,8,9
79841,vorsaison,fo@rSzaizon,1.0,9,11
79843,vorsatz,fo@rSzats,3.33,7,9
79860,vorschau,fo@rSau,4.17,8,7
79861,vorschauen,fo@rbSau@n,0.17,10,10
79862,vorschein,fo@rSain,4.67,9,8
79866,vorschiff,fo@rbSif,0.67,9,8
79869,vorschiffes,fo@rbSif@s,0.17,11,10
79871,vorschlag,fo@rSlak,95.67,9,8
79873,vorschlages,fo@rbSlag@s,2.83,11,11
79877,vorschlaghammern,fo@rbSlakhem@rn,0.17,16,15
79878,vorschlags,fo@rSlaks,1.5,10,9
79879,vorschlagsrecht,fo@rSlaksreCt,0.67,15,13
79884,vorschlussrunde,fo@rbSlusrund@,2.17,15,14
79886,vorschlage,fo@rSleg@,93.0,10,9
79887,vorschlagen,fo@rSleg@n,20.5,11,10
79892,vorschrift,fo@rSrift,4.67,10,9
79893,vorschriften,fo@rSrift@n,20.33,12,11
79894,vorschub,fo@rSup,2.17,8,7
79900,vorschule,fo@rbSul@,1.17,9,9
79907,vorschuss,fo@rbSus,2.83,9,8
79912,vorschusse,fo@rbSys@,0.33,10,9
79914,vorsehung,fo@rbethuN,3.83,9,10
79915,vorsicht,fo@rziCt,29.17,8,8
79917,vorsichtsmassnahme,fo@rziCtsmasnam@,0.33,18,16
79918,vorsichtsmassnahmen,fo@rziCtsmasnam@n,0.83,19,17
79920,vorsichtsmassregeln,fo@rziCtsmasreg@ln,0.67,19,18
79921,vorsilbe,fo@rSzilb@,0.17,8,10
79923,vorsitz,fo@rzits,22.5,7,8
79926,vorsitzende,fo@rzits@nd@,104.83,11,12
79927,vorsitzendem,fo@rSzits@ndem,0.67,12,14
79928,vorsitzenden,fo@rzits@nd@n,105.67,12,13
79929,vorsitzender,fo@rzits@nd@r,58.33,12,13
79931,vorsitzer,fo@rSzits@r,10.33,9,11
79933,vorsitzers,fo@rSzits@rs,0.33,10,12
79934,vorsitzes,fo@rSzits@s,0.83,9,11
79935,vorsommer,forzom@r,0.17,9,8
79937,vorsommers,forzom@rs,0.17,10,9
79938,vorsorge,fo@rzo@rg@,2.33,8,10
79940,vorspeise,fo@rSpaiz@,0.33,9,10
79942,vorspiegelung,fo@rStpig@luN,0.17,13,13
79944,vorspiel,fo@rStpil,3.17,8,9
79945,vorspiele,fo@rStpil@,0.5,9,10
79946,vorspielen,fo@rSpil@n,0.33,10,10
79948,vorspiels,fo@rStpils,0.17,9,10
79949,vorspruch,fo@rrSprux,0.17,9,10
79953,vorsprung,fo@rSpruN,23.5,9,9
79956,vorsprungs,fo@rrSpruNs,0.67,10,11
79964,vorstadt,fo@rStat,1.67,8,8
79965,vorstand,fo@rStant,67.5,8,9
79966,vorstande,fo@rStant@l,0.17,9,11
79967,vorstandes,fo@rStand@s,15.17,10,11
79968,vorstands,fo@rStants,4.67,9,10
79969,vorstandsmitglied,fo@rStantsmitglit,16.5,17,17
79971,vorstandsmitglieder,fo@rStantsmitglid@r,5.33,19,19
79972,vorstandsmitgliedern,fo@rStantsmitglid@rn,1.5,20,20
79973,vorstandsmitgliedes,fo@rStantsmitglid@s,0.83,19,19
79974,vorstandsmitglieds,fo@rStantsmitglits,0.33,18,18
79978,vorsteher,fo@rSte@r,1.5,9,9
79979,vorsteherin,fo@rStek@rin,0.33,11,12
79983,vorstellung,fo@rSteluN,69.67,11,10
79984,vorstellungen,fo@rSteluN@n,68.17,13,12
79985,vorstellungskraft,fo@rSteluNskraft,1.67,17,16
79988,vorstellungsvermogen,fo@rSteluNsfe@rm2g@n,0.17,20,20
79990,vorstellungswelt,fo@rSteluNsvelt,1.33,16,15
79992,vorstoss,fo@rStos,9.67,8,8
79994,vorstosses,fo@rrStos@s,0.17,10,11
79996,vorstrafen,fo@rrStraf@n,1.67,10,12
79997,vorstufe,fo@rStuNf@,2.33,8,10
79998,vorstufen,fo@rStuNf@n,0.5,9,11
79999,vorstadte,fo@rrStet@,0.17,9,10
80000,vorstadten,fo@rrStet@n,0.17,10,11
80004,vorstande,fo@rrStend@,4.0,9,11
80005,vorstanden,fo@rStend@n,2.67,10,11
80006,vorstosse,fo@rrSt2s@,2.0,9,10
80007,vorstossen,fo@rSt2s@n,0.5,10,10
80013,vorsatze,fo@rSzets@,0.5,8,10
80014,vorsatzen,fo@rSzets@n,0.5,9,11
80015,vortag,fo@rtak,10.33,6,7
80016,vortage,fo@rtag@,9.33,7,8
80017,vortagen,fo@rrtag@n,2.5,8,10
80018,vortages,fo@rtag@s,2.5,8,9
80019,vortags,fo@rrtaks,0.67,7,9
80020,vorteil,fo@rtail,28.33,7,8
80021,vorteile,fo@rtail@,26.33,8,9
80022,vorteilen,fo@rrtail@n,2.33,9,11
80024,vorteils,fo@rrtails,2.17,8,10
80029,vortrag,fo@rtrak,22.5,7,8
80031,vortrages,fo@rrtrag@s,1.33,9,11
80032,vortrags,fo@rtraks,0.67,8,9
80035,vortragsreihe,fo@rtraksrai@,0.17,13,13
80036,vortragsreihen,fo@rtraksrai@n,0.17,14,14
80039,vortrefflichkeit,fo@rrtrefliCkait,0.33,16,16
80040,vortrieb,fo@rrtrip,1.0,8,9
80045,vortrage,fo@rtreg@,11.0,8,9
80046,vortragen,fo@rrtreg@n,4.5,9,11
80051,vorturner,fo@rrtu@rsn@r,0.17,9,13
80057,vortauschung,fo@rrtoySuN,0.5,12,11
80061,voruntersuchung,forunt@rzuxuN,1.67,15,13
80062,voruntersuchungen,forunt@rzuxuN@n,0.17,17,15
80063,vorurteil,fo@rru@rt@ail,3.0,9,13
80064,vorurteile,fo@ru@rtail@,7.83,10,12
80065,vorurteilen,fo@ru@rtail@n,2.33,11,13
80066,vorurteils,fo@rru@rt@ails,0.17,10,14
80067,vorurteilslosigkeit,fo@rru@rt@ailsloziCkait,0.83,19,23
80073,vorverhandlungen,fo@rrf@rhandluN@n,0.67,16,17
80074,vorverkauf,fo@rfe@rkauf,1.5,10,12
80077,vorverkaufs,fo@rrf@rkaufs,0.17,11,13
80079,vorverkaufsstellen,fo@rfe@rkaufsStel@n,1.5,18,19
80080,vorverkaufe,fo@rrf@rkoyf@,0.17,11,13
80082,vorvater,fo@rrvet@r,0.5,8,10
80084,vorwahl,fo@rval,2.67,7,7
80085,vorwahlen,fo@rbval@n,0.33,9,10
80086,vorwand,fo@rrvant,9.0,7,9
80092,vorwegnahme,fo@rveknam@,0.5,11,11
80102,vorwerk,fo@rrv@rk,0.67,7,9
80112,vorwoche,fo@rvox@,9.67,8,8
80113,vorwochen,fo@rvox@n,0.5,9,9
80114,vorwort,fo@rvo@rt,4.17,7,9
80117,vorwortes,forvo@rt@ls,0.17,9,11
80119,vorwurf,fo@rvu@rf,28.83,7,9
80121,vorwurfes,fo@rrv9@rff@s,0.17,9,13
80122,vorwurfs,fo@rrv9@rffs,0.67,8,12
80125,vorwande,fo@rrvend@,0.17,8,10
80126,vorwanden,fo@rrvend@n,0.33,9,11
80129,vorwurfe,fo@rvy@rf@,23.67,8,10
80130,vorwurfen,fo@rvy@rf@n,4.33,9,11
80131,vorzeichen,fo@rtsaiC@n,3.83,10,11
80142,vorzeit,fo@rtsait,1.67,7,9
80144,vorzimmer,fo@rtsim@r,1.67,9,10
80145,vorzimmerdame,fo@rtsim@rdam@,0.17,13,14
80147,vorzimmern,fo@rrtsim@rn,0.17,10,12
80149,vorzug,fo@rtsuk,11.0,6,8
80154,vorzugsaktien,fo@rtsuksaktsj@n,2.67,13,16
80155,vorzugspreis,fo@rtsuksprais,0.83,12,14
80157,vorzugspreisen,fo@rtsukspraiz@n,0.17,14,16
80159,vorzugsstellung,fo@rtsuksSteluN,0.83,15,15
80160,vorzugsstellungen,fo@rtsuksSteluN@n,0.17,17,17
80161,vorzuge,fo@rtsyg@,8.5,7,9
80162,vorzugen,fo@rtsyg@n,0.83,8,10
80163,vorzuglichkeit,fo@rtsygliCkait,0.17,14,15
80165,vorubung,forybuN,0.17,8,7
80170,voten,fot@n,0.5,5,5
