,word,pron,freq,len,phlen
77950,vermerken,fe@rme@rk@n,0.17,9,11
77953,vermessenheit,fe@rmaes@nhait,5.5,13,14
77955,vermessung,fe@rmaesuN,0.67,10,10
77956,vermessungen,fe@rmaesuN@n,0.17,12,12
77957,vermieter,fe@rmit@r,3.67,9,9
77958,vermieterin,fe@rm2it@rin,0.5,11,12
77959,vermieterinnen,fe@rm2it@rin@n,0.17,14,14
77962,vermietung,fe@rm2ituN,5.0,10,10
77963,vermietungen,fe@rmituN@n,1.17,12,11
77964,verminderung,fe@rm2ind@ruN,8.67,12,13
77965,verminung,fe@rm2inuN,0.17,9,10
77967,vermischung,fe@rmaiSuN,1.0,11,10
77969,vermittler,fe@rmitl@r,3.83,10,10
77971,vermittlerrolle,fe@rmitl@rrol@,0.33,15,14
77973,vermittlers,fe@rm2itl@rs,1.33,11,12
77974,vermittlung,fe@rmitluN,13.0,11,10
77975,vermittlungen,fe@rmitluN@n,0.5,13,12
77976,vermittlungsgebuhr,fe@rmitluNsg@by@r,0.17,18,17
77977,vermittlungsgebuhren,fe@rmitluNsg@byr@n,0.17,20,18
77978,vermisste,fe@rmist@,0.83,9,9
77980,vermissten,fe@rmist@n,1.17,10,10
77987,vermutung,fe@rmutuN,13.67,9,9
77988,vermutungen,fe@rmutuN@n,8.17,11,11
77989,vermachtnis,fe@rmaeCtnis,6.33,11,12
77993,vermahlung,fe@rm@eluN,1.17,10,10
77995,vermogen,fe@rm2g@n,24.0,8,9
77996,vermogens,fe@rm2g@ns,4.0,9,10
77997,vermogenslage,fe@rm2g@nslag@,0.33,13,14
77998,vermogenssteuer,fe@rm2g@nsStoy@r,1.0,15,16
77999,vermogenssteuern,fe@rm2g@@nsStoy@rn,0.33,16,18
78000,vermogensverwaltung,fe@rm2g@nsfe@rvaltuN,1.33,19,20
78001,vermogensverwaltungen,fe@rm2g@@nsfe@rvaltuN@n,0.17,21,23
78002,vernachlassigung,fe@rnaxlesiguN,2.67,16,14
78007,vernebelung,fe@rnjeb@luN,0.33,11,12
78009,vernehmen,fe@rnem@n,6.17,9,9
78011,vernehmung,fe@rnemuN,14.83,10,9
78012,vernehmungen,fe@rnjemuN@n,3.67,12,12
78013,verneigung,fe@rnjaiguN,0.67,10,11
78015,verneinung,ve@rnjainuN,1.67,10,11
78017,vernichtung,fe@rniCtuN,25.67,11,10
78018,vernichtungslager,fe@rniCtuNslag@r,0.33,17,16
78020,vernichtungslagers,fe@rniCtuNslag@rs,0.17,18,17
78023,vernunft,fe@rnunft,134.5,8,9
78026,verordnung,fe@ro@rdnuN,13.0,10,11
78027,verordnungen,fe@rrortnuN@n,4.83,12,13
78028,verordnungsblatt,fe@ro@rdnuNsblat,0.33,16,16
78034,verpachtung,fe@rbpaxtuN,1.0,11,11
78039,verpflanzung,fe@rbpflantsuN,0.17,12,14
78041,verpflegung,fe@rpfleguN,8.17,11,11
78042,verpflichtung,fe@rpfliCtuN,35.33,13,12
78043,verpflichtungen,fe@rpfliCtuN@n,31.5,15,14
78044,verpfandung,fe@rbpfenduN,0.33,11,12
78047,verpuppung,fe@rbpupuNs,0.33,10,11
78049,verputz,fe@rbputs,0.5,7,9
78054,verrat,fe@rrat,8.33,6,7
78056,verrates,fe@rrat@s,0.33,8,9
78057,verrats,fe@rrats,1.83,7,8
78058,verrechnung,fe@rreCnuN,3.17,11,10
78059,verrechnungen,fe@rreCnuN@n,0.17,13,12
78060,verrechnungseinheit,fe@rreCnuNsainhait,0.17,19,18
78061,verrechnungseinheiten,fe@rreCnuNsainhait@n,1.0,21,20
78063,verrenkungen,fe@rreNkuN@n,0.5,12,12
78065,verrichtungen,fe@rriCtuN@n,0.5,13,12
78066,verringerung,fe@rriN@ruN,10.33,12,11
78068,verrohung,fe@rrouN,1.0,9,8
78070,verruf,fe@rruf,0.67,6,7
78075,verrater,fe@rret@r,6.33,8,9
78078,verraterin,fe@rret@rin,0.83,10,11
78080,verratern,fe@rret@rn,0.67,9,10
78081,verraters,fe@rret@rs,0.67,9,10
78082,verrucktheit,fe@rrykthait,0.33,12,12
78083,verrucktheiten,fe@rrykthait@n,0.17,14,14
78084,verrucktwerden,fe@rryktv@rd@n,0.17,14,14
78087,vers,fe@rs,7.0,4,5
78088,versachlichung,fe@rzoaxliCuN,0.83,14,13
78089,versager,fe@rzoag@r,2.17,8,10
78090,versagern,fe@rzoag@rn,0.17,9,11
78092,versagung,fe@rzoaguN,0.83,9,10
78093,versagungen,fe@rzoaguN@n,0.17,11,12
78094,versammlung,fe@rzamluN,31.67,11,10
78095,versammlungsfreiheit,fe@rzamluNsfraihait,0.5,20,19
78096,versand,fe@rzant,4.17,7,8
78100,versandes,fe@rzoand@s,0.17,9,11
78101,versandhandel,fe@rzanthand@l,3.33,13,14
78102,versandhandels,fe@rzanthand@ls,0.67,14,15
78103,versandhaus,fe@rzanthaus,1.17,11,12
78107,versandhausern,fe@rzanthoyz@rn,0.5,14,15
78109,versandung,fe@rzoanduN,0.17,10,11
78110,verschalung,fe@rziCaluN,0.17,11,11
78112,verschanzung,fe@rziCantsuN,0.17,12,13
78116,verschiebung,fe@rSibuN,11.67,12,9
78117,verschiebungen,fe@rziCibuN@n,2.67,14,13
78118,verschiedenartigkeit,fe@rSid@nartiCkait,0.83,20,18
78119,verschiedenheit,fe@rziCid@nhait,2.83,15,15
78120,verschiedenheiten,fe@rziCid@nhait@n,2.0,17,17
78121,verschiffung,fe@rziCifuN,3.33,12,11
78122,verschiffungen,fe@rziCifuN@n,0.17,14,13
78124,verschlag,fe@rziClak,0.5,9,10
78126,verschlagenheit,fe@rziClag@nhait,0.33,15,16
78131,verschlechterung,fe@rSleCt@ruN,6.17,16,13
78132,verschlechterungen,fe@rziCleCt@ruN@n,0.33,18,17
78133,verschleierung,fe@rziClai@ruN,3.0,14,14
78134,verschleierungen,fe@rziClai@ruN@n,0.5,16,16
78137,verschleimung,fe@rziClaimuN,0.17,13,13
78139,verschleiss,fe@rziClais,2.83,11,11
78145,verschleppung,fe@rziClepuNs,2.5,13,13
78146,verschleppungen,fe@rziClepuNsg@n,0.17,15,16
78147,verschlimmerung,fe@rziClim@ruN,0.5,15,14
78148,verschlimmerungen,fe@rziClim@ruN@n,0.17,17,16
78149,verschlingung,fe@rziCliNuN,0.67,13,12
78150,verschlingungen,fe@rziCliNuN@n,0.5,15,14
78151,verschlossenheit,fe@rziClos@nhait,1.83,16,16
78154,verschluss,fe@rziClus,1.33,10,10
78160,verschlage,fe@rziCleg@,0.33,10,11
78163,verschlusselung,fe@rziClys@luN,0.83,15,14
78164,verschlusselungen,fe@rziClys@luN@n,0.17,17,16
78166,verschmelzung,fe@rSmeltsuN,4.83,13,12
78167,verschmelzungen,fe@rziCmeltsuN@n,0.17,15,16
78168,verschmitztheit,fe@rziCmitsthait,0.33,15,16
78169,verschmutzung,fe@rSmutsuN,3.5,13,11
78170,verschmutzungen,fe@rziCmutsuN@n,0.17,15,15
78172,verschnaufpause,fe@rziCnaufpauz@,0.17,15,16
78174,verschnitt,fe@rziCnit,0.5,10,10
78178,verschnitts,fe@rziCnits,0.17,11,11
78181,verschnurung,fe@rziCnyruN,0.33,12,12
78182,verschnurungen,fe@rziCnyruN@n,0.17,14,14
78188,verschreibung,fe@rziCraibuN,0.17,13,13
78190,verschrobenheit,fe@rziCrob@nhait,0.17,15,16
78191,verschrobenheiten,fe@rziCrob@nhait@n,0.17,17,18
78192,verschrankung,fe@rziCreNkuN,0.17,13,13
78194,verschulden,fe@rziCuld@n,2.83,11,12
78196,verschuldung,fe@rSulduN,3.0,12,10
78199,verschwender,fe@rziCvend@r,0.5,12,13
78204,verschwendung,fe@rSvenduN,3.33,13,11
78206,verschwiegenheit,fe@rziCvig@nhait,1.5,16,16
78207,verschwommenheit,fe@rziCvom@nhait,0.17,16,16
78214,verschworer,fe@rziCv2r@r,1.5,11,12
78215,verschworern,fe@rziCv2r@rn,0.5,12,13
78217,verschworung,fe@rSv2ruN,5.0,12,10
78218,verschworungen,fe@rziCv2ruN@n,0.83,14,14
78219,verscharfung,fe@rSe@rfuN,12.0,12,11
78221,verschonerung,fe@rziC2n@ruN,1.83,13,13
78222,verschonerungen,fe@rziC2n@ruN@n,0.33,15,15
78229,verse,fe@rzoe,11.67,5,7
78230,versehen,fe@rze@n,3.17,8,8
78232,versehrte,fe@rzoert@,0.67,9,10
78234,versehrten,fe@rzoert@n,0.5,10,11
78235,versehrter,fe@rzoert@r,0.33,10,11
78237,verselbstandigung,fe@rzoelpStendiguN,0.83,17,18
78238,verselbstandigungen,fe@rzoelpStendiguN@n,0.17,19,20
78239,versen,fe@rz@n,7.5,6,7
78244,versenkung,fe@rzeNkuN,1.0,10,10
78246,verses,fe@rzoes,1.67,6,8
78249,versetzung,fe@rzoetsuN,3.33,10,11
78250,versetzungen,fe@rzoetsuN@n,1.0,12,13
78251,verseuchung,fe@rzooyCuN,2.0,11,11
78257,versfussen,fe@rsfys@n,0.17,10,10
78258,versicherer,fe@rzoiC@r@r,2.33,11,12
78261,versicherung,fe@rziC@ruN,16.17,12,11
78262,versicherungen,fe@rziC@ruN@n,10.83,14,13
78263,versicherungsbetrug,fe@rziC@ruNsb@truk,0.17,19,18
78269,versicherungsfalles,fe@rziC@ruNsfal@s,0.17,19,17
78271,versicherungsfalle,fe@rziC@ruNsfel@,0.5,18,16
78273,versicherungsgesellschaft,fe@rziC@ruNsg@zelSaft,2.33,25,21
78274,versicherungsgesellschaften,fe@rziC@ruNsg@zelSaft@n,2.83,27,23
78277,versicherungspramie,fe@rziC@ruNspremj@,0.83,19,18
78278,versicherungspramien,fe@rziC@ruNspremj@n,0.17,20,19
78279,versicherungssumme,fe@rziC@ruNszum@,1.83,18,16
78293,version,ve@rzjon,4.83,7,8
78294,versionen,ve@rzjon@n,1.5,9,10
78295,versklavung,f@rsklavuN,2.5,11,10
78303,versmasse,fe@rsmas@,0.17,9,9
78308,versorger,f@rzo@rk@n@r,0.17,9,12
78311,versorgung,fe@rzo@rguN,36.0,10,11
78312,versorgungsnetz,fe@rzo@rguNsnets,0.33,15,16
78314,versorgungsnetzen,fe@rzo@rguNsnets@n,0.17,17,18
78317,verspottung,fe@rzipotuN,0.17,11,11
78319,versprechen,fe@rSpreC@n,12.33,11,11
78320,versprechens,f@rSpreC@ns,0.67,12,11
78321,versprecher,f@rSpreC@r,0.5,11,10
78325,versprechungen,fe@rSpreCuN@n,7.0,14,13
78326,verspatung,fe@rSpetuN,7.0,10,10
78327,verspatungen,fe@rSpetuN@n,1.0,12,12
78328,verstaatlichung,f@rStatliCuN,3.33,15,12
78329,verstaatlichungen,f@rStatliCuN@n,0.17,17,14
78330,verstand,fe@rStant,33.0,8,9
78331,verstande,f@rStand@,1.67,9,9
78332,verstandes,f@rStand@s,10.33,10,10
78335,verstauchungen,f@rStauxuN@n,0.17,14,12
78336,versteck,f@rStek,4.5,8,7
78342,versteckspiel,f@rStekSpil,0.33,13,11
78348,versteifung,f@rStaifuN,1.17,11,10
78350,versteigerer,f@rStaig@r@r,0.17,12,12
78353,versteigerung,f@rStaig@ruN,4.5,13,12
78354,versteigerungen,f@rStaig@ruN@n,1.0,15,14
78358,verstellung,fe@rSteluN,0.83,11,10
78363,versteuerung,f@rStoy@ruN,0.67,12,11
78367,verstimmung,f@rStimuN,2.33,11,9
78368,verstimmungen,f@rStimuN@n,1.33,13,11
78369,verstocktheit,f@rStokthait,0.17,13,12
78370,verstopfung,f@rStopfuN,0.5,11,10
78371,verstopfungen,f@rStopfuN@n,0.17,13,12
78372,verstoss,fe@rStos,3.83,8,8
78374,verstosses,f@rStos@s,1.67,10,9
78375,verstossung,f@rStosuN,0.17,11,9
78379,verstadterung,fe@rzitet@ruN,0.5,13,13
78383,verstandigkeit,fe@rzitendiCkait,0.67,14,16
78384,verstandigung,fe@rStendiguN,42.17,13,13
78385,verstandigungen,fe@rzitendiguN@n,0.17,15,16
78386,verstandigungsbereitschaft,fe@rStendiguNsb@raitSaft,1.0,26,24
78387,verstandlichkeit,fe@rzitentliCkait,0.83,16,17
78388,verstandnis,fe@rStentniS,59.0,11,12
78391,verstandnisses,fe@rzitentnis@s,2.5,14,15
78392,verstarker,fe@rzit@rk@r,1.0,10,12
78393,verstarkern,fe@rzit@rk@rn,0.17,11,13
78394,verstarkerrohre,fe@rzit@rk@rr2r@,0.17,15,16
78397,verstarkung,fe@rSte@rkuN,16.0,11,12
78398,verstarkungen,fe@rzit@rkuN@n,1.33,13,14
78400,verstosse,fe@rSt2s@,2.5,9,9
78401,verstossen,fe@rzit2s@n,1.33,10,11
78402,verstummelung,fe@rzitymeluN,0.33,13,13
78403,verstummelungen,fe@rzitymeluN@n,0.17,15,15
78404,versuch,fe@rzux,99.17,7,7
78405,versuche,fe@rzux@,43.5,8,8
78406,versuchen,fe@rzux@n,13.5,9,9
78407,versucher,fe@rzoux@r,0.5,9,10
78409,versuchers,fe@rzoux@rs,0.17,10,11
78410,versuches,fe@rzux@s,1.67,9,9
78411,versuchs,fe@rzuxs,2.67,8,8
78412,versuchsanlage,fe@rzuxsanlag@,0.33,14,14
78413,versuchsanlagen,fe@rzuxsanlag@n,0.17,15,15
78414,versuchsanstalt,fe@rzuxsanStalt,0.67,15,15
78415,versuchsanstalten,fe@rzuxsanStalt@n,0.5,17,17
78416,versuchskaninchen,fe@rzuxskaninC@n,0.33,17,16
78418,versuchsperson,fe@rzuxspe@rzon,0.67,14,15
78419,versuchspersonen,fe@rzuxspe@rzon@n,1.17,16,17
78420,versuchsstation,fe@rzuxsStatsjon,0.83,15,16
78422,versuchung,fe@rzuxuN,8.33,10,9
78423,versuchungen,fe@rzouxuN@n,0.83,12,12
78427,versaumnis,fe@rzooymnis,1.67,10,12
78428,versaumnisse,fe@rzoymnis@,3.83,12,12
78429,versaumnissen,fe@rzooymnis@n,0.67,13,14
78432,versohnlichkeit,fe@rzo9nliCkait,0.33,15,15
78433,versohnung,fe@rz2nuN,9.83,10,9
78437,vertagung,fe@rtauaguN,2.67,9,11
78439,vertauschung,fe@rtauSuN,0.33,12,10
78441,verteidiger,fe@rtaidig@r,25.33,11,12
78442,verteidigern,fe@rtaidig@rn,2.67,12,13
78443,verteidigers,fe@rtaidig@rs,2.17,12,13
78444,verteidigung,fe@rtaidiguN,52.67,12,12
78446,verteidigungsminister,fe@rtaidiguNsminist@r,25.0,21,21
78447,verteidigungsministern,fe@rtaidiguNsminiSt@rn,0.5,22,22
78448,verteidigungsministers,fe@rtaidiguNsminist@rs,3.17,22,22
78449,verteiler,fe@rtaiail@r,1.0,9,12
78455,verteilers,fe@rtaiail@rs,0.33,10,13
78456,verteilung,fe@rtailuN,20.5,10,10
78457,verteilungen,fe@rtailuN@n,0.17,12,12
78458,verteuerung,fe@rtoy@ruN,5.17,11,11
78459,verteuerungen,fe@rtaioy@ruN@n,0.5,13,15
78460,verteufelung,fe@rtaioyf@luN,0.83,12,14
78462,vertiefung,fe@rtauifuN,16.67,10,11
78463,vertiefungen,fe@rtauifuN@n,0.5,12,13
78464,vertikale,fe@rtauikal@,0.33,9,12
78467,vertikalen,fe@rtauikal@n,0.17,10,13
78470,vertilgung,fe@rtauilguN,0.67,10,12
78474,vertrag,fe@rtrak,64.83,7,8
78475,vertrage,fe@rtrag@,0.33,8,9
78476,vertrages,fe@rtrag@s,21.67,9,10
78477,vertrags,fe@rtraks,1.67,8,9
78480,vertragsabschluss,fe@rtraksapSlus,2.17,17,15
78481,vertragsabschlusse,fe@rtraksapSlys@,0.17,18,16
78483,vertragsbruch,fe@rtraksbrux,1.0,13,13
78486,vertragsbruchs,fe@rtraksbruxs,0.33,14,14
78487,vertragsbruche,fe@rtraksbryC@,0.67,14,14
78489,vertrauen,fe@rtrau@n,76.33,9,10
78490,vertrauens,fe@rtrau@ns,9.67,10,11
78491,vertrauensarzt,fe@rtraau@nsartst,0.33,14,17
78494,vertrauensbruch,fe@rtraau@nsbrux,0.5,15,16
78498,vertrauensbruche,fe@rtraau@nsbryC@,0.17,16,17
78500,vertrauensfrage,fe@rtraau@nsfrag@,1.33,15,17
78502,vertrauensstellung,fe@rtraau@nsSteluN,2.33,18,18
78503,vertrauensstellungen,fe@rtraau@nsSteluN@n,0.33,20,20
78504,vertrauensvotum,fe@rtraau@nsvotum,1.5,15,17
78505,vertrauenswurdigkeit,fe@rtraau@nsvy@rdiCkait,0.33,20,23
78508,vertraulichkeit,fe@rtrauliCkait,2.83,15,15
78509,vertraulichkeiten,fe@rtraauliCkait@n,0.33,17,18
78510,vertrautheit,fe@rtraauthait,2.17,12,14
78512,vertreibung,fe@rtraaibuN,4.0,11,12
78513,vertreibungen,fe@rtraaibuN@n,0.17,13,14
78514,vertreter,fe@rtret@r,159.17,9,10
78515,vertreterin,fe@rtraet@rin,1.83,11,13
78516,vertreterinnen,fe@rtraet@rin@n,0.83,14,15
78517,vertretern,fe@rtret@rn,44.0,10,11
78518,vertreters,fe@rtraet@rs,3.83,10,12
78519,vertretung,fe@rtretuN,30.67,10,10
78520,vertretungen,fe@rtra@tuN@n,9.17,12,13
78521,vertrieb,fe@rtrip,12.0,8,8
78525,vertriebs,fe@rtraips,1.17,9,10
78526,vertrage,fe@rtreg@,49.67,8,9
78527,vertragen,fe@rtreg@n,12.33,9,10
78531,vertraglichkeit,fe@rtraekliCkait,0.83,15,16
78536,verunreinigung,fe@runtrainiguN,2.33,14,15
78537,verunreinigungen,fe@runrainiguN@n,1.67,16,16
78542,verursachung,fe@run@rzaxuN,0.5,12,13
78543,verurteilung,fe@runrtailuN,8.5,12,13
78544,verurteilungen,fe@runrtailuN@n,0.83,14,15
78545,vervielfachung,fe@rrfilfaxuN,0.17,14,13
78547,vervielfaltigung,fe@rfilfeltiguN,0.5,16,15
78548,vervielfaltigungen,fe@rrfilfeltiguN@n,0.33,18,18
78550,vervielfaltigungsapparate,fe@rrfilfeltiguNsaparat@,0.17,25,24
78554,vervollkommnung,fe@rrfolkomnuN,6.83,15,14
78555,vervollkommnungen,fe@rrfolkomnuN@n,0.17,17,16
78556,vervollstandigung,fe@rrfolStendiguN,0.67,17,17
78559,verwachsungen,fe@rvarSzuN@n,0.17,13,13
78563,verwahrlosung,fe@rvarrlozuN,1.5,13,13
78569,verwahrung,fe@rvarruN,2.67,10,10
78571,verwalter,fe@rvarlt@r,5.5,9,11
78572,verwaltern,fe@rvarlt@rn,0.17,10,12
78573,verwalters,fe@rvarlt@rs,0.33,10,12
78574,verwaltung,fe@rvaltuN,74.83,10,10
78575,verwaltungen,fe@rvaltuN@n,10.67,12,12
78576,verwaltungsaufwand,fe@rvaltuNsaufvant,1.17,18,18
78580,verwaltungsdienst,fe@rvaltuNsdinst,0.33,17,16
78583,verwaltungsdienstes,fe@rvaltuNsdinst@s,0.17,19,18
78587,verwaltungsgericht,fe@rvaltuNsg@riCt,7.0,18,17
78588,verwaltungsgerichte,fe@rvaltuNsg@riCt@,0.33,19,18
78589,verwaltungsgerichten,fe@rvaltuNsg@riCt@n,0.67,20,19
78590,verwaltungsgerichtes,fe@rvaltuNsg@riCt@s,0.17,20,19
78591,verwaltungsgerichts,fe@rvaltuNsg@riCts,0.17,19,18
78592,verwaltungsreform,fe@rvaltuNsrefo@rm,2.17,17,18
78594,verwandlung,fe@rvandluN,10.83,11,11
78595,verwandlungen,fe@rvarntluN@n,1.5,13,14
78596,verwandte,fe@rvant@,5.5,9,9
78598,verwandten,fe@rvant@n,16.5,10,10
78599,verwandter,fe@rvant@r,1.33,10,10
78600,verwandtes,fe@rvarnt@s,0.5,10,11
78601,verwandtschaft,fe@rvantSaft,4.17,14,12
78602,verwandtschaften,fe@rvarntSaft@n,0.33,16,15
78603,verwechslung,fe@rveksluN,1.33,12,11
78604,verwechslungen,fe@rvaeksluN@n,0.5,14,14
78605,verwegenheit,fe@rvaeg@nhait,0.33,12,14
78608,verwehungen,fe@rva@huN@n,0.17,11,12
78609,verweichlichung,fe@rvaaiCliCuN,0.17,15,14
78610,verweigerung,fe@rvaaig@ruN,5.0,12,13
78612,verweis,fe@rvais,1.17,7,8
78614,verweisen,fe@rvaiz@n,0.33,9,10
78618,verweltlichung,fe@rva@ltliCuN,0.17,14,14
78619,verwendbarkeit,fe@rva@ntbarkait,0.5,14,16
78620,verwendung,fe@rvenduN,35.17,10,10
78621,verwendungen,fe@rvenduN@n,0.67,12,12
78622,verwendungsmoglichkeit,fe@rvenduNsm2kliCkait,0.5,22,21
78623,verwendungsmoglichkeiten,fe@rvenduNsm2kliCkait@n,0.83,24,23
78624,verwendungszweck,fe@rvenduNstsvek,2.5,16,16
78628,verwendungszwecks,fe@rvenduNstsveks,0.17,17,17
78629,verwerflichkeit,f@rv@rfliCkait,0.17,15,14
78630,verwerfung,f@rv@rfuN,0.83,10,9
78631,verwerfungen,f@rv@rfuN@n,0.17,12,11
78632,verwertung,fe@rve@rtuN,3.67,10,11
78634,verweser,fe@rva@z@r,0.17,8,10
78638,verwesung,fe@rvezuN,1.0,9,9
78639,verwesungsgeruch,fe@rva@zuNsg@rux,0.17,16,16
78645,verwicklung,fe@rvaikluN,1.33,11,11
78646,verwicklungen,fe@rvikluN@n,1.17,13,12
78647,verwilderung,fe@rvaild@ruN,0.67,12,13
78648,verwirklichung,fe@rvi@rkliCuN,68.33,14,14
78649,verwirklichungen,f@rvirkliCuN@n,0.83,16,14
78650,verwirrung,fe@rviruN,13.17,10,9
78651,verwirrungen,f@rviruN@n,1.83,12,10
78652,verwitterung,fe@rvait@ruN,2.0,12,12
78653,verwitterungen,fe@rvait@ruN@n,0.17,14,14
78654,verworfenheit,f@rvo@rff@nhait,0.33,13,15
78655,verworrenheit,f@rvor@nhait,1.67,13,12
78656,verwundbarkeit,fe@rvauntbarkait,0.17,14,16
78657,verwunderung,fe@rvund@ruN,4.17,12,12
78658,verwundete,fe@rvund@t@,2.0,10,11
78660,verwundeten,fe@rvaund@t@n,5.33,11,13
78661,verwundeter,fe@rvaund@t@r,0.33,11,13
78663,verwundung,fe@rvaunduN,1.5,10,11
78664,verwundungen,fe@rvaunduN@n,0.67,12,13
78665,verwurzelung,f@rvurts@luN,0.33,12,12
78667,verwohnung,fe@rva2nuN,0.17,10,10
78668,verwunschung,fe@rvaynSuN,0.5,12,11
78669,verwunschungen,fe@rvaynSuN@n,0.17,14,13
78670,verwustung,fe@rvystuN,1.17,10,10
78671,verwustungen,fe@rvystuN@n,0.67,12,12
78672,verzagtheit,fe@rtsakthait,0.17,11,13
78673,verzahnung,fe@rtsanuN,1.33,10,10
78675,verzehr,fe@rtse@r,0.5,7,9
78679,verzeichnis,fe@rtsaiCnis,3.0,11,12
78680,verzeichnisse,fe@rtsaiCnis@,0.5,13,13
78682,verzeichnisses,fe@rtsaiCnis@s,0.33,14,14
78683,verzeichnung,fe@rtsaiCnuN,0.33,12,12
78685,verzeihung,fe@rtsaiuN,9.17,10,10
78686,verzerrung,f@rtseruN,2.5,10,9
78687,verzerrungen,f@rtseruN@n,1.0,12,11
78688,verzettelung,fe@rtset@luN,0.33,12,12
78690,verzicht,fe@rtsiCt,35.0,8,9
78691,verzichte,fe@rtsiCt@,1.5,9,10
78692,verzichten,fe@rtsiCt@n,0.33,10,11
78693,verzichterklarung,fe@rtsiCte@rkleruN,0.83,17,18
78694,verzichterklarungen,fe@rtsiCte@rkleruN@n,0.17,19,20
78695,verzichtes,fe@rtsiCt@s,0.33,10,11
78696,verzichts,fe@rtsiCts,1.5,9,10
78697,verzierung,fe@rtsiruN,0.33,10,10
78698,verzierungen,fe@rtsiruN@n,0.33,12,12
78701,verzinsung,fe@rtsinzuN,11.67,10,11
78705,verzug,fe@rtsuk,2.17,6,8
78706,verzuge,fe@rtsug@,1.67,7,9
78709,verzweiflung,fe@rtsvaifluN,14.83,12,13
78711,verzweigung,fe@rtsvaiguN,0.67,11,12
78712,verzweigungen,fe@rtsvaiguN@n,1.0,13,14
78713,verzogerung,fe@rts2g@ruN,7.17,11,12
78714,verzogerungen,fe@rts2g@ruN@n,3.33,13,14
78715,verzogerungstaktik,fe@rts2g@ruNstaktik,1.0,18,19
78722,verachter,fe@rreCt@r,0.33,9,10
78728,veranderlichkeit,verend@rliCkait,0.33,16,15
78729,veranderung,fe@rend@ruN,31.17,11,11
78730,veranderungen,fe@rend@ruN@n,37.67,13,13
78731,verastelung,ferest@luN,0.17,11,10
78732,verastelungen,fe@rrest@luN@n,0.67,13,14
78733,verausserung,fe@roys@ruN,1.67,12,11
78737,veroffentlichung,fe@r9f@ntliCuN,22.5,16,14
78738,veroffentlichungen,fe@r9f@ntliCuN@n,9.67,18,16
78739,vesper,fesp@r,0.83,6,6
78747,vestalinnen,vestalin@n,0.33,11,10
78748,vestibul,vestibyl,0.17,8,8
78753,veteran,feteran,0.33,7,7
78754,veteranen,feteran@n,3.17,9,9
78759,veterinarmedizin,feterin@rmeditsin,0.5,16,17
78761,veto,veto,3.0,4,4
78762,vetorecht,vetoreCt,4.17,9,8
78764,vetorechtes,vetoreCt@s,0.5,11,10
78765,vetorechts,vetoreCts,0.5,10,9
78766,vetos,vetos,0.83,5,5
78767,vetter,fet@r,7.33,6,5
78770,vettern,fet@rn,1.17,7,6
78771,vetters,fet@rs,0.17,7,6
78781,viadukt,viadukt,0.17,7,7
78786,vibration,vibratsjon,1.5,9,10
78798,viecher,fiC@r,0.17,7,5
78799,viechern,fiC@rn,0.17,8,6
78802,vieh,fi,13.5,4,2
78803,viehbestand,fib@Stant,0.5,11,9
78805,viehbestandes,fib@Stand@s,0.17,13,11
78807,viehbestande,fib@Stend@,1.33,12,10
78808,viehbestanden,fib@Stend@n,0.17,13,11
78811,viehs,fis,0.83,5,3
78812,viehwagen,fivag@n,0.17,9,7
78814,viehzuchter,fitsyCt@r,0.83,11,9
78817,vieldeutigkeit,fildoytiCkait,0.83,14,13
78818,vieleck,filek,0.17,7,5
78823,vielfache,filfax@,0.17,9,7
78825,vielfachen,filfax@n,0.67,10,8
78827,vielfaches,filfax@s,1.67,10,8
78833,vielfalt,filfalt,9.67,8,7
78835,vielfrass,filfras,0.33,9,7
78839,vielfaltigkeit,filfeltiCkait,0.83,14,13
78841,vielheit,filhait,0.5,8,7
78842,vielseitigkeit,filzaitiCkait,1.67,14,13
78844,vielzahl,filtsal,10.33,8,7
78848,vier,fi@r,2.17,4,4
78849,vierbeiner,firbain@r,1.5,10,9
78852,viereck,fi@rek,3.33,7,6
78856,vierecks,fireks,0.33,8,6
78858,vierer,fir@r,7.17,6,5
78859,vierern,fir@rn,0.33,7,6
78869,vierjahresplan,firiar@splan,0.33,14,12
78872,vierjahresplans,firiar@splans,0.17,15,13
78874,vierjahresplanen,firiar@splen@n,0.17,16,14
78876,vierkante,firkant@,0.17,9,8
78882,viertel,fi@rt@l,19.33,7,7
78883,vierteljahr,fi@rt@ljar,7.5,11,10
78886,vierteljahres,fi@rt@ljar@s,0.5,13,12
78887,vierteljahrhundert,firt@liarhund@rt,3.17,18,16
78890,vierteljahrhunderts,firt@liarhund@rts,0.17,19,17
78895,vierteln,fi@rt@ln,1.33,8,8
78898,viertelpfund,firt@lpfunt,0.17,12,11
78903,viertels,firtels,0.83,8,7
78904,viertelstunde,fi@rt@lStund@,10.0,13,13
78905,viertelstunden,firt@lStund@n,0.17,14,13
78907,vierzeilern,firtsail@rn,0.17,11,11
78909,vietnam,vjetnam,71.33,7,7
78910,vietnams,vjetnams,9.67,8,8
78912,vignette,vinjet@,0.17,8,7
78914,vikar,vikar,2.0,5,5
78915,vikare,vikar@,0.17,6,6
78923,vikarin,vikarin,0.17,7,7
78925,vikars,vikars,0.5,6,6
78926,villa,vila,14.0,5,4
78927,villen,vil@n,5.5,6,5
78928,villenviertel,fil@nfi@rt@l,0.5,13,12
