word,ortho,pron,freq,
tri-lle,trille,tRi-j°,2.64,
fu-ri-bond,furibond,fy-Ri-b&,2.64,
ba-rré,barré,ba-Re,2.64,
é-li-mé,élimé,e-li-me,2.64,
sché-ma,schéma,Se-ma,2.64,
chau-de-ment,chaudement,So-d°-m@,2.64,
es-car-pé,escarpé,es-kaR-pe,2.64,
om-bra-ge,ombrage,&-bRa-Z°,2.64,
é-ma-illé,émaillé,e-ma-je,2.64,
ju-teux,juteux,Zy-t2,2.64,
har-die-sse,hardiesse,aR-dje-s°,2.64,
mar-ti-net,martinet,maR-ti-ne,2.64,
in-fec-ter,infecter,5-fek-te,2.64,
na-si-llard,nasillard,na-zi-jaR,2.64,
scor-pion,scorpion,skoR-pj&,2.64,
a-ver-sion,aversion,a-veR-sj&,2.64,
nu-an-cer,nuancer,ny-@-se,2.64,
fon-cier,foncier,f&-sje,2.64,
re-nau-der,renauder,R°-no-de,2.64,
a-ler-té,alerté,a-leR-te,2.64,
é-clip-se,éclipse,e-klip-s°,2.64,
ber-ner,berner,beR-ne,2.64,
ma-zout,mazout,ma-zut,2.64,
ser-ge,serge,seR-Z°,2.64,
va-ria-ble,variable,va-Rja-bl°,2.64,
es-tu-ai-re,estuaire,es-ty-e-R°,2.64,
a-nnu-lai-re,annulaire,a-ny-le-R°,2.64,
dis-ten-du,distendu,dis-t@-dy,2.64,
mi-gra-tion,migration,mi-gRa-sj&,2.64,
sen-sé,sensé,s@-se,2.64,
gé-mi-ssant,gémissant,Ze-mi-s@,2.64,
por-ta-tif,portatif,poR-ta-tif,2.64,
in-dis-po-ser,indisposer,5-dis-po-ze,2.64,
da-tte,datte,da-t°,2.64,
o-ffi-ci-ne,officine,o-fi-si-n°,2.64,
pré-ve-nu,prévenu,pRe-v°-ny,2.64,
su-ai-re,suaire,sy-e-R°,2.64,
a-ni-mo-si-té,animosité,a-ni-mo-zi-te,2.64,
su-ce-tte,sucette,sy-se-t°,2.64,
bi-ffe-ton,biffeton,bi-f°-t&,2.64,
mue,mue,my,2.57,
glan-der,glander,gl@-de,2.57,
sus-pi-cion,suspicion,sys-pi-sj&,2.57,
pia-ffer,piaffer,pja-fe,2.57,
com-pa-tir,compatir,k&-pa-tiR,2.57,
ho-tte,hotte,o-t°,2.57,
mou-dre,moudre,mu-dR°,2.57,
o-ppor-tun,opportun,o-poR-t5,2.57,
em-ple-tte,emplette,@-ple-t°,2.57,
ma-ge,mage,ma-Z°,2.57,
ma-che-fer,machefer,ma-S°-feR,2.57,
fi-ni-ssant,finissant,fi-ni-s@,2.57,
se-crè-te,secrète,s°-kRe-t°,2.57,
cui-sant,cuisant,k8i-z@,2.57,
cha-cal,chacal,Sa-kal,2.57,
sau-ti-llant,sautillant,so-ti-j@,2.57,
mi-au-le-ment,miaulement,mi-o-l°-m@,2.57,
a-cro-ba-tie,acrobatie,a-kRo-ba-si,2.57,
ja-cquet,jacquet,Za-ke,2.57,
pré-lu-der,préluder,pRe-ly-de,2.57,
drach-me,drachme,dRak-m°,2.57,
ba-gnard,bagnard,ba-NaR,2.57,
a-pla-nir,aplanir,a-pla-niR,2.57,
sir,sir,siR,2.57,
ra-ma-ge,ramage,Ra-ma-Z°,2.57,
bat,bat,ba,2.57,
meuf,meuf,m2f,2.57,
steak,steak,stek,2.57,
dé-mor-dre,démordre,de-moR-dR°,2.57,
a-ffai-bli,affaibli,a-fe-bli,2.57,
vi-ei-llot,vieillot,vi-e-jo,2.57,
fau-ci-lle,faucille,fo-si-j°,2.57,
dé-bu-tant,débutant,de-by-t@,2.57,
in-ha-bi-té,inhabité,in-a-bi-te,2.57,
a-per-çu,aperçu,a-peR-sy,2.57,
mo-men-ta-né,momentané,mo-m@-ta-ne,2.57,
ma-qui-gnon,maquignon,ma-ki-N&,2.57,
cho-pe,chope,So-p°,2.57,
pi-per,piper,pi-pe,2.57,
ré-fé-ren-dum,référendum,Re-fe-R5-dom,2.57,
bou-geoir,bougeoir,bu-ZwaR,2.57,
floc,floc,flok,2.57,
rou-er,rouer,Ru-e,2.57,
ca-sa,casa,ka-za,2.57,
dé-gau-chir,dégauchir,de-go-SiR,2.57,
glo-bal,global,glo-bal,2.57,
dé-ce-mment,décemment,de-sa-m@,2.57,
da-mier,damier,da-mje,2.57,
vri-lle,vrille,vRi-j°,2.57,
da-da,dada,da-da,2.57,
de-vers,devers,d°-veR,2.57,
fla-mmè-che,flammèche,fla-me-S°,2.57,
dé-ta-illé,détaillé,de-ta-je,2.57,
sau-ve-gar-de,sauvegarde,so-v°-gaR-d°,2.57,
foe-tus,foetus,fe-tys,2.57,
dî-neur,dîneur,di-n2R,2.57,
é-co-per,écoper,e-ko-pe,2.57,
co-ria-ce,coriace,ko-Rja-s°,2.57,
vi-cai-re,vicaire,vi-ke-R°,2.57,
four-vo-yer,fourvoyer,fuR-vwa-je,2.57,
gi-sant,gisant,Zi-z@,2.57,
ci-tron,citron,si-tR&,2.57,
é-ma-cié,émacié,e-ma-sje,2.57,
frac-tu-re,fracture,fRak-ty-R°,2.57,
or-chi-dée,orchidée,oR-ki-de,2.57,
té-lé-vi-sé,télévisé,te-le-vi-ze,2.57,
glu,glu,gly,2.57,
fi-gu-ra-tion,figuration,fi-gy-Ra-sj&,2.57,
ma-na-ger,manager,ma-na-dZ2R,2.57,
plas-tron,plastron,plas-tR&,2.57,
co-mmer-çant,commerçant,ko-meR-s@,2.57,
ro-deur,rodeur,Ro-d2R,2.57,
fra-ca-ssé,fracassé,fRa-ka-se,2.57,
roi-de,roide,Rwa-d°,2.57,
bri-quer,briquer,bRi-ke,2.57,
e-ffa-rant,effarant,e-fa-R@,2.57,
a-thlé-ti-que,athlétique,a-tle-ti-k°,2.57,
dé-ser-ti-que,désertique,de-zeR-ti-k°,2.57,
vou-loir,vouloir,vu-lwaR,2.57,
es-thè-te,esthète,es-te-t°,2.57,
ca-nner,canner,ka-ne,2.57,
di-ssou-te,dissoute,di-su-t°,2.57,
é-qui-li-bré,équilibré,e-ki-li-bRe,2.57,
cha-o-ti-que,chaotique,ka-o-ti-k°,2.57,
dé-pe-cer,dépecer,de-p°-se,2.57,
chau-ssé,chaussé,So-se,2.57,
mer-deux,merdeux,meR-d2,2.57,
in-do-len-ce,indolence,5-do-l@-s°,2.57,
dou-cher,doucher,du-Se,2.57,
cro-ttin,crottin,kRo-t5,2.57,
hé-ri-sson,hérisson,e-Ri-s&,2.57,
go-gues,gogues,go-g°,2.57,
tru-che-ment,truchement,tRy-S°-m@,2.57,
sou-ille,souille,su-j°,2.57,
es-pio-nna-ge,espionnage,es-pjo-na-Z°,2.57,
po-po-te,popote,po-po-t°,2.57,
lou-koum,loukoum,lu-kum,2.57,
o-do-rat,odorat,o-do-Ra,2.57,
in-fi-ni-té,infinité,5-fi-ni-te,2.57,
groom,groom,gRum,2.57,
mu-ti-la-tion,mutilation,my-ti-la-sj&,2.57,
pa-ra-bo-le,parabole,pa-Ra-bo-l°,2.57,
ré-gli-sse,réglisse,Re-gli-s°,2.57,
her-se,herse,eR-s°,2.57,
im-pen-sa-ble,impensable,5-p@-sa-bl°,2.57,
ta-lo-nner,talonner,ta-lo-ne,2.57,
taie,taie,te,2.57,
breu-va-ge,breuvage,bR2-va-Z°,2.57,
re-paî-tre,repaître,R°-pe-tR°,2.57,
dia-lec-te,dialecte,dja-lek-t°,2.57,
re-pou-ssant,repoussant,R°-pu-s@,2.57,
ve-ssie,vessie,ve-si,2.57,
pré-ven-tion,prévention,pRe-v@-sj&,2.57,
vi-sée,visée,vi-ze,2.57,
a-ffo-lant,affolant,a-fo-l@,2.57,
pré-la-sser,prélasser,pRe-la-se,2.57,
pru-nier,prunier,pRy-nje,2.57,
sa-va-ne,savane,sa-va-n°,2.57,
bou-gnat,bougnat,bu-Na,2.57,
do-mi-ni-cain,dominicain,do-mi-ni-k5,2.57,
bé-guin,béguin,be-g5,2.57,
tra-ver-sin,traversin,tRa-veR-s5,2.57,
tou-lou-sain,toulousain,tu-lu-z5,2.57,
fa-mé-li-que,famélique,fa-me-li-k°,2.57,
tra-ves-tir,travestir,tRa-ves-tiR,2.57,
in-fi-dé-li-té,infidélité,5-fi-de-li-te,2.57,
cra-que-lé,craquelé,kRa-k°-le,2.57,
mo-llir,mollir,mo-liR,2.57,
va-li-dé,validé,va-li-de,2.57,
a-bo-li,aboli,a-bo-li,2.57,
ren-fro-gner,renfrogner,R@-fRo-Ne,2.57,
stè-le,stèle,ste-l°,2.57,
cha-mois,chamois,Sa-mwa,2.57,
no-ti-ce,notice,no-ti-s°,2.57,
in-for-tu-né,infortuné,5-foR-ty-ne,2.57,
mi-rer,mirer,mi-Re,2.57,
an-gi-ne,angine,@-Zi-n°,2.57,
domp-teur,dompteur,d&p-t2R,2.57,
pro-me-tteur,prometteur,pRo-me-t2R,2.57,
ta-ba-tiè-re,tabatière,ta-ba-tje-R°,2.57,
ha-lé,halé,a-le,2.57,
ar-ti-chaut,artichaut,aR-ti-So,2.57,
mi-ni-mi-ser,minimiser,mi-ni-mi-ze,2.57,
an-chois,anchois,@-Swa,2.57,
cre-va-sser,crevasser,kR°-va-se,2.57,
vo-la-ti-le,volatile,vo-la-ti-l°,2.57,
mo-no-cor-de,monocorde,mo-no-koR-d°,2.57,
ba-llast,ballast,ba-last,2.57,
ci-sa-iller,cisailler,si-za-je,2.57,
gra-vé,gravé,gRa-ve,2.57,
bail,bail,baj,2.57,
ra-vi-ner,raviner,Ra-vi-ne,2.57,
frê-ne,frêne,fRe-n°,2.5,
ca-me-lot,camelot,ka-m°-lo,2.5,
ul-cè-re,ulcère,yl-se-R°,2.5,
im-pact,impact,5-pakt,2.5,
a-nis,anis,a-nis,2.5,
au-ver-gnat,auvergnat,o-veR-Na,2.5,
chau-vin,chauvin,So-v5,2.5,
che-mi-not,cheminot,S°-mi-no,2.5,
gan-té,ganté,g@-te,2.5,
om-brer,ombrer,&-bRe,2.5,
fu-si-llé,fusillé,fy-zi-je,2.5,
mau-dit,maudit,mo-di,2.5,
gé-ni-teur,géniteur,Ze-ni-t2R,2.5,
dé-ri-der,dérider,de-Ri-de,2.5,
dé-ran-gé,dérangé,de-R@-Ze,2.5,
po-lai-re,polaire,po-le-R°,2.5,
dé-ca-rra-de,décarrade,de-ka-Ra-d°,2.5,
da-ron,daron,da-R&,2.5,
er-mi-te,ermite,eR-mi-t°,2.5,
fiel,fiel,fjel,2.5,
a-no-nner,anonner,a-no-ne,2.5,
tom-be-reau,tombereau,t&-b°-Ro,2.5,
men-su-el,mensuel,m@-sy-el,2.5,
ri-sée,risée,Ri-ze,2.5,
pré-ve-nan-ce,prévenance,pRe-v°-n@-s°,2.5,
do-do,dodo,do-do,2.5,
gau-che-rie,gaucherie,go-S°-Ri,2.5,
en-tra-ve,entrave,@-tRa-v°,2.5,
com-plo-ter,comploter,k&-plo-te,2.5,
la-scif,lascif,la-sif,2.5,
bi-llot,billot,bi-jo,2.5,
ré-no-ver,rénover,Re-no-ve,2.5,
ex-pan-sion,expansion,eks-p@-sj&,2.5,
veu-le-rie,veulerie,v2-l°-Ri,2.5,
la-tri-ne,latrine,la-tRi-n°,2.5,
ter-tre,tertre,teR-tR°,2.5,
scout,scout,skut,2.5,
res-tau,restau,Res-to,2.5,
in-di-ca-teur,indicateur,5-di-ka-t2R,2.5,
cha-tai-gne,chataigne,Sa-te-N°,2.5,
bo-sse-lé,bosselé,bo-s°-le,2.5,
te-rro-ris-te,terroriste,te-Ro-Ris-t°,2.5,
a-bri-cot,abricot,a-bRi-ko,2.5,
su-ré-le-ver,surélever,sy-Re-l°-ve,2.5,
mus-cler,muscler,mys-kle,2.5,
gui,gui,gi,2.5,
per-spi-ca-ce,perspicace,peR-spi-ka-s°,2.5,
lé-ga-li-té,légalité,le-ga-li-te,2.5,
mo-ri-bond,moribond,mo-Ri-b&,2.5,
per-su-a-sif,persuasif,peR-sy-a-zif,2.5,
en-che-vê-tré,enchevêtré,@-S°-ve-tRe,2.5,
rhi-no-cé-ros,rhinocéros,Ri-no-se-Ros,2.5,
chou-ra-ver,chouraver,Su-Ra-ve,2.5,
gau-le,gaule,go-l°,2.5,
ra-teau,rateau,Ra-to,2.5,
ar-cher,archer,aR-Se,2.5,
che-vron,chevron,S°-vR&,2.5,
cou-su,cousu,ku-zy,2.5,
ab-so-lu-tion,absolution,ab-so-ly-sj&,2.5,
dy-na-mi-te,dynamite,di-na-mi-t°,2.5,
ar-cha-ï-que,archaïque,aR-ka-i-k°,2.5,
na-sal,nasal,na-zal,2.5,
pres-te,preste,pRes-t°,2.5,
dé-bus-quer,débusquer,de-bys-ke,2.5,
ai-gui-llon,aiguillon,e-g8i-j&,2.5,
ren-du,rendu,R@-dy,2.5,
mor-fon-dre,morfondre,moR-f&-dR°,2.5,
va-ni-teux,vaniteux,va-ni-t2,2.5,
ha-ra-ssé,harassé,a-Ra-se,2.5,
con-trit,contrit,k&-tRi,2.5,
né-vro-se,névrose,ne-vRo-z°,2.5,
ci-go-gne,cigogne,si-go-N°,2.5,
dah-lia,dahlia,da-lja,2.5,
sa-lu-tai-re,salutaire,sa-ly-te-R°,2.5,
pro-fa-ner,profaner,pRo-fa-ne,2.5,
cha-lou-pe,chaloupe,Sa-lu-p°,2.5,
mu-e-tte,muette,my-e-t°,2.5,
en-nei-gé,enneigé,@-ne-Ze,2.5,
lo-que-du,loquedu,lo-k°-dy,2.5,
é-cha-ppée,échappée,e-Sa-pe,2.5,
shoot,shoot,Sut,2.5,
dé-so-rien-té,désorienté,de-zo-Rj@-te,2.5,
e-sso-rer,essorer,e-so-Re,2.5,
li-sé-ré,liséré,li-ze-Re,2.5,
dé-so-lant,désolant,de-zo-l@,2.5,
cu-re-ton,cureton,ky-R°-t&,2.5,
mo-ca-ssin,mocassin,mo-ka-s5,2.5,
é-clai-reur,éclaireur,e-kle-R2R,2.5,
ca-ta-lo-guer,cataloguer,ka-ta-lo-ge,2.5,
pro-vi-den-ce,providence,pRo-vi-d@-s°,2.5,
joug,joug,Zu,2.5,
nor-ma-le,normale,noR-ma-l°,2.5,
so-le,sole,so-l°,2.5,
i-ro-ni-ser,ironiser,i-Ro-ni-ze,2.5,
boss,boss,bos,2.5,
ca-pe-li-ne,capeline,ka-p°-li-n°,2.5,
co-mè-te,comète,ko-me-t°,2.5,
é-cha-ppé,échappé,e-Sa-pe,2.5,
ca-rrou-sel,carrousel,ka-Ru-sel,2.5,
pi-lo-ri,pilori,pi-lo-Ri,2.5,
car-bo-ni-ser,carboniser,kaR-bo-ni-ze,2.5,
brou-ille,brouille,bRu-j°,2.5,
cour-bu-re,courbure,kuR-by-R°,2.5,
beu-rré,beurré,b2-Re,2.5,
a-be-rrant,aberrant,a-be-R@,2.5,
cour-ti-ser,courtiser,kuR-ti-ze,2.5,
ba-rre-tte,barrette,ba-Re-t°,2.5,
su-bo-do-rer,subodorer,sy-bo-do-Re,2.5,
pas-tè-que,pastèque,pas-te-k°,2.5,
ten-ta-cu-le,tentacule,t@-ta-ky-l°,2.5,
ju-gé,jugé,Zy-Ze,2.5,
ju-ri-di-que,juridique,Zy-Ri-di-k°,2.5,
ci-reux,cireux,si-R2,2.5,
dé-né-ga-tion,dénégation,de-ne-ga-sj&,2.5,
nim-ber,nimber,n5-be,2.5,
cham-bre-tte,chambrette,S@-bRe-t°,2.5,
o-va-tion,ovation,o-va-sj&,2.5,
é-pi-que,épique,e-pi-k°,2.5,
é-ruc-ter,éructer,e-Ryk-te,2.5,
dé-cam-per,décamper,de-k@-pe,2.5,
plan-che-tte,planchette,pl@-Se-t°,2.5,
cour-ser,courser,kuR-se,2.5,
char-pie,charpie,SaR-pi,2.5,
gra-ci-le,gracile,gRa-si-l°,2.5,
es-pa-cé,espacé,es-pa-se,2.5,
ba-sa-né,basané,ba-za-ne,2.5,
ty-ra-nnie,tyrannie,ti-Ra-ni,2.5,
mé-dian,médian,me-dj@,2.5,
sé-vi-ces,sévices,se-vi-s°,2.5,
ga-lan-te-rie,galanterie,ga-l@-t°-Ri,2.5,
cam-bu-se,cambuse,k@-by-z°,2.5,
a-tro-ci-té,atrocité,a-tRo-si-te,2.5,
du-o,duo,dy-o,2.5,
e-ffa-rou-ché,effarouché,e-fa-Ru-Se,2.5,
mi-nus,minus,mi-nys,2.5,
moe-llon,moellon,mwa-l&,2.5,
ré-jou-i,réjoui,Re-Zu-i,2.43,
ré-si-né,résiné,Re-zi-ne,2.43,
an-ti-po-de,antipode,@-ti-po-d°,2.43,
ce-llo-pha-ne,cellophane,se-lo-fa-n°,2.43,
ré-in-ven-ter,réinventer,Re-5-v@-te,2.43,
cla-ve-cin,clavecin,kla-v°-s5,2.43,
sa-na,sana,sa-na,2.43,
ci-vet,civet,si-ve,2.43,
en-clen-cher,enclencher,@-kl@-Se,2.43,
fleu-ret,fleuret,fl2-Re,2.43,
lo-qua-ce,loquace,lo-ka-s°,2.43,
sub-ver-sif,subversif,syb-veR-sif,2.43,
ri-lle-ttes,rillettes,Ri-je-t°,2.43,
dé-ban-der,débander,de-b@-de,2.43,
su-ant,suant,sy-@,2.43,
pou-sse-tte,poussette,pu-se-t°,2.43,
clé-men-ce,clémence,kle-m@-s°,2.43,
ci-men-ter,cimenter,si-m@-te,2.43,
hyè-ne,hyène,je-n°,2.43,
dé-ce-nnie,décennie,de-se-ni,2.43,
ga-rrot,garrot,ga-Ro,2.43,
con-su-lat,consulat,k&-sy-la,2.43,
ba-lan-cé,balancé,ba-l@-se,2.43,
im-ba-tta-ble,imbattable,5-ba-ta-bl°,2.43,
fla-mand,flamand,fla-m@,2.43,
li-bé-ra-teur,libérateur,li-be-Ra-t2R,2.43,
sa-la-dier,saladier,sa-la-dje,2.43,
lus-trer,lustrer,lys-tRe,2.43,
dor-lo-ter,dorloter,doR-lo-te,2.43,
en-du-ran-ce,endurance,@-dy-R@-s°,2.43,
dé-guer-pir,déguerpir,de-geR-piR,2.43,
pa-pe-lard,papelard,pa-p°-laR,2.43,
im-promp-tu,impromptu,5-pR&p-ty,2.43,
é-tron,étron,e-tR&,2.43,
dé-ser-tion,désertion,de-zeR-sj&,2.43,
om-breux,ombreux,&-bR2,2.43,
ci-se-lé,ciselé,si-z°-le,2.43,
re-nai-ssant,renaissant,R°-ne-s@,2.43,
tim-ba-le,timbale,t5-ba-l°,2.43,
fou-i-ne,fouine,fu-i-n°,2.43,
po-li-ti-cien,politicien,po-li-ti-sj5,2.43,
feu-illu,feuillu,f2-jy,2.43,
ca-drer,cadrer,ka-dRe,2.43,
ca-de-nas,cadenas,ka-d°-na,2.43,
dé-men-ce,démence,de-m@-s°,2.43,
a-cé-ré,acéré,a-se-Re,2.43,
pon-cer,poncer,p&-se,2.43,
sta-lle,stalle,sta-l°,2.43,
né-go-ciant,négociant,ne-go-sj@,2.43,
re-ti-ré,retiré,R°-ti-Re,2.43,
li-qué-fier,liquéfier,li-ke-fje,2.43,
no-ya-de,noyade,nwa-ja-d°,2.43,
vé-té-ran,vétéran,ve-te-R@,2.43,
con-fit,confit,k&-fi,2.43,
co-lla-bo,collabo,ko-la-bo,2.43,
in-fa-mant,infamant,5-fa-m@,2.43,
fou-i-ner,fouiner,fu-i-ne,2.43,
pou-la-ga,poulaga,pu-la-ga,2.43,
tes-ter,tester,tes-te,2.43,
fré-quen-ce,fréquence,fRe-k@-s°,2.43,
bon-bo-nne,bonbonne,b&-bo-n°,2.43,
te-sson,tesson,te-s&,2.43,
du-ra-ille,duraille,dy-Ra-j°,2.43,
va-seux,vaseux,va-z2,2.43,
tro-pi-que,tropique,tRo-pi-k°,2.43,
gour-me-tte,gourmette,guR-me-t°,2.43,
frus-tré,frustré,fRys-tRe,2.43,
re-nom,renom,R°-n&,2.43,
a-gra-fe,agrafe,a-gRa-f°,2.43,
e-ffi-ler,effiler,e-fi-le,2.43,
frui-tier,fruitier,fR8i-tje,2.43,
pa-tro-na-ge,patronage,pa-tRo-na-Z°,2.43,
fla-ne-rie,flanerie,fla-n°-Ri,2.43,
gym-na-se,gymnase,Zim-na-z°,2.43,
tru-e-lle,truelle,tRy-e-l°,2.43,
grou-pé,groupé,gRu-pe,2.43,
tran-sir,transir,tR@-ziR,2.43,
mé-ri-dio-nal,méridional,me-Ri-djo-nal,2.43,
guin-dé,guindé,g5-de,2.43,
vio-lo-nis-te,violoniste,vjo-lo-nis-t°,2.43,
cou-lé,coulé,ku-le,2.43,
claie,claie,kle,2.43,
co-co-tier,cocotier,ko-ko-tje,2.43,
ni-ppe,nippe,ni-p°,2.43,
cour-ti-ne,courtine,kuR-ti-n°,2.43,
mo-ti-ver,motiver,mo-ti-ve,2.43,
gui-mau-ve,guimauve,gi-mo-v°,2.43,
mou-che-ron,moucheron,mu-S°-R&,2.43,
bai-se,baise,be-z°,2.43,
co-ran,coran,ko-R@,2.43,
cho-lé-ra,choléra,ko-le-Ra,2.43,
na-rra-tion,narration,na-Ra-sj&,2.43,
fu-seau,fuseau,fy-zo,2.43,
ga-ze-tte,gazette,ga-ze-t°,2.43,
ra-meur,rameur,Ra-m2R,2.43,
qui-gnon,quignon,ki-N&,2.43,
to-po,topo,to-po,2.43,
fraî-chir,fraîchir,fRe-SiR,2.43,
é-cha-faud,échafaud,e-Sa-fo,2.43,
sou-piè-re,soupière,su-pje-R°,2.43,
ba-ttoir,battoir,ba-twaR,2.43,
mor-veux,morveux,moR-v2,2.43,
ca-oua,caoua,ka-wa,2.43,
ra-re-té,rareté,Ra-R°-te,2.43,
a-cco-ter,accoter,a-ko-te,2.43,
sou-ler,souler,su-le,2.43,
ra-meu-ter,rameuter,Ra-m2-te,2.43,
to-re-ro,torero,to-Re-Ro,2.43,
dro-gué,drogué,dRo-ge,2.43,
ver-do-yant,verdoyant,veR-dwa-j@,2.43,
scan-di-na-ve,scandinave,sk@-di-na-v°,2.43,
mou-fle-tte,mouflette,mu-fle-t°,2.43,
hou-ppe-tte,houppette,u-pe-t°,2.43,
te-nan-cier,tenancier,t°-n@-sje,2.43,
fi-gu-ri-ne,figurine,fi-gy-Ri-n°,2.43,
can-ta-tri-ce,cantatrice,k@-ta-tRi-s°,2.43,
bi-no-clard,binoclard,bi-no-klaR,2.43,
cré-cher,crécher,kRe-Se,2.43,
in-cen-dié,incendié,5-s@-dje,2.43,
e-xas-pé-rant,exaspérant,e-gzas-pe-R@,2.43,
in-com-plet,incomplet,5-k&-ple,2.43,
la-co-ni-que,laconique,la-ko-ni-k°,2.43,
plin-the,plinthe,pl5-t°,2.43,
ma-ca-ro-ni,macaroni,ma-ka-Ro-ni,2.43,
flo-tte-ment,flottement,flo-t°-m@,2.43,
ca-ddie,caddie,ka-di,2.43,
dé-ca-che-ter,décacheter,de-ka-S°-te,2.43,
pa-ro-die,parodie,pa-Ro-di,2.43,
dé-glin-gué,déglingué,de-gl5-ge,2.43,
fleg-me,flegme,fleg-m°,2.43,
ro-gne,rogne,Ro-N°,2.43,
la-bou-reur,laboureur,la-bu-R2R,2.43,
gei-gnard,geignard,Ze-NaR,2.43,
dé-po-si-tion,déposition,de-po-zi-sj&,2.43,
chu-cho-tis,chuchotis,Sy-So-ti,2.43,
lai-tue,laitue,le-ty,2.43,
bis-co-tte,biscotte,bis-ko-t°,2.43,
ki-mo-no,kimono,ki-mo-no,2.43,
ma-gni-fier,magnifier,ma-Ni-fje,2.43,
hui-tiè-me,huitième,8i-tje-m°,2.43,
lai-tier,laitier,le-tje,2.43,
ty-ra-nni-que,tyrannique,ti-Ra-ni-k°,2.43,
tu-te-lle,tutelle,ty-te-l°,2.43,
ro-sser,rosser,Ro-se,2.43,
te-na-ille,tenaille,t°-na-j°,2.43,
fies-ta,fiesta,fjes-ta,2.43,
co-que-lu-che,coqueluche,ko-k°-ly-S°,2.43,
cou-illon,couillon,ku-j&,2.36,
ar-quer,arquer,aR-ke,2.36,
ré-fu-gié,réfugié,Re-fy-Zje,2.36,
en-té-né-brer,enténébrer,@-te-ne-bRe,2.36,
dé-lié,délié,de-lje,2.36,
sa-ta-né,satané,sa-ta-ne,2.36,
bio-lo-gi-que,biologique,bjo-lo-Zi-k°,2.36,
ren-fro-gné,renfrogné,R@-fRo-Ne,2.36,
ul-té-rieur,ultérieur,yl-te-Rj2R,2.36,
dé-gor-ger,dégorger,de-goR-Ze,2.36,
fé-dé-ra-tion,fédération,fe-de-Ra-sj&,2.36,
mo-du-la-tion,modulation,mo-dy-la-sj&,2.36,
re-ba-tir,rebatir,R°-ba-tiR,2.36,
la-per,laper,la-pe,2.36,
mo-dé-ré-ment,modérément,mo-de-Re-m@,2.36,
lou-ve-teau,louveteau,lu-v°-to,2.36,
ra-quer,raquer,Ra-ke,2.36,
a-ge-nou-illé,agenouillé,a-Z°-nu-je,2.36,
tour-no-yant,tournoyant,tuR-nwa-j@,2.36,
cou-li-sser,coulisser,ku-li-se,2.36,
gi-rou-e-tte,girouette,Zi-Ru-e-t°,2.36,
é-bou-le-ment,éboulement,e-bu-l°-m@,2.36,
la-quais,laquais,la-ke,2.36,
tur-pi-tu-de,turpitude,tyR-pi-ty-d°,2.36,
con-trac-té,contracté,k&-tRak-te,2.36,
fé-bri-li-té,fébrilité,fe-bRi-li-te,2.36,
é-troi-te-sse,étroitesse,e-tRwa-te-s°,2.36,
a-sser-vir,asservir,a-seR-viR,2.36,
re-mu-gle,remugle,R°-my-gl°,2.36,
blo-cus,blocus,blo-kys,2.36,
re-tom-bée,retombée,R°-t&-be,2.36,
sa-lu-ta-tion,salutation,sa-ly-ta-sj&,2.36,
truie,truie,tR8i,2.36,
em-mé-na-ger,emménager,@-me-na-Ze,2.36,
con-çu,conçu,k&-sy,2.36,
en-ro-ber,enrober,@-Ro-be,2.36,
es-clan-dre,esclandre,es-kl@-dR°,2.36,
es-tour-bir,estourbir,es-tuR-biR,2.36,
mo-dé-ra-tion,modération,mo-de-Ra-sj&,2.36,
ex-press,express,eks-pRes,2.36,
frou-sse,frousse,fRu-s°,2.36,
gou-tter,goutter,gu-te,2.36,
bo-sse-ler,bosseler,bo-s°-le,2.36,
mi-nu-te-rie,minuterie,mi-ny-t°-Ri,2.36,
vau-rien,vaurien,vo-Rj5,2.36,
em-pa-que-ter,empaqueter,@-pa-k°-te,2.36,
va-leu-reux,valeureux,va-l2-R2,2.36,
min-ceur,minceur,m5-s2R,2.36,
re-le-vé,relevé,R°-l°-ve,2.36,
dé-mo-li-tion,démolition,de-mo-li-sj&,2.36,
cal-va,calva,kal-va,2.36,
lin-got,lingot,l5-go,2.36,
qué-que-tte,quéquette,ke-ke-t°,2.36,
geo-le,geole,Zo-l°,2.36,
sja-mois,siamois,sja-mwa,2.36,
ri-bam-be-lle,ribambelle,Ri-b@-be-l°,2.36,
re-cra-cher,recracher,R°-kRa-Se,2.36,
si-by-llin,sibyllin,si-bi-l5,2.36,
se-vrer,sevrer,s°-vRe,2.36,
sei-gle,seigle,se-gl°,2.36,
jou-fflu,joufflu,Zu-fly,2.36,
bron-chi-te,bronchite,bR&-Si-t°,2.36,
tu-mé-fié,tuméfié,ty-me-fje,2.36,
tu-teur,tuteur,ty-t2R,2.36,
do-lent,dolent,do-l@,2.36,
fric-tion,friction,fRik-sj&,2.36,
man-di-bu-le,mandibule,m@-di-by-l°,2.36,
dé-jec-tion,déjection,de-Zek-sj&,2.36,
fac,fac,fak,2.36,
mar-chant,marchant,maR-S@,2.36,
cor-nei-lle,corneille,koR-ne-j°,2.36,
lo-riot,loriot,lo-Rjo,2.36,
blu-ffer,bluffer,bl2-fe,2.36,
ma-lai-sé,malaisé,ma-le-ze,2.36,
rem-bou-rrer,rembourrer,R@-bu-Re,2.36,
a-gra-fer,agrafer,a-gRa-fe,2.36,
mar-mot,marmot,maR-mo,2.36,
rem-bru-nir,rembrunir,R@-bRy-niR,2.36,
