word,ortho,pron,freq,
ar-qué,arqué,aR-ke,2.97,
fi-chier,fichier,fi-Sje,2.91,
ble-ssant,blessant,ble-s@,2.91,
sour-nois,sournois,suR-nwa,2.91,
pré-lu-de,prélude,pRe-ly-d°,2.91,
ra-bo-ter,raboter,Ra-bo-te,2.91,
cou-lant,coulant,ku-l@,2.91,
lar-mo-yant,larmoyant,laR-mwa-j@,2.91,
as-phy-xier,asphyxier,as-fi-ksje,2.91,
em-preint,empreint,@-pR5,2.91,
la-ti-tu-de,latitude,la-ti-ty-d°,2.91,
né-nu-phar,nénuphar,ne-ny-faR,2.91,
in-sur-gé,insurgé,5-syR-Ze,2.91,
su-ren-chè-re,surenchère,sy-R@-Se-R°,2.91,
ve-neur,veneur,v°-n2R,2.91,
cou-rre,courre,ku-R°,2.91,
no-vi-ce,novice,no-vi-s°,2.91,
ja-que-tte,jaquette,Za-ke-t°,2.91,
ré-cri-er,récrier,Re-kRi-e,2.91,
mi-ché,miché,mi-Se,2.91,
ca-na-dien,canadien,ka-na-dj5,2.91,
ga-te-rie,gaterie,ga-t°-Ri,2.91,
plan-ton,planton,pl@-t&,2.91,
gla-ciè-re,glacière,gla-sje-R°,2.91,
ca-iller,cailler,ka-je,2.91,
thé-iè-re,théière,te-je-R°,2.91,
a-ssoi-ffer,assoiffer,a-swa-fe,2.91,
four-mi-lier,fourmilier,fuR-mi-lje,2.91,
cou-leu-vre,couleuvre,ku-l2-vR°,2.91,
tor-sa-de,torsade,toR-sa-d°,2.91,
re-bours,rebours,R°-buR,2.91,
a-dop-tion,adoption,a-dop-sj&,2.91,
bou-gon,bougon,bu-g&,2.91,
vi-lla-geois,villageois,vi-la-Zwa,2.91,
cer-ti-fier,certifier,seR-ti-fje,2.91,
é-char-de,écharde,e-SaR-d°,2.91,
ti-quer,tiquer,ti-ke,2.91,
a-ssi-du,assidu,a-si-dy,2.91,
pu-llu-ler,pulluler,py-ly-le,2.91,
te-rrier,terrier,te-Rje,2.91,
pré-cep-teur,précepteur,pRe-sep-t2R,2.91,
tu-li-pe,tulipe,ty-li-p°,2.91,
mé-mo-ran-dum,mémorandum,me-mo-R@-dom,2.91,
quo-li-bet,quolibet,ko-li-be,2.91,
lou-vet,louvet,lu-ve,2.91,
ins-truc-tif,instructif,5s-tRyk-tif,2.91,
en-quê-ter,enquêter,@-ke-te,2.91,
mar-me-la-de,marmelade,maR-m°-la-d°,2.91,
sou-illu-re,souillure,su-jy-R°,2.91,
ba-ro-mè-tre,baromètre,ba-Ro-me-tR°,2.91,
tor-pé-do,torpédo,toR-pe-do,2.91,
ab-sin-the,absinthe,ab-s5-t°,2.91,
fri-a-ble,friable,fRi-a-bl°,2.91,
in-do-lent,indolent,5-do-l@,2.91,
cou-ché,couché,ku-Se,2.91,
a-tti-ran-ce,attirance,a-ti-R@-s°,2.91,
bo-nni-che,bonniche,bo-ni-S°,2.91,
pa-que-ta-ge,paquetage,pa-k°-ta-Z°,2.91,
hic,hic,ik,2.91,
tré-fonds,tréfonds,tRe-f&,2.91,
a-gen-cer,agencer,a-Z@-se,2.91,
a-rri-mer,arrimer,a-Ri-me,2.91,
fa-tras,fatras,fa-tRa,2.91,
ar-ma-tu-re,armature,aR-ma-ty-R°,2.91,
gour-bi,gourbi,guR-bi,2.91,
di-ffor-me,difforme,di-foR-m°,2.91,
nou-rri-cier,nourricier,nu-Ri-sje,2.91,
hi-ppi-que,hippique,i-pi-k°,2.91,
dia-pha-ne,diaphane,dja-fa-n°,2.91,
au-to-no-me,autonome,o-to-no-m°,2.91,
sté-ri-li-té,stérilité,ste-Ri-li-te,2.91,
dis-cor-dant,discordant,dis-koR-d@,2.91,
do-ser,doser,do-ze,2.91,
lé-ga-tion,légation,le-ga-sj&,2.91,
cru-cial,crucial,kRy-sjal,2.91,
ca-na-ille,canaille,ka-na-j°,2.91,
cons-ti-tu-é,constitué,k&s-ti-ty-e,2.91,
ré-vé-la-teur,révélateur,Re-ve-la-t2R,2.91,
mor-fler,morfler,moR-fle,2.91,
a-ffec-tif,affectif,a-fek-tif,2.91,
co-lo,colo,ko-lo,2.91,
your-te,yourte,juR-t°,2.91,
pa-ti-ne,patine,pa-ti-n°,2.91,
go-é-land,goéland,go-e-l@,2.91,
cor-set,corset,koR-se,2.91,
bri-ma-de,brimade,bRi-ma-d°,2.91,
ré-ci-ta-tion,récitation,Re-si-ta-sj&,2.91,
chan-vre,chanvre,S@-vR°,2.91,
di-li-gen-ce,diligence,di-li-Z@-s°,2.91,
pla-qué,plaqué,pla-ke,2.91,
bé-bê-te,bébête,be-be-t°,2.91,
ta-rin,tarin,ta-R5,2.91,
ci-trou-ille,citrouille,si-tRu-j,2.91,
vé-gé-ter,végéter,ve-Ze-te,2.91,
bey,bey,be,2.91,
im-per,imper,5-peR,2.91,
mau-res-que,mauresque,mo-Res-k°,2.91,
dé-chau-sser,déchausser,de-So-se,2.91,
al-tier,altier,al-tje,2.91,
fan,fan,fan,2.91,
ro-cker,rocker,Ro-k2R,2.91,
leu-rre,leurre,l2-R°,2.91,
j,j,Z,2.91,
pio-cher,piocher,pjo-Se,2.91,
mon-ta-ge,montage,m&-ta-Z°,2.91,
mi-mo-sa,mimosa,mi-mo-za,2.91,
dé-bou-cler,déboucler,de-bu-kle,2.91,
ron-geur,rongeur,R&-Z2R,2.91,
em-pi-rer,empirer,@-pi-Re,2.91,
em-pi-ffrer,empiffrer,@-pi-fRe,2.91,
klee-nex,kleenex,kli-neks,2.91,
in-cu-ra-ble,incurable,5-ky-Ra-bl°,2.84,
gran-de-ment,grandement,gR@-d°-m@,2.84,
in-vec-ti-ve,invective,5-vek-ti-v°,2.84,
ca-sa-que,casaque,ka-za-k°,2.84,
hau-te,haute,o-t°,2.84,
o-pé-ra-teur,opérateur,o-pe-Ra-t2R,2.84,
dé-sho-nneur,déshonneur,de-zo-n2R,2.84,
mar-xis-te,marxiste,maR-ksis-t°,2.84,
lo-ca-li-ser,localiser,lo-ka-li-ze,2.84,
on-do-yer,ondoyer,&-dwa-je,2.84,
é-clo-re,éclore,e-klo-R°,2.84,
bof,bof,bof,2.84,
fon-du,fondu,f&-dy,2.84,
é-chi-quier,échiquier,e-Si-kje,2.84,
zi-zi,zizi,zi-zi,2.84,
bo-ca-ge,bocage,bo-ka-Z°,2.84,
pro-fa-ne,profane,pRo-fa-n°,2.84,
om-bra-geux,ombrageux,&-bRa-Z2,2.84,
tei-gneux,teigneux,te-N2,2.84,
li-ving,living,li-ving,2.84,
in-ter-mè-de,intermède,5-teR-me-d°,2.84,
mar-ne,marne,maR-n°,2.84,
é-ma-iller,émailler,e-ma-je,2.84,
bo-xer,boxer,bo-kse,2.84,
mé-pri-sa-ble,méprisable,me-pRi-za-bl°,2.84,
gour-din,gourdin,guR-d5,2.84,
fri-vo-li-té,frivolité,fRi-vo-li-te,2.84,
dé-vas-té,dévasté,de-vas-te,2.84,
pour-tour,pourtour,puR-tuR,2.84,
di-ffé-rents,différents,di-fe-R@,2.84,
i-na-vou-a-ble,inavouable,i-na-vu-a-bl°,2.84,
com-pas,compas,k&-pa,2.84,
é-qua-tion,équation,e-kwa-sj&,2.84,
a-dep-te,adepte,a-dep-t°,2.84,
poi-reau,poireau,pwa-Ro,2.84,
se-mis,semis,s°-mi,2.84,
dje-bel,djebel,dZe-bel,2.84,
a-ve-nant,avenant,a-v°-n@,2.84,
ca-la-mi-té,calamité,ka-la-mi-te,2.84,
te-rri-fié,terrifié,te-Ri-fje,2.84,
cre-do,credo,kRe-do,2.84,
in-fes-ter,infester,5-fes-te,2.84,
raid,raid,Red,2.84,
ram-pant,rampant,R@-p@,2.84,
ca-illot,caillot,ka-jo,2.84,
con-cu-bin,concubin,k&-ky-b5,2.84,
co-ca-sse,cocasse,ko-ka-s°,2.84,
chi-ant,chiant,Si-@,2.84,
sen-tant,sentant,s@-t@,2.84,
en-tor-se,entorse,@-toR-s°,2.84,
va-gue-le-tte,vaguelette,va-g°-le-t°,2.84,
ma-ssue,massue,ma-sy,2.84,
mé-zi-gue,mézigue,me-zi-g°,2.84,
fic-tif,fictif,fik-tif,2.84,
i-rri-guer,irriguer,i-Ri-ge,2.84,
mu-gir,mugir,my-ZiR,2.84,
dard,dard,daR,2.84,
tour-men-te,tourmente,tuR-m@-t°,2.84,
po-reux,poreux,po-R2,2.84,
zé-brer,zébrer,ze-bRe,2.84,
o-ri-fla-mme,oriflamme,o-Ri-fla-m°,2.84,
ran-çon,rançon,R@-s&,2.84,
ba-fou-ille,bafouille,ba-fu-j°,2.84,
i-mmi-gré,immigré,i-mi-gRe,2.84,
ma-jus-cu-le,majuscule,ma-Zys-ky-l°,2.84,
no-to-rié-té,notoriété,no-to-Rje-te,2.84,
per-dreau,perdreau,peR-dRo,2.84,
bu-se,buse,by-z°,2.84,
bai-gna-de,baignade,be-Na-d°,2.84,
ro-ya-le,royale,Rwa-ja-l°,2.84,
ma-ri-ner,mariner,ma-Ri-ne,2.84,
ra-brou-er,rabrouer,Ra-bRu-e,2.84,
im-pri-mé,imprimé,5-pRi-me,2.84,
en-tre-lacs,entrelacs,@-tR°-la,2.84,
pa-go-de,pagode,pa-go-d°,2.84,
al-chi-mis-te,alchimiste,al-Si-mis-t°,2.84,
vé-né-ra-tion,vénération,ve-ne-Ra-sj&,2.84,
en-via-ble,enviable,@-vja-bl°,2.84,
do-nne,donne,do-n°,2.84,
fa-na-tis-me,fanatisme,fa-na-tiz-m°,2.84,
ba-by,baby,bej-bi,2.84,
pu-ceau,puceau,py-so,2.84,
fi-na-le,finale,fi-na-l°,2.84,
cré-pu,crépu,kRe-py,2.84,
la-tent,latent,la-t@,2.84,
cal-vi-tie,calvitie,kal-vi-si,2.84,
mo-bi-le,mobile,mo-bi-l°,2.84,
é-ru-di-tion,érudition,e-Ry-di-sj&,2.84,
co-lo-nna-de,colonnade,ko-lo-na-d°,2.84,
pé-ri-mè-tre,périmètre,pe-Ri-me-tR°,2.84,
e-ssa-ya-ge,essayage,e-se-ja-Z°,2.84,
di-ver-gen-ce,divergence,di-veR-Z@-s°,2.84,
round,round,Rund,2.84,
ba-to-nnet,batonnet,ba-to-ne,2.84,
mi-ni-me,minime,mi-ni-m°,2.84,
ré-cu-rer,récurer,Re-ky-Re,2.84,
pur-ga-toi-re,purgatoire,pyR-ga-twa-R°,2.84,
ca-lin,calin,ka-l5,2.84,
ca-che-mi-re,cachemire,ka-S°-mi-R°,2.84,
pe-rru-che,perruche,pe-Ry-S°,2.84,
a-lar-mant,alarmant,a-laR-m@,2.84,
e-xor-bi-té,exorbité,e-gzoR-bi-te,2.84,
bi-ler,biler,bi-le,2.84,
con-ser-vé,conservé,k&-seR-ve,2.84,
en-qui-ller,enquiller,@-ki-je,2.84,
ty-pi-que,typique,ti-pi-k°,2.84,
bo-hè-me,bohème,bo-e-m°,2.84,
dé-cen-ce,décence,de-s@-s°,2.84,
veu-va-ge,veuvage,v2-va-Z°,2.84,
psy-chi-que,psychique,psi-Si-k°,2.84,
pa-pe-te-rie,papeterie,pa-pe-t°-Ri,2.84,
pé-ni-tent,pénitent,pe-ni-t@,2.84,
bif-ton,bifton,bif-t&,2.84,
em-mê-lé,emmêlé,@-me-le,2.84,
é-du-ca-teur,éducateur,e-dy-ka-t2R,2.84,
a-ffec-té,affecté,a-fek-te,2.84,
dé-ten-tion,détention,de-t@-sj&,2.84,
sai-gnée,saignée,se-Ne,2.84,
i-mmer-ger,immerger,i-meR-Ze,2.84,
pé-nu-rie,pénurie,pe-ny-Ri,2.84,
bour-geon,bourgeon,buR-Z&,2.84,
mi-no-ri-té,minorité,mi-no-Ri-te,2.84,
cla-pier,clapier,kla-pje,2.84,
dé-la-yer,délayer,de-le-je,2.84,
sa-mou-raï,samouraï,sa-mu-Raj,2.77,
bi-quet,biquet,bi-ke,2.77,
am-pu-ter,amputer,@-py-te,2.77,
a-fflic-tion,affliction,a-flik-sj&,2.77,
svel-te,svelte,svel-t°,2.77,
dé-tour-né,détourné,de-tuR-ne,2.77,
ex-plo-sif,explosif,eks-plo-zif,2.77,
e-xu-bé-rant,exubérant,e-gzy-be-R@,2.77,
e-xo-tis-me,exotisme,e-gzo-tiz-m°,2.77,
chaî-ne-tte,chaînette,Se-ne-t°,2.77,
ha-sar-deux,hasardeux,a-zaR-d2,2.77,
ca-ssant,cassant,ka-s@,2.77,
cam-bré,cambré,k@-bRe,2.77,
e-ffa-ce-ment,effacement,e-fa-s°-m@,2.77,
or-ga-ni-que,organique,oR-ga-ni-k°,2.77,
ra-te-lier,ratelier,Ra-t°-lje,2.77,
dé-fraî-chi,défraîchi,de-fRe-Si,2.77,
dou-ziè-me,douzième,du-zje-m°,2.77,
pa-sseur,passeur,pa-s2R,2.77,
pé-to-che,pétoche,pe-to-S°,2.77,
ré-fle-xe,réflexe,Re-fle-ks°,2.77,
é-par-pi-llé,éparpillé,e-paR-pi-je,2.77,
o-bli-que,oblique,o-bli-k°,2.77,
soul,soul,su,2.77,
ful-mi-ner,fulminer,fyl-mi-ne,2.77,
su-bor-do-nné,subordonné,sy-boR-do-ne,2.77,
ex-ten-sion,extension,eks-t@-sj&,2.77,
ca-na-ri,canari,ka-na-Ri,2.77,
in-fu-sion,infusion,5-fy-zj&,2.77,
tue-rie,tuerie,ty-Ri,2.77,
e-xhi-bi-tion,exhibition,e-gzi-bi-sj&,2.77,
ve-ni-meux,venimeux,v°-ni-m2,2.77,
tur-quoi-se,turquoise,tyR-kwa-z°,2.77,
dé-ro-ba-de,dérobade,de-Ro-ba-d°,2.77,
flan,flan,fl@,2.77,
cin-glant,cinglant,s5-gl@,2.77,
con-sa-cré,consacré,k&-sa-kRe,2.77,
cli-gnotan-t,clignotant,kli-No-t@,2.77,
soul,soul,sul,2.77,
scoo-ter,scooter,sku-t2R,2.77,
brui-ne,bruine,bR8i-n°,2.77,
in-flé-chir,infléchir,5-fle-SiR,2.77,
un-tel,untel,5-tel,2.77,
four-ni-tu-re,fourniture,fuR-ni-ty-R°,2.77,
con-cer-to,concerto,k&-seR-to,2.77,
su-ccu-lent,succulent,sy-ky-l@,2.77,
sou-fflé,soufflé,su-fle,2.77,
frin-gant,fringant,fR5-g@,2.77,
a-mo-cher,amocher,a-mo-Se,2.77,
tour-ni-quet,tourniquet,tuR-ni-ke,2.77,
co-gne,cogne,ko-N°,2.77,
con-sen-tant,consentant,k&-s@-t@,2.77,
dé-pa-nner,dépanner,de-pa-ne,2.77,
ai-ne,aine,e-n°,2.77,
con-ce-va-ble,concevable,k&-s°-va-bl°,2.77,
ré-i-té-rer,réitérer,Re-i-te-Re,2.77,
a-pre-té,apreté,a-pR°-te,2.77,
mi-ca,mica,mi-ka,2.77,
pré-lat,prélat,pRe-la,2.77,
ab-di-quer,abdiquer,ab-di-ke,2.77,
cer-ceau,cerceau,seR-so,2.77,
nu-lli-té,nullité,ny-li-te,2.77,
bon-di-ssant,bondissant,b&-di-s@,2.77,
o-ra-cle,oracle,o-Ra-kl°,2.77,
ker-me-sse,kermesse,keR-me-s°,2.77,
par-ti-san,partisan,paR-ti-z@,2.77,
dog-me,dogme,dog-m°,2.77,
im-pu-ter,imputer,5-py-te,2.77,
hous-pi-ller,houspiller,us-pi-je,2.77,
pé-pie-ment,pépiement,pe-pi-m@,2.77,
zyeu-ter,zyeuter,zj2-te,2.77,
bra-co-nnier,braconnier,bRa-ko-nje,2.77,
é-pi-ler,épiler,e-pi-le,2.77,
pen-sio-nnat,pensionnat,p@-sjo-na,2.77,
re-chan-ge,rechange,R°-S@-Z°,2.77,
bal-da-quin,baldaquin,bal-da-k5,2.77,
mus-cu-lai-re,musculaire,mys-ky-le-R°,2.77,
ju-te,jute,Zy-t°,2.77,
chu-ter,chuter,Sy-te,2.77,
do-de-li-ner,dodeliner,do-d°-li-ne,2.77,
bei-gnet,beignet,be-Ne,2.77,
cen-te-nai-re,centenaire,s@-t°-ne-R°,2.77,
pou-pon,poupon,pu-p&,2.77,
per-cu-ter,percuter,peR-ky-te,2.77,
mou-chard,mouchard,mu-SaR,2.77,
sa-bbat,sabbat,sa-ba,2.77,
é-prou-vant,éprouvant,e-pRu-v@,2.77,
cor-de-lier,cordelier,koR-d°-lje,2.77,
sa-bo-ter,saboter,sa-bo-te,2.77,
den-tier,dentier,d@-tje,2.77,
car-ne,carne,kaR-n°,2.77,
cru-ci-fier,crucifier,kRy-si-fje,2.77,
a-ssié-gé,assiégé,a-sje-Ze,2.77,
cui-ra-ssé,cuirassé,k8i-Ra-se,2.77,
car-lin-gue,carlingue,kaR-l5-g°,2.77,
phi-lo-so-phe,philosophe,fi-lo-zo-f°,2.77,
job,job,dZob,2.77,
lu-bie,lubie,ly-bi,2.77,
go-ri-lle,gorille,go-Ri-j°,2.77,
om-bra-ger,ombrager,&-bRa-Ze,2.77,
as-pé-ri-té,aspérité,as-pe-Ri-te,2.77,
chau-miè-re,chaumière,So-mje-R°,2.77,
na-vet,navet,na-ve,2.77,
pré-am-bu-le,préambule,pRe-@-by-l°,2.77,
en-ro-ler,enroler,@-Ro-le,2.77,
mal-pro-pre,malpropre,mal-pRo-pR°,2.77,
kif,kif,kif,2.77,
ho-mo-gè-ne,homogène,o-mo-Ze-n°,2.77,
a-sia-ti-que,asiatique,a-zja-ti-k°,2.77,
ré-mi-ssion,rémission,Re-mi-sj&,2.77,
pal-pa-ble,palpable,pal-pa-bl°,2.77,
o-pi-nia-tre,opiniatre,o-pi-nja-tR°,2.77,
a-ne-rie,anerie,a-n°-Ri,2.7,
ba-illo-nner,baillonner,ba-jo-ne,2.7,
han-di-cap,handicap,@-di-kap,2.7,
fé-ti-de,fétide,fe-ti-d°,2.7,
bas-tion,bastion,bas-tj&,2.7,
né-gli-gé,négligé,ne-gli-Ze,2.7,
a-nes-thé-sie,anesthésie,a-nes-te-zi,2.7,
fran-co,franco,fR@-ko,2.7,
au-di-ble,audible,o-di-bl°,2.7,
bou-ffon,bouffon,bu-f&,2.7,
les-ter,lester,les-te,2.7,
chi-quer,chiquer,Si-ke,2.7,
ra-ma-sseur,ramasseur,Ra-ma-s2R,2.7,
be-sa-ce,besace,b°-za-s°,2.7,
no-ble-ment,noblement,no-bl°-m@,2.7,
em-plo-yeur,employeur,@-plwa-j2R,2.7,
zou-a-ve,zouave,zu-a-v°,2.7,
a-cco-ler,accoler,a-ko-le,2.7,
cla-ssé,classé,kla-se,2.7,
pro-nos-tic,pronostic,pRo-nos-tik,2.7,
i-gno-ré,ignoré,i-No-Re,2.7,
flan-cher,flancher,fl@-Se,2.7,
den-te-lé,dentelé,d@-t°-le,2.7,
bé-né-vo-le,bénévole,be-ne-vo-l°,2.7,
dé-fé-rent,déférent,de-fe-R@,2.7,
fir-me,firme,fiR-m°,2.7,
ja-lon,jalon,Za-l&,2.7,
gou-lu-ment,goulument,gu-ly-m@,2.7,
fo-sso-yeur,fossoyeur,fo-swa-j2R,2.7,
trem-ble,tremble,tR@-bl°,2.7,
ca-pi-to-nner,capitonner,ka-pi-to-ne,2.7,
re-co-ller,recoller,R°-ko-le,2.7,
ré-si-du,résidu,Re-zi-dy,2.7,
gourd,gourd,guR,2.7,
li-chen,lichen,li-ken,2.7,
ba-ser,baser,ba-ze,2.7,
sub-sti-tut,substitut,syp-sti-ty,2.7,
blê-mir,blêmir,ble-miR,2.7,
pré-a-la-ble,préalable,pRe-a-la-bl°,2.7,
dé-men-ti,démenti,de-m@-ti,2.7,
du-per,duper,dy-pe,2.7,
sa-li-ver,saliver,sa-li-ve,2.7,
a-jou-ré,ajouré,a-Zu-Re,2.7,
sni-ffer,sniffer,sni-fe,2.7,
qué-man-der,quémander,ke-m@-de,2.7,
chré-tien-té,chrétienté,kRe-tj5-te,2.7,
trei-lle,treille,tRe-j°,2.7,
mi-to-nner,mitonner,mi-to-ne,2.7,
pa-reil,pareil,pa-Rej,2.7,
fé-o-dal,féodal,fe-o-dal,2.7,
frin-ga-le,fringale,fR5-ga-l°,2.7,
a-ro-me,arome,a-Ro-m°,2.7,
gon-do-ler,gondoler,g&-do-le,2.7,
cha-hut,chahut,Sa-y,2.7,
ba-ry-ton,baryton,ba-Ri-t&,2.7,
lin-ceul,linceul,l5-s2l,2.7,
es-gour-de,esgourde,es-guR-d°,2.7,
bê-cher,bêcher,be-Se,2.7,
va-rech,varech,va-Rek,2.7,
ré-gio-nal,régional,Re-Zjo-nal,2.7,
a-thée,athée,a-te,2.7,
de-vi-ne-tte,devinette,d°-vi-ne-t°,2.7,
con-quis,conquis,k&-ki,2.7,
cor-po-rel,corporel,koR-po-Rel,2.7,
go,go,go,2.7,
u-ri-ner,uriner,y-Ri-ne,2.7,
tré-pied,trépied,tRe-pje,2.7,
sau-toir,sautoir,so-twaR,2.7,
em-be-llie,embellie,@-be-li,2.7,
es-quin-ter,esquinter,es-k5-te,2.7,
e-xor-ci-ser,exorciser,e-gzoR-si-ze,2.7,
na-vrant,navrant,na-vR@,2.7,
cour-be-tte,courbette,kuR-be-t°,2.7,
w,w,w,2.7,
bi-jou-tier,bijoutier,bi-Zu-tje,2.7,
cho-pi-ne,chopine,So-pi-n°,2.7,
ou-ti-lla-ge,outillage,u-ti-ja-Z°,2.7,
fon-dant,fondant,f&-d@,2.7,
cor-ne-tte,cornette,koR-ne-t°,2.7,
mor-dant,mordant,moR-d@,2.7,
dé-li-bé-ré,délibéré,de-li-be-Re,2.7,
mou-lu-re,moulure,mu-ly-R°,2.7,
ra-dar,radar,Ra-daR,2.7,
con-den-ser,condenser,k&-d@-se,2.7,
tour-na-ge,tournage,tuR-na-Z°,2.7,
bo-li-de,bolide,bo-li-d°,2.7,
la-que,laque,la-k°,2.7,
ta-nner,tanner,ta-ne,2.7,
em-prun-té,emprunté,@-pR5-te,2.7,
con-fe-sseur,confesseur,k&-fe-s2R,2.7,
é-ber-lu-é,éberlué,e-beR-ly-e,2.7,
ca-illa-sse,caillasse,ka-ja-s°,2.7,
fien-te,fiente,fj@-t°,2.7,
fou-tai-se,foutaise,fu-te-z°,2.7,
ba-cchan-te,bacchante,ba-k@-t°,2.7,
ri-go-lard,rigolard,Ri-go-laR,2.7,
cha-lu-meau,chalumeau,Sa-ly-mo,2.7,
ra-pa-ce,rapace,Ra-pa-s°,2.7,
fi-nan-cer,financer,fi-n@-se,2.7,
ca-no-nna-de,canonnade,ka-no-na-d°,2.7,
ris-qué,risqué,Ris-ke,2.7,
im-po-sé,imposé,5-po-ze,2.7,
ta-pi-ner,tapiner,ta-pi-ne,2.7,
su-in-tant,suintant,sy-5-t@,2.7,
chiot,chiot,Sjo,2.7,
lé-o-pard,léopard,le-o-paR,2.7,
o-ral,oral,o-Ral,2.7,
ré-for-mer,réformer,Re-foR-me,2.7,
pi-tan-ce,pitance,pi-t@-s°,2.7,
bre-dou-ille,bredouille,bR°-du-j°,2.7,
ro-sé,rosé,Ro-ze,2.7,
plu-meau,plumeau,ply-mo,2.7,
ré-cré,récré,Re-kRe,2.7,
plom-ber,plomber,pl&-be,2.7,
dou-cea-tre,douceatre,du-sa-tR°,2.7,
é-bou-eur,éboueur,e-bu-2R,2.7,
a-vor-te-ment,avortement,a-voR-t°-m@,2.7,
té-nor,ténor,te-noR,2.7,
blon-deur,blondeur,bl&-d2R,2.64,
cen-tiè-me,centième,s@-tje-m°,2.64,
li-no-lé-um,linoléum,li-no-le-om,2.64,
ta-rau-der,tarauder,ta-Ro-de,2.64,
pa-ddock,paddock,pa-dok,2.64,
fion,fion,fj&,2.64,
con-tin-gent,contingent,k&-t5-Z@,2.64,
pin-gou-in,pingouin,p5-gu-5,2.64,
pion-cer,pioncer,pj&-se,2.64,
cour-sier,coursier,kuR-sje,2.64,
ra-ccor-der,raccorder,Ra-koR-de,2.64,
la-me-lle,lamelle,la-me-l°,2.64,
ma-ne-tte,manette,ma-ne-t°,2.64,
bo-ghei,boghei,bo-gej,2.64,
folk,folk,folk,2.64,
lé-preux,lépreux,le-pR2,2.64,
en-chan-teur,enchanteur,@-S@-t2R,2.64,
bi-cor-ne,bicorne,bi-koR-n°,2.64,
mé-dio-cre,médiocre,me-djo-kR°,2.64,
a-ffai-ré,affairé,a-fe-Re,2.64,
poi-sser,poisser,pwa-se,2.64,
show,show,So,2.64,
caf-tan,caftan,kaf-t@,2.64,
mon-da-ni-té,mondanité,m&-da-ni-te,2.64,
a-ppen-tis,appentis,a-p@-ti,2.64,
trai-té,traité,tRe-te,2.64,
zig-zag,zigzag,zig-zag,2.64,
au-di-tion,audition,o-di-sj&,2.64,
co-ni-que,conique,ko-ni-k°,2.64,
in-for-mé,informé,5-foR-me,2.64,
dé-con-cer-té,déconcerté,de-k&-seR-te,2.64,
bull-do-zer,bulldozer,byl-do-zeR,2.64,
pé-ri-ple,périple,pe-Ri-pl°,2.64,
im-plan-ter,implanter,5-pl@-te,2.64,
mé-fait,méfait,me-fe,2.64,
gou-lée,goulée,gu-le,2.64,
a-ba-sour-di,abasourdi,a-ba-zuR-di,2.64,
ta-ta-ne,tatane,ta-ta-n°,2.64,
a-fflu-en-ce,affluence,a-fly-@-s°,2.64,
per-sis-tant,persistant,peR-sis-t@,2.64,
pa-tir,patir,pa-tiR,2.64,
pha-ra-on,pharaon,fa-Ra-&,2.64,
ra-ger,rager,Ra-Ze,2.64,
ex-cep-ter,excepter,ek-sep-te,2.64,
ma-nus-crit,manuscrit,ma-nys-kRi,2.64,
souk,souk,suk,2.64,
dé-lai-ssé,délaissé,de-le-se,2.64,
co-lé-reux,coléreux,ko-le-R2,2.64,
ca-che-ter,cacheter,ka-S°-te,2.64,
so-mmi-té,sommité,so-mi-te,2.64,
i-dem,idem,i-dem,2.64,
fil-tre,filtre,fil-tR°,2.64,
gam-ba-der,gambader,g@-ba-de,2.64,
fa-vo-ri-te,favorite,fa-vo-Ri-t°,2.64,
pie-rreux,pierreux,pje-R2,2.64,
ba-bou-che,babouche,ba-bu-S°,2.64,
sé-lec-tion,sélection,se-lek-sj&,2.64,
gau-sser,gausser,go-se,2.64,
dia-lo-guer,dialoguer,dja-lo-ge,2.64,
gar-ne-ment,garnement,gaR-n°-m@,2.64,
a-ba-tte-ment,abattement,a-ba-t°-m@,2.64,
ca-gna,cagna,ka-Na,2.64,
fla-tte-rie,flatterie,fla-t°-Ri,2.64,
sur-na-ger,surnager,syR-na-Ze,2.64,
va-ga-bon-der,vagabonder,va-ga-b&-de,2.64,
é-mou-sser,émousser,e-mu-se,2.64,
ré-prou-ver,réprouver,Re-pRu-ve,2.64,
pré-va-loir,prévaloir,pRe-va-lwaR,2.64,
ron-cier,roncier,R&-sje,2.64,
su-ppli-cié,supplicié,sy-pli-sje,2.64,
ja-pper,japper,Za-pe,2.64,
gla-bre,glabre,gla-bR°,2.64,
re-ja-illir,rejaillir,R°-Za-jiR,2.64,
ter-ni,terni,teR-ni,2.64,
a-vi-lir,avilir,a-vi-liR,2.64,
com-ple-xi-té,complexité,k&-ple-ksi-te,2.64,
fi-lon,filon,fi-l&,2.64,
co-a-gu-ler,coaguler,ko-a-gy-le,2.64,
fu-re-ter,fureter,fy-R°-te,2.64,
em-bra-yer,embrayer,@-bRe-je,2.64,
cou-vrant,couvrant,ku-vR@,2.64,
taux,taux,to,2.64,
é-lu-ci-der,élucider,e-ly-si-de,2.64,
cha-lon,chalon,Sa-l&,2.64,
gra-iller,grailler,gRa-je,2.64,
ai-gre-tte,aigrette,e-gRe-t°,2.64,
fi-lin,filin,fi-l5,2.64,
gri-lla-gé,grillagé,gRi-ja-Ze,2.64,
da-mes,dames,da-m°,2.64,
plu-ma-ge,plumage,ply-ma-Z°,2.64,
co-ca,coca,ko-ka,2.64,
bri-dé,bridé,bRi-de,2.64,
tran-sit,transit,tR@-zit,2.64,
ex-pé-dient,expédient,eks-pe-dj@,2.64,
