"word","len","freq","first_page","pron","syll","nbsyll","phlen","letter","syllable","word"
"lim","3","2","66","lim","lim","1","3","FALSE","TRUE","FALSE"
"limaces","7","2","114","limas°","li-ma-s°","3","6","FALSE","FALSE","TRUE"
"limonade","8","2","98","limonad°","li-mo-na-d°","4","8","FALSE","FALSE","TRUE"
"lin","3","4","66","l5","l5","1","2","FALSE","TRUE","FALSE"
"lion","4","12","40","lj&","lj&","1","3","FALSE","TRUE","TRUE"
"lionceau","8","2","104","lj&so","lj&-so","2","5","FALSE","FALSE","TRUE"
"lionne","6","2","104","ljon°","ljo-n°","2","5","FALSE","FALSE","TRUE"
"lir","3","2","36","liR","liR","1","3","FALSE","TRUE","FALSE"
"lira","4","6","19","liRa","li-Ra","2","4","FALSE","FALSE","TRUE"
"lire","4","16","124","liR°","li-R°","2","4","FALSE","FALSE","TRUE"
"lisant","6","2","140","liz@","li-z@","2","4","FALSE","FALSE","TRUE"
"lisent","6","2","139","liz°","li-z°","2","4","FALSE","FALSE","TRUE"
"lissa","5","2","26","lisa","li-sa","2","4","FALSE","FALSE","TRUE"
"lisse","5","2","48","lis°","li-s°","2","4","FALSE","FALSE","TRUE"
"lissé","5","2","35","lise","li-se","2","4","FALSE","FALSE","TRUE"
"lissera","7","2","27","lis°Ra","li-s°-Ra","3","6","FALSE","FALSE","TRUE"
"liste","5","2","123","list°","li-st°","2","5","FALSE","FALSE","TRUE"
"lit","3","38","15","li","li","1","2","FALSE","TRUE","TRUE"
"litchi","6","2","97","litSi","li-tSi","2","5","FALSE","FALSE","TRUE"
"livre","5","2","111","livR°","li-vR°","2","5","FALSE","FALSE","TRUE"
"lo","2","6","22","lo","lo","1","2","FALSE","TRUE","FALSE"
"loi","3","2","79","lwa","lwa","1","3","FALSE","TRUE","FALSE"
"loin","4","12","101","lw5","lw5","1","3","FALSE","TRUE","TRUE"
"lointain","8","2","139","lw5t5","lw5-t5","2","5","FALSE","FALSE","TRUE"
"lola","4","4","22","lola","lo-la","2","4","FALSE","FALSE","TRUE"
"lon","3","2","60","l&","l&","1","2","FALSE","TRUE","FALSE"
"long","4","4","60","l&","l&","1","2","FALSE","TRUE","TRUE"
"longs","5","2","64","l&","l&","1","2","FALSE","TRUE","TRUE"
"longtemps","9","4","127","l&t@","l&-t@","2","4","FALSE","FALSE","TRUE"
"longues","7","4","134","l&g°","l&-g°","2","4","FALSE","FALSE","TRUE"
"lor","3","2","27","loR","loR","1","3","FALSE","TRUE","FALSE"
"lora","4","2","22","loRa","lo-Ra","2","4","FALSE","FALSE","TRUE"
"lori","4","2","22","loRi","lo-Ri","2","4","FALSE","FALSE","TRUE"
"lou","3","2","44","lu","lu","1","2","FALSE","TRUE","FALSE"
"loucher","7","2","78","luSe","lu-Se","2","4","FALSE","FALSE","TRUE"
"loup","4","2","44","lu","lu","1","2","FALSE","TRUE","TRUE"
"lu","2","10","23","ly","ly","1","2","FALSE","TRUE","FALSE"
"lui","3","18","57","lyi","lyi","1","3","FALSE","TRUE","TRUE"
"luisant","7","2","130","lyiz@","lyi-z@","2","5","FALSE","FALSE","TRUE"
"luisent","7","2","139","lyiz°","lyi-z°","2","5","FALSE","FALSE","TRUE"
"lulu","4","4","23","lyly","ly-ly","2","4","FALSE","FALSE","TRUE"
"lumière","7","4","123","lymjER°","ly-mjE-R°","3","7","FALSE","FALSE","TRUE"
"lune","4","8","23","lyn°","ly-n°","2","4","FALSE","FALSE","TRUE"
"lur","3","2","27","luR","luR","1","3","FALSE","TRUE","FALSE"
"lutin","5","4","105","lyt5","ly-t5","2","4","FALSE","FALSE","TRUE"
"ly","2","2","71","li","li","1","2","FALSE","TRUE","FALSE"
"lydie","5","2","115","lidi","li-di","2","4","FALSE","FALSE","TRUE"
"lyon","4","2","71","lj&","lj&","1","3","FALSE","TRUE","TRUE"
"lys","3","2","71","lis","lis","1","3","FALSE","TRUE","TRUE"
"m","1","8","34","m","m","1","1","TRUE","TRUE","FALSE"
"ma","2","34","34","ma","ma","1","2","FALSE","TRUE","TRUE"
"mache","5","2","119","maS°","ma-S°","2","4","FALSE","FALSE","TRUE"
"madame","6","4","61","madam°","ma-da-m°","3","6","FALSE","FALSE","TRUE"
"madeleine","9","2","93","mad°lEn°","ma-d°-lE-n°","4","8","FALSE","FALSE","TRUE"
"magasin","7","2","88","magaz5","ma-ga-z5","3","6","FALSE","FALSE","TRUE"
"mage","4","2","119","maZ°","ma-Z°","2","4","FALSE","FALSE","TRUE"
"magicien","8","4","97","maZisj5","ma-Zi-sj5","3","7","FALSE","FALSE","TRUE"
"magique","7","4","118","maZik°","ma-Zi-k°","3","6","FALSE","FALSE","TRUE"
"main","4","6","67","m5","m5","1","2","FALSE","TRUE","TRUE"
"mains","5","6","67","m5","m5","1","2","FALSE","TRUE","TRUE"
"maintenant","10","12","67","m5t°n@","m5-t°-n@","3","6","FALSE","FALSE","TRUE"
"mais","4","66","52","mE","mE","1","2","FALSE","TRUE","TRUE"
"maison","6","6","75","mEz&","mE-z&","2","4","FALSE","FALSE","TRUE"
"maisons","7","2","123","mEz&","mE-z&","2","4","FALSE","FALSE","TRUE"
"maitre","6","4","116","mEtR°","mE-tR°","2","5","FALSE","FALSE","TRUE"
"maitresse","9","2","100","mEtREs°","mE-tRE-s°","3","7","FALSE","FALSE","TRUE"
"mal","3","8","34","mal","mal","1","3","FALSE","TRUE","TRUE"
"malade","6","2","61","malad°","ma-la-d°","3","6","FALSE","FALSE","TRUE"
"maladroit","9","2","137","maladRwa","ma-la-dRwa","3","8","FALSE","FALSE","TRUE"
"mâle","4","6","104","mal°","ma-l°","2","4","FALSE","FALSE","TRUE"
"malgré","6","4","89","malgRe","mal-gRe","2","6","FALSE","FALSE","TRUE"
"malicieux","9","2","122","malisj°","ma-li-sj°","3","7","FALSE","FALSE","TRUE"
"malle","5","2","48","mal°","ma-l°","2","4","FALSE","FALSE","TRUE"
"malo","4","2","34","malo","ma-lo","2","4","FALSE","FALSE","TRUE"
"maman","5","16","56","mam@","ma-m@","2","4","FALSE","FALSE","TRUE"
"mami","4","2","36","mami","ma-mi","2","4","FALSE","FALSE","TRUE"
"man","3","2","56","m@","m@","1","2","FALSE","TRUE","FALSE"
"manche","6","2","56","m@S°","m@-S°","2","4","FALSE","FALSE","TRUE"
"mange","5","14","97","m@Z°","m@-Z°","2","4","FALSE","FALSE","TRUE"
"mangé","5","2","126","m@Ze","m@-Ze","2","4","FALSE","FALSE","TRUE"
"manger","6","4","92","m@Ze","m@-Ze","2","4","FALSE","FALSE","TRUE"
"manon","5","2","60","man&","ma-n&","2","4","FALSE","FALSE","TRUE"
"manquer","7","2","118","m@ke","m@-ke","2","4","FALSE","FALSE","TRUE"
"manteau","7","2","56","m@to","m@-to","2","4","FALSE","FALSE","TRUE"
"mar","3","4","34","maR","maR","1","3","FALSE","TRUE","FALSE"
"marchand","8","2","56","maRS@","maR-S@","2","5","FALSE","FALSE","TRUE"
"marché","6","2","49","maRSe","maR-Se","2","5","FALSE","FALSE","TRUE"
"marcher","7","2","130","maRSe","maR-Se","2","5","FALSE","FALSE","TRUE"
"mare","4","2","60","maR°","ma-R°","2","4","FALSE","FALSE","TRUE"
"marguerite","10","4","140","maRg°Rit°","maR-g°-Ri-t°","4","9","FALSE","FALSE","TRUE"
"mari","4","2","34","maRi","ma-Ri","2","4","FALSE","FALSE","TRUE"
"marie","5","4","34","maRi","ma-Ri","2","4","FALSE","FALSE","TRUE"
"marin","5","4","66","maR5","ma-R5","2","4","FALSE","FALSE","TRUE"
"marmite","7","2","52","maRmit°","maR-mi-t°","3","7","FALSE","FALSE","TRUE"
"marque","6","2","83","maRk°","maR-k°","2","5","FALSE","FALSE","TRUE"
"marrant","7","2","112","maR@","ma-R@","2","4","FALSE","FALSE","TRUE"
"marrantes","9","2","61","maR@t°","ma-R@-t°","3","6","FALSE","FALSE","TRUE"
"marron","6","10","88","maR&","ma-R&","2","4","FALSE","FALSE","TRUE"
"martin","6","2","66","maRt5","maR-t5","2","5","FALSE","FALSE","TRUE"
"maryse","6","2","97","maRiz°","ma-Ri-z°","3","6","FALSE","FALSE","TRUE"
"masque","6","2","83","mask°","ma-sk°","2","5","FALSE","FALSE","TRUE"
"massue","6","2","34","masy","ma-sy","2","4","FALSE","FALSE","TRUE"
"matelas","7","2","75","mat°la","ma-t°-la","3","6","FALSE","FALSE","TRUE"
"matériel","8","2","111","mateRjEl","ma-te-RjEl","3","8","FALSE","FALSE","TRUE"
"matin","5","10","66","mat5","ma-t5","2","4","FALSE","FALSE","TRUE"
"mau","3","2","41","mo","mo","1","2","FALSE","TRUE","FALSE"
"mauvais","7","2","114","movE","mo-vE","2","4","FALSE","FALSE","TRUE"
"mauvaises","9","2","138","movEz°","mo-vE-z°","3","6","FALSE","FALSE","TRUE"
"mauve","5","2","49","mov°","mo-v°","2","4","FALSE","FALSE","TRUE"
"max","3","2","134","maks","maks","1","4","FALSE","TRUE","TRUE"
"maxence","7","2","134","maks@s°","ma-ks@-s°","3","7","FALSE","FALSE","TRUE"
"maxime","6","4","134","maksim°","ma-ksi-m°","3","7","FALSE","FALSE","TRUE"
"mayonnaise","10","2","130","majonEz°","ma-jo-nE-z°","4","8","FALSE","FALSE","TRUE"
"me","2","18","34","m°","m°","1","2","FALSE","TRUE","TRUE"
"mé","2","6","35","me","me","1","2","FALSE","TRUE","FALSE"
"mè","2","2","92","mE","mE","1","2","FALSE","TRUE","FALSE"
"meau","4","2","41","mo","mo","1","2","FALSE","TRUE","FALSE"
"mécanicien","10","2","123","mekanisj5","me-ka-ni-sj5","4","9","FALSE","FALSE","TRUE"
"méchante","8","2","106","meS@t°","me-S@-t°","3","6","FALSE","FALSE","TRUE"
"médaille","8","2","127","medaj°","me-da-j°","3","6","FALSE","FALSE","TRUE"
"médecin","7","4","96","mEds5","mEd-s5","2","5","FALSE","FALSE","TRUE"
"médicaments","11","2","123","medikam@","me-di-ka-m@","4","8","FALSE","FALSE","TRUE"
"mélangeais","10","2","124","mel@ZE","me-l@-ZE","3","6","FALSE","FALSE","TRUE"
"mélissa","7","2","35","melisa","me-li-sa","3","6","FALSE","FALSE","TRUE"
"mélodies","8","2","139","melodi","me-lo-di","3","6","FALSE","FALSE","TRUE"
"membres","7","2","88","m@bR°","m@-bR°","2","5","FALSE","FALSE","TRUE"
"même","4","10","92","mEm°","mE-m°","2","4","FALSE","FALSE","TRUE"
"mémé","4","2","35","meme","me-me","2","4","FALSE","FALSE","TRUE"
"men","3","4","57","m@","m@","1","2","FALSE","TRUE","FALSE"
"mène","4","2","52","mEn°","mE-n°","2","4","FALSE","FALSE","TRUE"
"menu","4","2","130","m°ny","m°-ny","2","4","FALSE","FALSE","TRUE"
"menuisier","9","2","123","m°nyizje","m°-nyi-zje","3","8","FALSE","FALSE","TRUE"
"mer","3","24","92","mER","mER","1","3","FALSE","TRUE","TRUE"
"merci","5","2","137","mERsi","mER-si","2","5","FALSE","FALSE","TRUE"
"mercredi","8","2","110","mERkR°di","mER-kR°-di","3","8","FALSE","FALSE","TRUE"
"mercredis","9","2","102","mERkR°di","mER-kR°-di","3","8","FALSE","FALSE","TRUE"
"mère","4","4","92","mER°","mE-R°","2","4","FALSE","FALSE","TRUE"
"merveilleuses","13","2","126","mERvEj°z°","mER-vE-j°-z°","4","9","FALSE","FALSE","TRUE"
"merveilleux","11","6","126","mERvEj°","mER-vE-j°","3","7","FALSE","FALSE","TRUE"
"mes","3","16","64","me","me","1","2","FALSE","TRUE","TRUE"
"mésange","7","2","104","mez@Z°","me-z@-Z°","3","6","FALSE","FALSE","TRUE"
"mésanges","8","2","104","mez@Z°","me-z@-Z°","3","6","FALSE","FALSE","TRUE"
"message","7","2","49","mesaZ°","me-sa-Z°","3","6","FALSE","FALSE","TRUE"
"mesurons","8","2","74","m°zyR&","m°-zy-R&","3","6","FALSE","FALSE","TRUE"
"met","3","10","78","mE","mE","1","2","FALSE","TRUE","TRUE"
"météo","5","2","86","meteo","me-te-o","3","5","FALSE","FALSE","TRUE"
"métier","6","4","123","metje","me-tje","2","5","FALSE","FALSE","TRUE"
"métiers","7","2","123","metje","me-tje","2","5","FALSE","FALSE","TRUE"
"mette","5","4","100","mEt°","mE-t°","2","4","FALSE","FALSE","TRUE"
"mettra","6","2","92","mEtRa","mE-tRa","2","5","FALSE","FALSE","TRUE"
"mettre","6","4","92","mEtR°","mE-tR°","2","5","FALSE","FALSE","TRUE"
"mettront","8","2","92","mEtR&","mE-tR&","2","5","FALSE","FALSE","TRUE"
"mi","2","6","34","mi","mi","1","2","FALSE","TRUE","FALSE"
"midi","4","8","61","midi","mi-di","2","4","FALSE","FALSE","TRUE"
"miel","4","4","126","mjEl","mjEl","1","4","FALSE","TRUE","TRUE"
"mien","4","2","123","mj5","mj5","1","3","FALSE","TRUE","TRUE"
"miettes","7","2","130","mjEt°","mjE-t°","2","5","FALSE","FALSE","TRUE"
"mieux","5","6","122","mj°","mj°","1","3","FALSE","TRUE","TRUE"
"mignon","6","2","114","miN&","mi-N&","2","4","FALSE","FALSE","TRUE"
"mil","3","2","34","mil","mil","1","3","FALSE","TRUE","FALSE"
"milieu","6","6","115","milj°","mi-lj°","2","5","FALSE","FALSE","TRUE"
"min","3","2","66","min","min","1","3","FALSE","TRUE","FALSE"
"minuit","6","4","76","minyi","mi-nyi","2","5","FALSE","FALSE","TRUE"
"minute","6","2","105","minyt°","mi-ny-t°","3","6","FALSE","FALSE","TRUE"
"mion","4","2","122","mj&","mj&","1","3","FALSE","TRUE","FALSE"
"mir","3","4","34","miR","miR","1","3","FALSE","TRUE","FALSE"
"miroir","6","2","79","miRwaR","mi-RwaR","2","6","FALSE","FALSE","TRUE"
"mis","3","20","31","mi","mi","1","2","FALSE","TRUE","TRUE"
"mo","2","2","34","mo","mo","1","2","FALSE","TRUE","FALSE"
"moi","3","18","78","mwa","mwa","1","3","FALSE","TRUE","TRUE"
"moin","4","2","101","mw5","mw5","1","3","FALSE","TRUE","FALSE"
"moins","5","8","101","mw5","mw5","1","3","FALSE","TRUE","TRUE"
"mois","4","2","94","mwa","mwa","1","3","FALSE","TRUE","TRUE"
"mol","3","4","34","mol","mol","1","3","FALSE","TRUE","FALSE"
"moment","6","4","78","mom@","mo-m@","2","4","FALSE","FALSE","TRUE"
"mon","3","32","60","m&","m&","1","2","FALSE","TRUE","TRUE"
"monde","5","14","98","m&d°","m&-d°","2","4","FALSE","FALSE","TRUE"
"monotone","8","4","76","monoton°","mo-no-to-n°","4","8","FALSE","FALSE","TRUE"
"monstre","7","6","60","m&stR°","m&-stR°","2","6","FALSE","FALSE","TRUE"
"montagne","8","8","114","m&taN°","m&-ta-N°","3","6","FALSE","FALSE","TRUE"
"monte","5","4","60","m&t°","m&-t°","2","4","FALSE","FALSE","TRUE"
"montées","7","2","112","m&te","m&-te","2","4","FALSE","FALSE","TRUE"
"montent","7","2","119","m&t°","m&-t°","2","4","FALSE","FALSE","TRUE"
"monter","6","4","56","m&te","m&-te","2","4","FALSE","FALSE","TRUE"
"montre","6","4","105","m&tR°","m&-tR°","2","5","FALSE","FALSE","TRUE"
"montré","6","2","119","m&tRe","m&-tRe","2","5","FALSE","FALSE","TRUE"
"montrer","7","4","80","m&tRe","m&-tRe","2","5","FALSE","FALSE","TRUE"
"montrerai","9","2","130","m&tR°RE","m&-tR°-RE","3","7","FALSE","FALSE","TRUE"
"monts","5","2","116","m&","m&","1","2","FALSE","TRUE","TRUE"
"monument","8","2","105","monym@","mo-ny-m@","3","6","FALSE","FALSE","TRUE"
"moquait","7","2","124","mokE","mo-kE","2","4","FALSE","FALSE","TRUE"
"mor","3","4","34","moR","moR","1","3","FALSE","TRUE","FALSE"
"moral","5","2","86","moRal","mo-Ral","2","5","FALSE","FALSE","TRUE"
"morceau","7","2","97","moRso","moR-so","2","5","FALSE","FALSE","TRUE"
"morceaux","8","8","96","moRso","moR-so","2","5","FALSE","FALSE","TRUE"
"mordouille","10","12","128","moRduj°","moR-du-j°","3","7","FALSE","FALSE","TRUE"
"mortels","7","2","114","moRtEl","moR-tEl","2","6","FALSE","FALSE","TRUE"
"mot","3","2","112","mo","mo","1","2","FALSE","TRUE","TRUE"
"moteurs","7","2","123","mot°R","mo-t°R","2","5","FALSE","FALSE","TRUE"
"motif","5","2","40","motif","mo-tif","2","5","FALSE","FALSE","TRUE"
"moto","4","2","52","moto","mo-to","2","4","FALSE","FALSE","TRUE"
"mots","4","28","48","mo","mo","1","2","FALSE","TRUE","TRUE"
"mou","3","4","44","mu","mu","1","2","FALSE","TRUE","TRUE"
"mouche","6","2","49","muS°","mu-S°","2","4","FALSE","FALSE","TRUE"
"mouflon","7","2","111","mufl&","mu-fl&","2","5","FALSE","FALSE","TRUE"
"mouille","7","2","127","muj°","mu-j°","2","4","FALSE","FALSE","TRUE"
"mouillé","7","2","130","muje","mu-je","2","4","FALSE","FALSE","TRUE"
"moulin","6","4","66","mul5","mu-l5","2","4","FALSE","FALSE","TRUE"
"mour","4","2","44","muR","muR","1","3","FALSE","TRUE","FALSE"
"mousse","6","4","44","mus°","mu-s°","2","4","FALSE","FALSE","TRUE"
"moussé","6","2","44","muse","mu-se","2","4","FALSE","FALSE","TRUE"
"moustiques","10","2","83","mustik°","mus-ti-k°","3","7","FALSE","FALSE","TRUE"
"mu","2","2","34","my","my","1","2","FALSE","TRUE","FALSE"
"mugissent","9","2","104","myZis°","my-Zi-s°","3","6","FALSE","FALSE","TRUE"
"mul","3","2","34","myl","myl","1","3","FALSE","TRUE","FALSE"
"multicolore","11","4","83","myltikoloR°","myl-ti-ko-lo-R°","5","11","FALSE","FALSE","TRUE"
"mur","3","20","34","myR","myR","1","3","FALSE","TRUE","TRUE"
"muraille","8","2","127","myRaj°","my-Ra-j°","3","6","FALSE","FALSE","TRUE"
"murmure","7","2","132","myRmyR°","myR-my-R°","3","7","FALSE","FALSE","TRUE"
"murs","4","4","71","myR","myR","1","3","FALSE","TRUE","TRUE"
"museau","6","2","83","myzo","my-zo","2","4","FALSE","FALSE","TRUE"
"musée","5","4","70","myze","my-ze","2","4","FALSE","FALSE","TRUE"
"musicien","8","2","123","myzisj5","my-zi-sj5","3","7","FALSE","FALSE","TRUE"
"musique","7","4","83","myzik°","my-zi-k°","3","6","FALSE","FALSE","TRUE"
"my","2","2","71","mi","mi","1","2","FALSE","TRUE","FALSE"
"myla","4","2","71","mila","mi-la","2","4","FALSE","FALSE","TRUE"
"mys","3","2","71","mis","mis","1","3","FALSE","TRUE","FALSE"
"mystère","7","2","71","mistER°","mis-tE-R°","3","7","FALSE","FALSE","TRUE"
"n","1","4","52","n","n","1","1","TRUE","TRUE","FALSE"
"na","2","2","52","na","na","1","2","FALSE","TRUE","FALSE"
"nage","4","2","119","naZ°","na-Z°","2","4","FALSE","FALSE","TRUE"
"nager","5","2","118","naZe","na-Ze","2","4","FALSE","FALSE","TRUE"
"nain","4","2","67","n5","n5","1","2","FALSE","TRUE","TRUE"
"nal","3","2","52","nal","nal","1","3","FALSE","TRUE","FALSE"
"nan","3","2","56","n@","n@","1","2","FALSE","TRUE","FALSE"
"nar","3","2","52","naR","naR","1","3","FALSE","TRUE","FALSE"
"natation","8","4","138","natasj&","na-ta-sj&","3","7","FALSE","FALSE","TRUE"
"nau","3","2","52","no","no","1","2","FALSE","TRUE","FALSE"
"navigue","7","2","118","navig°","na-vi-g°","3","6","FALSE","FALSE","TRUE"
"ne","2","40","49","n°","n°","1","2","FALSE","TRUE","TRUE"
"né","2","2","52","ne","ne","1","2","FALSE","TRUE","FALSE"
"neau","4","2","52","no","no","1","2","FALSE","TRUE","FALSE"
"nectar","6","6","140","nEktaR","nEk-taR","2","6","FALSE","FALSE","TRUE"
"nées","4","2","127","ne","ne","1","2","FALSE","TRUE","FALSE"
"nei","3","2","93","nE","nE","1","2","FALSE","TRUE","FALSE"
"neige","5","4","104","nEZ°","nE-Z°","2","4","FALSE","FALSE","TRUE"
"nen","3","2","57","n@","n@","1","2","FALSE","TRUE","FALSE"
"nénuphar","8","2","89","nenyfaR","ne-ny-faR","3","7","FALSE","FALSE","TRUE"
"nerre","5","2","100","nER°","nE-R°","2","4","FALSE","FALSE","TRUE"
"neu","3","2","115","n°","n°","1","2","FALSE","TRUE","FALSE"
"nez","3","14","78","ne","ne","1","2","FALSE","TRUE","TRUE"
"ni","2","8","52","ni","ni","1","2","FALSE","TRUE","TRUE"
"niche","5","2","52","niS°","ni-S°","2","4","FALSE","FALSE","TRUE"
"niché","5","2","124","niSe","ni-Se","2","4","FALSE","FALSE","TRUE"
"nicolas","7","2","97","nikola","ni-ko-la","3","6","FALSE","FALSE","TRUE"
"nid","3","6","52","ni","ni","1","2","FALSE","TRUE","TRUE"
"nier","4","2","123","nje","nje","1","3","FALSE","TRUE","TRUE"
"nil","3","2","52","nil","nil","1","3","FALSE","TRUE","TRUE"
"nino","4","2","52","nino","ni-no","2","4","FALSE","FALSE","TRUE"
"nir","3","2","52","niR","niR","1","3","FALSE","TRUE","FALSE"
"no","2","2","52","no","no","1","2","FALSE","TRUE","FALSE"
"noeu","4","2","115","n°","n°","1","2","FALSE","TRUE","FALSE"
"noi","3","2","79","nwa","nwa","1","3","FALSE","TRUE","FALSE"
"noir","4","4","79","nwaR","nwaR","1","4","FALSE","TRUE","TRUE"
"nol","3","2","52","nol","nol","1","3","FALSE","TRUE","FALSE"
"nom","3","8","60","n&","n&","1","2","FALSE","TRUE","TRUE"
"nombre","6","2","112","n&bR°","n&-bR°","2","5","FALSE","FALSE","TRUE"
"nomme","5","2","88","nom°","no-m°","2","4","FALSE","FALSE","TRUE"
"noms","4","2","108","n&","n&","1","2","FALSE","TRUE","TRUE"
"non","3","8","60","n&","n&","1","2","FALSE","TRUE","TRUE"
"nor","3","2","52","noR","noR","1","3","FALSE","TRUE","FALSE"
"nora","4","2","52","noRa","no-Ra","2","4","FALSE","FALSE","TRUE"
"nos","3","6","100","no","no","1","2","FALSE","TRUE","TRUE"
"notre","5","16","75","notR°","no-tR°","2","5","FALSE","FALSE","TRUE"
"nou","3","2","52","nu","nu","1","2","FALSE","TRUE","FALSE"
"nougat","6","2","94","nuga","nu-ga","2","4","FALSE","FALSE","TRUE"
"noul","4","2","52","nul","nul","1","3","FALSE","TRUE","FALSE"
"nourrir","7","2","52","nuRiR","nu-RiR","2","5","FALSE","FALSE","TRUE"
"nourrit","7","2","52","nuRi","nu-Ri","2","4","FALSE","FALSE","TRUE"
"nous","4","54","66","nu","nu","1","2","FALSE","TRUE","TRUE"
"nouveau","7","8","52","nuvo","nu-vo","2","4","FALSE","FALSE","TRUE"
"nouveaux","8","4","140","nuvo","nu-vo","2","4","FALSE","FALSE","TRUE"
"nouvel","6","2","122","nuvEl","nu-vEl","2","5","FALSE","FALSE","TRUE"
"nouvelle","8","4","100","nuvEl°","nu-vE-l°","3","6","FALSE","FALSE","TRUE"
"novembre","8","2","57","nov@bR°","no-v@-bR°","3","7","FALSE","FALSE","TRUE"
"noyau","5","2","135","nwajo","nwa-jo","2","5","FALSE","FALSE","TRUE"
"nu","2","2","52","ny","ny","1","2","FALSE","TRUE","FALSE"
"nuages","6","2","104","nyaZ°","nya-Z°","2","5","FALSE","FALSE","TRUE"
"nuit","4","22","72","nyi","nyi","1","3","FALSE","TRUE","TRUE"
"nul","3","2","52","nyl","nyl","1","3","FALSE","TRUE","TRUE"
"numéro","6","12","52","nymeRo","ny-me-Ro","3","6","FALSE","FALSE","TRUE"
"numéros","7","2","140","nymeRo","ny-me-Ro","3","6","FALSE","FALSE","TRUE"
"nur","3","2","52","nyR","nyR","1","3","FALSE","TRUE","FALSE"
"ny","2","2","71","ni","ni","1","2","FALSE","TRUE","FALSE"
"o","1","24","22","o","o","1","1","TRUE","TRUE","FALSE"
"obélix","6","2","137","obeliks","o-be-liks","3","7","FALSE","FALSE","TRUE"
"objet","5","2","96","obZE","ob-ZE","2","4","FALSE","FALSE","TRUE"
"observe","7","4","90","opsERv°","op-sER-v°","3","7","FALSE","FALSE","TRUE"
"observent","9","2","137","opsERv°","op-sER-v°","3","7","FALSE","FALSE","TRUE"
"oc","2","2","82","ok","ok","1","2","FALSE","TRUE","FALSE"
"oeuf","4","6","112","°f","°f","1","2","FALSE","TRUE","TRUE"
"offrir","6","2","132","ofRiR","o-fRiR","2","5","FALSE","FALSE","TRUE"
"ogre","4","6","88","ogR°","o-gR°","2","4","FALSE","FALSE","TRUE"
"oh","2","4","22","o","o","1","1","FALSE","TRUE","FALSE"
"oie","3","2","104","wa","wa","1","2","FALSE","TRUE","TRUE"
"oiseau","6","12","76","wazo","wa-zo","2","4","FALSE","FALSE","TRUE"
"oisillon","8","4","104","wazij&","wa-zi-j&","3","6","FALSE","FALSE","TRUE"
"oison","5","2","104","waz&","wa-z&","2","4","FALSE","FALSE","TRUE"
"ol","2","6","22","ol","ol","1","2","FALSE","TRUE","FALSE"
"olivier","7","2","123","olivje","o-li-vje","3","6","FALSE","FALSE","TRUE"
"on","2","108","57","&","&","1","1","FALSE","TRUE","TRUE"
"one","3","2","105","on°","o-n°","2","3","FALSE","FALSE","TRUE"
"ongles","6","2","88","&gl°","&-gl°","2","4","FALSE","FALSE","TRUE"
"oni","3","2","105","oni","oni","1","3","FALSE","TRUE","FALSE"
"ont","3","32","96","&","&","1","1","FALSE","TRUE","TRUE"
"onze","4","2","70","&z°","&-z°","2","3","FALSE","FALSE","TRUE"
"op","2","2","31","op","op","1","2","FALSE","TRUE","FALSE"
"opération","9","2","138","opeRasj&","o-pe-Ra-sj&","4","8","FALSE","FALSE","TRUE"
"opérations","10","2","138","opeRasj&","o-pe-Ra-sj&","4","8","FALSE","FALSE","TRUE"
"or","2","12","22","oR","oR","1","2","FALSE","TRUE","FALSE"
"oral","4","2","22","oRal","o-Ral","2","4","FALSE","FALSE","TRUE"
"orangé","6","2","135","oR@Ze","o-R@-Ze","3","5","FALSE","FALSE","TRUE"
"ordinaire","9","2","119","oRdinER°","oR-di-nE-R°","4","8","FALSE","FALSE","TRUE"
"ordinateur","10","2","115","oRdinat°R","oR-di-na-t°R","4","9","FALSE","FALSE","TRUE"
"oreille","7","4","126","oREj°","o-RE-j°","3","5","FALSE","FALSE","TRUE"
"oreilles","8","6","100","oREj°","o-RE-j°","3","5","FALSE","FALSE","TRUE"
"orteils","7","4","124","oRtEj","oR-tEj","2","5","FALSE","FALSE","TRUE"
"os","2","8","26","os","os","1","2","FALSE","TRUE","TRUE"
"ose","3","2","70","oz°","o-z°","2","3","FALSE","FALSE","TRUE"
"ou","2","50","44","u","u","1","1","FALSE","TRUE","TRUE"
"où","2","14","49","u","u","1","1","FALSE","TRUE","TRUE"
"oublie","6","4","96","ubli","u-bli","2","4","FALSE","FALSE","TRUE"
"oublier","7","4","112","ublije","u-bli-je","3","6","FALSE","FALSE","TRUE"
"oui","3","12","68","wi","wi","1","2","FALSE","TRUE","TRUE"
"ouille","6","6","127","uj°","u-j°","2","3","FALSE","FALSE","TRUE"
"ouma","4","2","44","uma","u-ma","2","3","FALSE","FALSE","TRUE"
"ouragan","7","2","105","uRag@","u-Ra-g@","3","5","FALSE","FALSE","TRUE"
"ours","4","6","44","uRs","uRs","1","3","FALSE","TRUE","TRUE"
"ouse","4","2","70","uz°","u-z°","2","3","FALSE","FALSE","TRUE"
"ouvert","6","2","94","uvER","u-vER","2","4","FALSE","FALSE","TRUE"
"ouverte","7","2","90","uvERt°","u-vER-t°","3","6","FALSE","FALSE","TRUE"
"ouvre","5","10","48","uvR°","u-vR°","2","4","FALSE","FALSE","TRUE"
"ouvrent","7","2","86","uvR°","u-vR°","2","4","FALSE","FALSE","TRUE"
"ouvrir","6","2","108","uvRiR","u-vRiR","2","5","FALSE","FALSE","TRUE"
