"word","len","freq","first_page","pron","syll","nbsyll","phlen","letter","syllable","word"
"cê","2","2","96","sE","sE","1","2","FALSE","TRUE","FALSE"
"ceci","4","2","96","s°si","s°-si","2","4","FALSE","FALSE","TRUE"
"cécile","6","2","96","sesil°","se-si-l°","3","6","FALSE","FALSE","TRUE"
"cèdre","5","2","96","sEdR°","sE-dR°","2","5","FALSE","FALSE","TRUE"
"cein","4","2","96","s5","s5","1","2","FALSE","TRUE","FALSE"
"ceinture","8","2","96","s5tyR°","s5-ty-R°","3","6","FALSE","FALSE","TRUE"
"cela","4","2","96","s°la","s°-la","2","4","FALSE","FALSE","TRUE"
"célestin","8","2","97","selEst5","se-lEs-t5","3","7","FALSE","FALSE","TRUE"
"célia","5","2","97","selia","se-lia","2","5","FALSE","FALSE","TRUE"
"celle","5","10","128","sEl°","sE-l°","2","4","FALSE","FALSE","TRUE"
"celui","5","14","128","s°lyi","s°-lyi","2","5","FALSE","FALSE","TRUE"
"cen","3","2","96","s@","s@","1","2","FALSE","TRUE","FALSE"
"cent","4","2","106","s@","s@","1","2","FALSE","TRUE","TRUE"
"centre","6","2","96","s@tR°","s@-tR°","2","5","FALSE","FALSE","TRUE"
"cerceau","7","2","96","sERso","sER-so","2","5","FALSE","FALSE","TRUE"
"cerise","6","6","96","s°Riz°","s°-Ri-z°","3","6","FALSE","FALSE","TRUE"
"certaines","9","2","137","sERtEn°","sER-tE-n°","3","7","FALSE","FALSE","TRUE"
"certains","8","6","112","sERt5","sER-t5","2","5","FALSE","FALSE","TRUE"
"cerveau","7","2","131","sERvo","sER-vo","2","5","FALSE","FALSE","TRUE"
"ces","3","6","106","se","se","1","2","FALSE","TRUE","TRUE"
"cesse","5","2","140","sEs°","sE-s°","2","4","FALSE","FALSE","TRUE"
"cet","3","2","110","sEt","sEt","1","3","FALSE","TRUE","TRUE"
"cette","5","20","75","sEt°","sE-t°","2","4","FALSE","FALSE","TRUE"
"ceux","4","2","134","s°","s°","1","2","FALSE","TRUE","TRUE"
"ch","2","6","49","S","S","1","1","FALSE","TRUE","FALSE"
"cha","3","4","49","Sa","Sa","1","2","FALSE","TRUE","FALSE"
"chacun","6","4","98","Sak5","Sa-k5","2","4","FALSE","FALSE","TRUE"
"chacune","7","2","114","Sakyn°","Sa-ky-n°","3","6","FALSE","FALSE","TRUE"
"chai","4","2","93","SE","SE","1","2","FALSE","TRUE","FALSE"
"chain","5","2","67","S5","S5","1","2","FALSE","TRUE","FALSE"
"chair","5","2","135","SER","SER","1","3","FALSE","TRUE","FALSE"
"chaise","6","2","93","Sez°","SE-z°","2","4","FALSE","FALSE","TRUE"
"chal","4","2","49","Sal","Sal","1","3","FALSE","TRUE","FALSE"
"chambre","7","2","132","S@bR°","S@-bR°","2","5","FALSE","FALSE","TRUE"
"champignon","10","2","114","S@piN&","S@-pi-N&","3","6","FALSE","FALSE","TRUE"
"champignons","11","6","114","S@piN&","S@-pi-N&","3","6","FALSE","FALSE","TRUE"
"champion","8","6","122","S@pj&","S@-pj&","2","5","FALSE","FALSE","TRUE"
"chan","4","2","56","S@","S@","1","2","FALSE","TRUE","FALSE"
"chance","6","2","140","S@s°","S@-s°","2","4","FALSE","FALSE","TRUE"
"changeant","9","2","98","S@Z@","S@-Z@","2","4","FALSE","FALSE","TRUE"
"changer","7","4","108","S@Ze","S@-Ze","2","4","FALSE","FALSE","TRUE"
"chanson","7","2","116","S@s&","S@-s&","2","4","FALSE","FALSE","TRUE"
"chansons","8","2","137","S@s&","S@-s&","2","4","FALSE","FALSE","TRUE"
"chante","6","8","56","S@t°","S@-t°","2","4","FALSE","FALSE","TRUE"
"chanté","6","2","56","S@te","S@-te","2","4","FALSE","FALSE","TRUE"
"chanter","7","4","57","S@te","S@-te","2","4","FALSE","FALSE","TRUE"
"chanteur","8","2","115","S@t°R","S@-t°R","2","5","FALSE","FALSE","TRUE"
"chantons","8","2","108","S@t&","S@-t&","2","4","FALSE","FALSE","TRUE"
"chapeau","7","8","49","Sapo","Sa-po","2","4","FALSE","FALSE","TRUE"
"chapiteau","9","4","119","Sapito","Sa-pi-to","3","6","FALSE","FALSE","TRUE"
"chaque","6","4","86","Sak°","Sa-k°","2","4","FALSE","FALSE","TRUE"
"char","4","2","49","SaR","SaR","1","3","FALSE","TRUE","FALSE"
"charlie","7","2","49","SaRli","SaR-li","2","5","FALSE","FALSE","TRUE"
"charly","6","2","71","SaRli","SaR-li","2","5","FALSE","FALSE","TRUE"
"chassant","8","2","106","Sas@","Sa-s@","2","4","FALSE","FALSE","TRUE"
"chasse","6","8","74","Sas°","Sa-s°","2","4","FALSE","FALSE","TRUE"
"chasser","7","4","108","Sase","Sa-se","2","4","FALSE","FALSE","TRUE"
"chat","4","8","49","Sa","Sa","1","2","FALSE","TRUE","TRUE"
"châtaignes","10","2","114","SatEN°","Sa-tE-N°","3","6","FALSE","FALSE","TRUE"
"château","7","2","49","Sato","Sa-to","2","4","FALSE","FALSE","TRUE"
"châteaux","8","2","79","Sato","Sa-to","2","4","FALSE","FALSE","TRUE"
"chatouilles","11","2","127","Satuj°","Sa-tu-j°","3","6","FALSE","FALSE","TRUE"
"chats","5","2","106","Sa","Sa","1","2","FALSE","TRUE","TRUE"
"chau","4","2","49","So","So","1","2","FALSE","TRUE","FALSE"
"chaud","5","4","53","So","So","1","2","FALSE","TRUE","TRUE"
"chaude","6","2","49","Sod°","So-d°","2","4","FALSE","FALSE","TRUE"
"chaudes","7","2","67","Sod°","So-d°","2","4","FALSE","FALSE","TRUE"
"chauffer","8","2","124","Sofe","So-fe","2","4","FALSE","FALSE","TRUE"
"chaussette","10","2","100","SosEt°","So-sE-t°","3","6","FALSE","FALSE","TRUE"
"chauve","6","4","49","Sov°","So-v°","2","4","FALSE","FALSE","TRUE"
"chavatta","8","12","116","Savata","Sa-va-ta","3","6","FALSE","FALSE","TRUE"
"che","3","2","49","S°","S°","1","2","FALSE","TRUE","FALSE"
"ché","3","2","49","Se","Se","1","2","FALSE","TRUE","FALSE"
"chè","3","2","92","SE","SE","1","2","FALSE","TRUE","FALSE"
"cheau","5","2","49","So","So","1","2","FALSE","TRUE","FALSE"
"chemin","6","12","66","S°m5","S°-m5","2","4","FALSE","FALSE","TRUE"
"chêne","5","2","126","Sen°","SE-n°","2","4","FALSE","FALSE","TRUE"
"cher","4","4","110","SER","SER","1","3","FALSE","TRUE","FALSE"
"cherche","7","4","112","SERS°","SER-S°","2","5","FALSE","FALSE","TRUE"
"chercher","8","4","110","SERSe","SER-Se","2","5","FALSE","FALSE","TRUE"
"cheval","6","10","49","S°val","S°-val","2","5","FALSE","FALSE","TRUE"
"chevauchée","10","2","49","S°voSe","S°-vo-Se","3","6","FALSE","FALSE","TRUE"
"cheveux","7","6","64","S°v°","S°-v°","2","4","FALSE","FALSE","TRUE"
"chèvre","6","2","92","SEvR°","SE-vR°","2","5","FALSE","FALSE","TRUE"
"chèvrefeuille","13","2","126","SEvR°f°j°","SE-vR°-f°-j°","4","9","FALSE","FALSE","TRUE"
"chevreuil","9","2","126","S°vR°j","S°-vR°j","2","6","FALSE","FALSE","TRUE"
"chez","4","10","78","Se","Se","1","2","FALSE","TRUE","TRUE"
"chien","5","24","104","Sj5","Sj5","1","3","FALSE","TRUE","TRUE"
"chienne","7","2","104","SjEn°","SjE-n°","2","5","FALSE","FALSE","TRUE"
"chiens","6","2","123","Sj5","Sj5","1","3","FALSE","TRUE","TRUE"
"chignon","7","2","114","SiN&","Si-N&","2","4","FALSE","FALSE","TRUE"
"chil","4","2","49","Sil","Sil","1","3","FALSE","TRUE","FALSE"
"chin","4","2","66","S5","S5","1","2","FALSE","TRUE","FALSE"
"chiot","5","2","104","Sjo","Sjo","1","3","FALSE","TRUE","TRUE"
"chir","4","2","49","SiR","SiR","1","3","FALSE","TRUE","FALSE"
"cho","3","4","49","So","So","1","2","FALSE","TRUE","FALSE"
"chocolat","8","8","82","Sokola","So-ko-la","3","6","FALSE","FALSE","TRUE"
"choeur","6","2","124","k°R","k°R","1","3","FALSE","TRUE","TRUE"
"choi","4","2","79","Swa","Swa","1","3","FALSE","TRUE","FALSE"
"choisir","7","2","140","SwaziR","Swa-ziR","2","6","FALSE","FALSE","TRUE"
"choisis","7","2","96","Swazi","Swa-zi","2","5","FALSE","FALSE","TRUE"
"choisit","7","4","94","Swazi","Swa-zi","2","5","FALSE","FALSE","TRUE"
"chon","4","2","60","S&","S&","1","2","FALSE","TRUE","FALSE"
"chor","4","2","49","SoR","SoR","1","3","FALSE","TRUE","FALSE"
"chose","5","8","70","Soz°","So-z°","2","4","FALSE","FALSE","TRUE"
"chou","4","10","49","Su","Su","1","2","FALSE","TRUE","TRUE"
"chouette","8","8","100","SwEt°","SwE-t°","2","5","FALSE","FALSE","TRUE"
"chour","5","2","49","SuR","SuR","1","3","FALSE","TRUE","FALSE"
"chu","3","2","49","Sy","Sy","1","2","FALSE","TRUE","FALSE"
"chuté","5","2","57","Syte","Sy-te","2","4","FALSE","FALSE","TRUE"
"ci","2","4","96","si","si","1","2","FALSE","TRUE","TRUE"
"cible","5","2","111","sibl°","si-bl°","2","5","FALSE","FALSE","TRUE"
"ciboulette","10","2","100","sibulEt°","si-bu-lE-t°","4","8","FALSE","FALSE","TRUE"
"ciel","4","4","98","sjEl","sjEl","1","4","FALSE","TRUE","TRUE"
"cil","3","4","96","sil","sil","1","3","FALSE","TRUE","TRUE"
"cinéma","6","2","96","sinema","si-ne-ma","3","6","FALSE","FALSE","TRUE"
"cinq","4","12","83","s5k","s5k","1","3","FALSE","TRUE","TRUE"
"cintre","6","2","96","s5tR°","s5-tR°","2","5","FALSE","FALSE","TRUE"
"cir","3","2","96","siR","siR","1","3","FALSE","TRUE","FALSE"
"circulation","11","2","138","siRkylasj&","siR-ky-la-sj&","4","10","FALSE","FALSE","TRUE"
"cirque","6","18","97","siRk°","siR-k°","2","5","FALSE","FALSE","TRUE"
"ciseaux","7","2","96","sizo","si-zo","2","4","FALSE","FALSE","TRUE"
"cité","4","2","72","site","si-te","2","4","FALSE","FALSE","TRUE"
"citron","6","4","97","sitR&","si-tR&","2","5","FALSE","FALSE","TRUE"
"citrouille","10","2","124","sitRuj°","si-tRu-j°","3","7","FALSE","FALSE","TRUE"
"cla","3","2","82","kla","kla","1","3","FALSE","TRUE","FALSE"
"clair","5","2","111","klER","klER","1","4","FALSE","TRUE","TRUE"
"claire","6","2","93","klER°","klE-R°","2","5","FALSE","FALSE","TRUE"
"clan","4","2","111","kl@","kl@","1","3","FALSE","TRUE","TRUE"
"clarinette","10","4","105","klaRinEt°","kla-Ri-nE-t°","4","9","FALSE","FALSE","TRUE"
"classe","6","4","97","klas°","kla-s°","2","5","FALSE","FALSE","TRUE"
"clé","3","2","94","kle","kle","1","3","FALSE","TRUE","TRUE"
"clémentine","10","2","97","klem@tin°","kle-m@-ti-n°","4","9","FALSE","FALSE","TRUE"
"cléo","4","2","82","kleo","kle-o","2","4","FALSE","FALSE","TRUE"
"cli","3","2","111","kli","kli","1","3","FALSE","TRUE","FALSE"
"clo","3","2","82","klo","klo","1","3","FALSE","TRUE","FALSE"
"clocher","7","4","78","kloSe","klo-Se","2","5","FALSE","FALSE","TRUE"
"clochette","9","4","111","kloSEt°","klo-SE-t°","3","7","FALSE","FALSE","TRUE"
"clou","4","8","82","klu","klu","1","3","FALSE","TRUE","TRUE"
"clovis","6","2","97","klovis","klo-vis","2","6","FALSE","FALSE","TRUE"
"clown","5","10","116","klun","klun","1","4","FALSE","TRUE","TRUE"
"co","2","2","82","ko","ko","1","2","FALSE","TRUE","FALSE"
"cochon","6","6","84","koS&","ko-S&","2","4","FALSE","FALSE","TRUE"
"coeur","5","8","100","k°R","k°R","1","3","FALSE","TRUE","TRUE"
"cogner","6","2","114","koNe","ko-Ne","2","4","FALSE","FALSE","TRUE"
"coiffeur","8","2","115","kwaf°R","kwa-f°R","2","6","FALSE","FALSE","TRUE"
"coin","4","8","101","kw5","kw5","1","3","FALSE","TRUE","TRUE"
"coings","6","6","101","kw5","kw5","1","3","FALSE","TRUE","TRUE"
"col","3","2","82","kol","kol","1","3","FALSE","TRUE","TRUE"
"colère","6","2","92","kolER°","ko-lE-R°","3","6","FALSE","FALSE","TRUE"
"colle","5","2","84","kol°","ko-l°","2","4","FALSE","FALSE","TRUE"
"collection","10","2","138","kolEksj&","ko-lEk-sj&","3","8","FALSE","FALSE","TRUE"
"collège","7","2","76","kolEZ°","ko-lE-Z°","3","6","FALSE","FALSE","TRUE"
"collégiens","10","2","89","koleZj5","ko-le-Zj5","3","7","FALSE","FALSE","TRUE"
"colline","7","4","128","kolin°","ko-li-n°","3","6","FALSE","FALSE","TRUE"
"colonie","7","2","105","koloni","ko-lo-ni","3","6","FALSE","FALSE","TRUE"
"colorés","7","2","106","koloRe","ko-lo-Re","3","6","FALSE","FALSE","TRUE"
"colorier","8","2","123","koloRje","ko-lo-Rje","3","7","FALSE","FALSE","TRUE"
"combien","7","2","123","k&bj5","k&-bj5","2","5","FALSE","FALSE","TRUE"
"combinaison","11","2","83","k&binEz&","k&-bi-nE-z&","4","8","FALSE","FALSE","TRUE"
"comètes","7","2","137","komEt°","ko-mE-t°","3","6","FALSE","FALSE","TRUE"
"commandant","10","2","83","kom@d@","ko-m@-d@","3","6","FALSE","FALSE","TRUE"
"comme","5","46","40","kom°","ko-m°","2","4","FALSE","FALSE","TRUE"
"commencer","9","2","140","kom@se","ko-m@-se","3","6","FALSE","FALSE","TRUE"
"comment","7","4","68","kom@","ko-m@","2","4","FALSE","FALSE","TRUE"
"commente","8","2","137","kom@t°","ko-m@-t°","3","6","FALSE","FALSE","TRUE"
"communiquent","12","2","135","komynik°","ko-my-ni-k°","4","8","FALSE","FALSE","TRUE"
"compagnon","9","2","118","k&paN&","k&-pa-N&","3","6","FALSE","FALSE","TRUE"
"complet","7","4","132","k&plE","k&-plE","2","5","FALSE","FALSE","TRUE"
"complètement","12","2","114","k&plEt°m@","k&-plE-t°-m@","4","9","FALSE","FALSE","TRUE"
"compliqué","9","2","131","k&plike","k&-pli-ke","3","7","FALSE","FALSE","TRUE"
"compote","7","4","82","k&pot°","k&-po-t°","3","6","FALSE","FALSE","TRUE"
"comprenne","9","2","130","k&pREn°","k&-pRE-n°","3","7","FALSE","FALSE","TRUE"
"compris","7","2","80","k&pRi","k&-pRi","2","5","FALSE","FALSE","TRUE"
"conduire","8","2","97","k&dyiR°","k&-dyi-R°","3","7","FALSE","FALSE","TRUE"
"confit","6","2","97","k&fi","k&-fi","2","4","FALSE","FALSE","TRUE"
"confiture","9","6","82","k&fityR°","k&-fi-ty-R°","4","8","FALSE","FALSE","TRUE"
"confond","7","2","89","k&f&","k&-f&","2","4","FALSE","FALSE","TRUE"
"connaissent","11","2","128","konEs°","ko-nE-s°","3","6","FALSE","FALSE","TRUE"
"connaitre","9","2","140","konEtR°","ko-nE-tR°","3","7","FALSE","FALSE","TRUE"
"connu","5","2","71","kony","ko-ny","2","4","FALSE","FALSE","TRUE"
"conseil","7","2","126","k&sEj","k&-sEj","2","5","FALSE","FALSE","TRUE"
"construire","10","2","131","k&stRyiR°","k&s-tRyi-R°","3","9","FALSE","FALSE","TRUE"
"construit","9","2","130","k&stRyi","k&s-tRyi","2","7","FALSE","FALSE","TRUE"
"conte","5","2","82","k&t°","k&-t°","2","4","FALSE","FALSE","TRUE"
"contient","8","2","135","k&tj5","k&-tj5","2","5","FALSE","FALSE","TRUE"
"continue","8","4","97","k&tiny","k&-ti-ny","3","6","FALSE","FALSE","TRUE"
"continuer","9","2","101","k&tinye","k&-ti-nye","3","7","FALSE","FALSE","TRUE"
"contraire","9","2","132","k&tRER°","k&-tRE-R°","3","7","FALSE","FALSE","TRUE"
"contrairement","13","2","137","k&tRER°m@","k&-tRE-R°-m@","4","9","FALSE","FALSE","TRUE"
"convoi","6","4","132","k&vwa","k&-vwa","2","5","FALSE","FALSE","TRUE"
"copine","6","2","122","kopin°","ko-pi-n°","3","6","FALSE","FALSE","TRUE"
"coq","3","6","83","kok","kok","1","3","FALSE","TRUE","TRUE"
"coqs","4","4","106","kok","kok","1","3","FALSE","TRUE","TRUE"
"coque","5","2","112","kok°","ko-k°","2","4","FALSE","FALSE","TRUE"
"coquets","7","2","108","kokE","ko-kE","2","4","FALSE","FALSE","TRUE"
"coquillage","10","2","127","kokijaZ°","ko-ki-ja-Z°","4","8","FALSE","FALSE","TRUE"
"coquillages","11","2","98","kokijaZ°","ko-ki-ja-Z°","4","8","FALSE","FALSE","TRUE"
"coquille","8","2","124","kokij°","ko-ki-j°","3","6","FALSE","FALSE","TRUE"
"coquilles","9","2","108","kokij°","ko-ki-j°","3","6","FALSE","FALSE","TRUE"
"coquin","6","4","83","kok5","ko-k5","2","4","FALSE","FALSE","TRUE"
"coquins","7","2","106","kok5","ko-k5","2","4","FALSE","FALSE","TRUE"
"cor","3","2","82","koR","koR","1","3","FALSE","TRUE","TRUE"
"coralie","7","2","82","koRali","ko-Ra-li","3","6","FALSE","FALSE","TRUE"
"corde","5","4","82","koRd°","koR-d°","2","5","FALSE","FALSE","TRUE"
"cornichon","9","2","82","koRniS&","koR-ni-S&","3","7","FALSE","FALSE","TRUE"
"correspondante","14","2","94","koREsp&d@t°","ko-REs-p&-d@-t°","5","11","FALSE","FALSE","TRUE"
"cosmonaute","10","2","97","kosmonot°","kos-mo-no-t°","4","9","FALSE","FALSE","TRUE"
"costume","7","2","123","kostym°","kos-ty-m°","3","7","FALSE","FALSE","TRUE"
"costumes","8","2","83","kostym°","kos-ty-m°","3","7","FALSE","FALSE","TRUE"
"côté","4","2","137","kote","ko-te","2","4","FALSE","FALSE","TRUE"
"cou","3","10","82","ku","ku","1","2","FALSE","TRUE","TRUE"
"couché","6","2","124","kuSe","ku-Se","2","4","FALSE","FALSE","TRUE"
"coucher","7","2","98","kuSe","ku-Se","2","4","FALSE","FALSE","TRUE"
"couette","7","2","100","kwEt°","kwE-t°","2","5","FALSE","FALSE","TRUE"
"couleur","7","4","115","kul°R","ku-l°R","2","5","FALSE","FALSE","TRUE"
"coup","4","4","128","ku","ku","1","2","FALSE","TRUE","TRUE"
"coupe","5","2","135","kup°","ku-p°","2","4","FALSE","FALSE","TRUE"
"couper","6","2","101","kupe","ku-pe","2","4","FALSE","FALSE","TRUE"
"cour","4","8","82","kuR","kuR","1","3","FALSE","TRUE","TRUE"
"courent","7","2","93","kuR°","ku-R°","2","4","FALSE","FALSE","TRUE"
