item,ntrials,err,rt,sd,rtz,nused
parsignant,22,0.045454545454545,831.428571428571,160.995829582189,0.363581431014854,21
ficourant,20,0,836.526315789474,242.395766469506,0.096293271889316,19
écoté,20,0.15,822.764705882353,188.646670197146,0.067697398751531,17
romier,24,0,721.083333333333,176.106913343958,-0.415561260840394,24
emportigon,21,0,863.7,257.105569142737,0.434476648650339,20
alantait,24,0.041666666666667,767.521739130435,151.797972667387,-0.043194504307482,23
sepéches,21,0.142857142857143,798.5,170.826451320011,0.140996214966133,18
chorimes,21,0,715.666666666667,166.812569470449,-0.417353899403114,21
rougasi,22,0,773.954545454545,192.591963752812,-0.296213529563262,22
joyeusir,24,0,840.291666666667,306.67933673417,0.272599762015193,24
phaferrer,24,0,795.041666666667,243.93111628645,-0.163025258553629,24
voutrot,24,0.041666666666667,748.608695652174,203.637989653305,-0.445095490981639,23
atrolenvait,25,0,831.88,335.350726851754,-0.012994815923944,25
mèchetre,17,0.117647058823529,760.8,211.49508606247,0.033380076910612,15
serbarprès,24,0,747.75,227.412142614891,-0.446198041772213,24
cartentre,22,0,778.142857142857,175.89777875638,-0.092854140834968,21
aisivail,23,0,698.347826086957,144.988278114177,-0.618604487828524,23
atensait,22,0.045454545454545,908.666666666667,281.203010889523,0.160493380239583,21
peutase,22,0,732.045454545455,145.937519988041,-0.315574545956658,22
vetenre,21,0,721.380952380952,244.950704467343,-0.476107697660001,21
faupivier,21,0,769.714285714286,141.928553454597,-0.309113601352443,21
bralard,24,0.166666666666667,846.95,202.189196181773,0.368984991594566,20
récoté,22,0.136363636363636,862.473684210526,204.885433683492,0.54806460163787,19
gacre,23,0,745,164.289932187526,-0.288065338917711,23
sesin,22,0,666.545454545455,117.098951755191,-0.689114541678144,22
vitérient,24,0,925.95652173913,261.414592042614,0.663546244957926,23
coutré,22,0.136363636363636,785.888888888889,207.104659216738,-0.259473845808212,18
artervait,23,0,847.347826086957,227.442022321704,0.090184076145763,23
troupler,23,0.173913043478261,873.166666666667,122.789753356751,0.186035962187823,18
soutémortant,21,0,884.1,245.491751388921,0.487191703534751,20
troupletelsemment,23,0.043478260869565,781.363636363636,173.243441559241,-0.054753471036311,22
lantenvrit,21,0,828.285714285714,273.444170326804,-0.053634168492136,21
mantute,21,0.095238095238095,743.578947368421,146.394943670073,-0.271526301945946,19
jourclabiche,23,0,804.173913043478,236.292125089785,-0.021561565259216,23
couretion,25,0.08,835.652173913043,225.726223694194,0.000130371506175,23
acienres,22,0.045454545454545,793.6,224.312141539653,-0.223721595190281,20
quinvisa,22,0,780.090909090909,200.496504919284,-0.266427955240425,22
filtend,22,0,764.772727272727,139.005971717621,-0.208706316153444,22
dilan,23,0.130434782608696,800.45,188.444735721252,0.012974802860614,20
desaséres,24,0.083333333333333,917.857142857143,179.293972490512,0.499401219843441,21
matentutesse,24,0.083333333333333,970.047619047619,175.631567831776,1.22079273804623,21
frappalu,23,0.086956521739131,717.142857142857,142.313838299122,-0.40272048240976,21
agage,24,0.083333333333333,785.65,228.694527354953,-0.172347424101211,20
vitetitour,25,0,887.04,353.115122870715,0.20805471244127,25
parpoures,24,0.041666666666667,782.086956521739,133.102118364222,0.161336233044902,23
caldiblivait,22,0.090909090909091,872.45,263.563729434997,0.159535246707183,20
blescrires,22,0,723.681818181818,179.074176267994,-0.488766685037713,22
vatersurté,23,0,768.363636363636,199.169596421061,-0.216744824071662,22
rinais,23,0.043478260869565,842.681818181818,141.904524027227,0.060739431847877,22
provant,22,0.181818181818182,922.055555555556,245.571954765442,0.787471167079832,18
suiceplon,18,0,836,185.178768952027,0.067491583392847,18
gespoper,20,0,684.5,155.820916101584,-0.768867272879135,20
chevibés,22,0,743.590909090909,178.243455524262,-0.262510062181336,22
genter,23,0.130434782608696,857,259.990688092356,0.346406986851006,20
monsure,22,0.090909090909091,880,259.055120689701,0.245467054317285,19
oudivint,23,0,667.826086956522,158.06317844282,-0.607693480288021,23
méfétore,22,0.045454545454545,837.52380952381,236.625784530684,0.321932011154443,21
gnopre,24,0,677.5,158.584499489266,-0.69087162880763,24
bloindre,22,0.136363636363636,757.611111111111,158.50594306501,-0.210830507883171,18
bloumaient,22,0,791.681818181818,182.863307356859,-0.110118688939565,22
apériry,21,0,894.333333333333,290.205846483722,0.010072166637473,21
vraidulles,24,0,765.958333333333,187.189622335601,-0.166966469718761,24
chocils,23,0.043478260869565,798.09090909091,176.087075075538,-0.006734233337386,22
compédait,25,0.12,856.6,224.858645656145,0.415189105652191,20
peses,22,0.227272727272727,846.705882352941,305.011222069345,0.103171534109748,17
definer,22,0.181818181818182,916.294117647059,287.777640876138,0.418202492740455,17
orvocoucré,24,0,786.478260869565,297.744379317259,-0.205240008108888,23
pousenge,23,0,729.217391304348,188.281451923284,-0.514053175396298,23
oudinet,23,0,710.478260869565,178.95679254177,-0.43502788618334,23
uinte,20,0.05,695.631578947368,106.965316562746,-0.572583734018602,19
alquanfie,24,0.041666666666667,739.136363636364,116.863899454327,-0.405452501258627,22
sobutier,23,0,816.913043478261,215.104184702855,0.039072548003972,23
enviteurs,23,0.130434782608696,1123.33333333333,273.920125755881,1.37353764187899,18
senrami,20,0,761.05,223.521922862166,-0.070090418652432,20
précoute,20,0.15,911.705882352941,168.796758227862,0.451899668296603,17
bresuici,22,0,719.090909090909,170.571004371984,-0.619226794813025,22
celareuil,23,0,722.95652173913,164.739871605033,-0.298417353306315,23
croici,22,0.090909090909091,796.2,194.852062641866,-0.06846818798873,20
combait,24,0.375,1103,239.070820350074,1.15467143525616,15
beaugresprès,23,0.043478260869565,957.809523809524,272.738266300792,0.504461685671573,21
fempidaient,22,0,871.681818181818,208.852964082535,0.121757136048028,22
parsons,24,0.083333333333333,858.727272727273,220.319288181014,0.195137925490588,22
prorez,22,0,859.727272727273,269.076937451723,0.219265287222318,22
attersi,20,0.05,772.631578947368,214.683024875258,-0.272245568338782,19
celterlot,20,0.05,777.052631578947,245.383933569012,-0.189574051745156,19
couvangue,22,0.090909090909091,816.75,307.309525945491,0.196369252381249,20
mosisultat,21,0,811.952380952381,210.045108533971,-0.19597610580045,21
détraimaitai,21,0.047619047619048,1005.94736842105,235.602413137097,0.848515944584714,19
gordaient,22,0.136363636363636,1010.52631578947,166.825713585917,1.12975255341629,19
combéblerie,22,0,924.15,307.438188053606,0.366097138899067,20
rotasate,22,0,770.409090909091,137.614596087323,-0.14814447626903,22
setoitres,25,0.04,753.75,156.663374926874,-0.259617769327727,24
fronvent,26,0,811.730769230769,254.853614091275,-0.020074438924322,26
avanne,24,0,767.416666666667,321.242007739075,-0.342026732050698,24
feuilsit,24,0,788.416666666667,168.862927861023,-0.132057332806493,24
frapreprit,21,0,829.25,272.378968776187,-0.072443266306711,20
litalches,24,0,734.583333333333,165.632888108577,-0.390261717831219,24
huc,24,0.041666666666667,763.913043478261,128.681747325958,-0.282266603111241,23
plamargnon,23,0,730.95652173913,137.693493033314,-0.322337676755218,23
cettenvait,22,0,809.318181818182,285.09420103398,-0.163834528495773,22
viltereur,23,0.043478260869565,759.045454545455,190.538204461224,-0.042626277007394,22
déverce,21,0.047619047619048,823.105263157895,202.501822964865,-0.075903217669741,19
achemament,23,0,856.347826086957,216.216349708857,0.311680042975013,23
porvéger,24,0.083333333333333,847.272727272727,258.429355147072,-0.030188906218345,22
trinal,24,0.166666666666667,781.45,119.098577038651,-0.266851685065778,20
scringre,22,0,798.571428571429,307.308244508437,-0.126386251467835,21
hurrit,22,0.227272727272727,867.705882352941,351.786647825405,0.165137937329523,17
jeucisions,24,0,773.958333333333,232.889128158643,-0.360916156308022,24
puxe,22,0,828.681818181818,233.800767110159,0.046336374547867,22
suitales,23,0.043478260869565,785.40909090909,204.696909295975,-0.10646068620147,22
évert,24,0.041666666666667,752.260869565217,137.095924411044,-0.192902045283691,23
émopisier,25,0,748.25,229.701744234448,-0.106951204904568,24
detége,22,0.045454545454545,778.142857142857,221.008661756567,-0.183692494961436,21
puisprourez,23,0,765.272727272727,290.229003476349,-0.159833414663664,22
zotaise,24,0,683.608695652174,185.16276356724,-0.67740674048654,23
pisproguais,23,0,802.681818181818,190.883755791603,-0.23516926043668,22
consprenvec,24,0,743.434782608696,137.447122423318,-0.165235039513577,23
partalte,18,0.055555555555556,840.588235294118,246.42140197828,0.414333984646423,17
rayonince,23,0.043478260869565,805.863636363636,215.537930692256,-0.154497856698936,22
satuait,21,0.095238095238095,1041.05263157895,336.824463627934,0.928066401047612,19
roulibait,23,0.043478260869565,816.40909090909,221.129494294075,0.086906881857086,22
jeufianse,24,0,724.583333333333,204.811454474739,-0.464016129359508,24
maparment,22,0,803.772727272727,243.068270209594,-0.084172904589348,22
quindévait,18,0,726.611111111111,150.455050504203,-0.529954790677703,18
têdié,24,0.041666666666667,844.347826086957,236.095436923225,0.195398810316657,23
haurésagnie,22,0.045454545454545,827.095238095238,258.708698106945,-0.005704482413757,21
jourprunsion,24,0,826.958333333333,225.447666571022,-0.199873128422233,24
bouglice,23,0,766.260869565217,125.638810372977,-0.081475220973324,23
austertromais,25,0.04,854.208333333333,208.156918059986,0.142768906473859,24
regation,24,0.041666666666667,916.608695652174,205.987144155436,0.442003487125112,23
sirilifeurs,22,0.045454545454545,712.095238095238,160.728623699049,-0.309798238684492,21
entrefrir,24,0.166666666666667,869.388888888889,223.667857452778,0.199462337512731,18
pourtinnant,20,0.05,916,327.91191229082,0.598964503593376,19
kia,24,0.041666666666667,736.863636363636,150.224687418402,-0.420357550068529,22
chame,21,0.095238095238095,831.315789473684,171.537832766348,0.038502779056793,19
virtraîcha,22,0,925.954545454545,348.791857330787,0.194592940793876,22
ciconchal,21,0.142857142857143,672.333333333333,80.817878045422,-0.691408584086589,18
traragasons,23,0.043478260869565,797.285714285714,255.704349368004,-0.11658453097438,21
réportruit,25,0,979.56,299.154096300441,0.686895300150968,25
saltémais,23,0,799.173913043478,232.2705421337,-0.059625508480019,23
anidoupige,23,0,807.478260869565,178.659368521425,0.115458198639396,23
mempalent,18,0.055555555555556,848.64705882353,250.912569727104,0.093930759523044,17
prolir,22,0.045454545454545,899.75,246.402510880918,0.342598515903775,20
patapivoir,21,0,796.285714285714,172.201667488193,-0.0995990599209,21
ciformais,22,0.045454545454545,861.238095238095,258.144708402459,0.045539477529381,21
marraston,23,0.043478260869565,750.5,173.01713375105,-0.172491664351468,22
queltelé,23,0,695.695652173913,161.120630918296,-0.399618599846728,23
tosse,24,0,774.416666666667,209.569520822974,-0.188706222817138,24
tuis,21,0.19047619047619,800.941176470588,139.213626572722,-0.025837851974544,17
atilant,22,0.045454545454545,789.809523809524,248.827574647108,-0.123166653009327,21
compritrait,24,0.125,948.238095238095,314.228086708032,1.09577270532064,21
déessions,23,0,949,271.299281237529,0.811298327542193,21
dédroit,23,0.478260869565217,833.833333333333,203.029255990064,0.525926721006209,12
partatroits,22,0,847.090909090909,214.146569542342,0.243467224495703,22
psaire,24,0,696.125,188.588420618299,-0.616331700888524,24
aperter,25,0,768.6,205.396161924544,-0.347358656017718,25
peingatant,20,0,992.8,306.583310563034,0.80322785105487,20
plaile,25,0.08,740.136363636364,202.367015817571,-0.189502479881629,22
recontait,23,0.391304347826087,883.583333333333,212.181508205221,0.581371982358388,12
heunère,19,0,782.263157894737,257.853929818428,-0.453704995507485,19
glois,21,0.095238095238095,697.333333333333,117.203192086624,-0.515110148896647,18
seutisus,22,0.045454545454545,786.619047619048,337.713262426941,-0.32779367564742,21
parsitemps,22,0,810.045454545455,262.721013946032,0.163669145302482,22
fouvoir,23,0.130434782608696,755.95,223.562890009665,-0.298260321798021,20
preterment,24,0.041666666666667,861.045454545455,254.967313922454,0.341003190633623,22
schorgne,23,0,707.608695652174,198.616519300713,-0.44618000834535,23
laisporrie,20,0,735.8,185.581192332004,-0.264013266168661,20
molome,22,0,736.545454545455,234.370835027928,-0.304768400852411,22
moncerés,20,0,833.4,316.670075697255,0.033881749306123,20
piseaux,24,0.083333333333333,889.571428571429,185.150633655025,0.525091415135408,21
cauvait,22,0,827.636363636364,261.540226434272,-0.072240966022797,22
gétensit,23,0,780.608695652174,265.403421765027,-0.235159930734845,23
afises,23,0.043478260869565,702.272727272727,113.688874447591,-0.666118658774498,22
cumour,23,0,727.521739130435,156.310841119173,-0.471841545679229,23
tousieur,21,0.047619047619048,798.55,238.8984534329,0.036068386790756,20
parprenge,20,0,764.65,212.213962286824,-0.104912259081547,20
zoot,22,0.227272727272727,928.176470588235,227.552256441822,0.476010294099218,17
partrivait,22,0.136363636363636,926.684210526316,340.62231489365,0.420764986972797,19
cavais,22,0.227272727272727,815.882352941176,256.431248669341,0.216868080406247,17
résesport,23,0,857.260869565217,252.238022040385,0.29623440528638,23
tritansileil,22,0.045454545454545,819.428571428571,274.39489270549,-0.194940051380856,21
prelés,22,0.090909090909091,866.2,215.636292229105,0.336218937044496,20
silésard,22,0.045454545454545,781.428571428571,294.306569996079,-0.322773172010346,21
évétique,22,0.136363636363636,878.111111111111,213.859186461529,0.399149982410504,18
acoume,24,0.041666666666667,733.521739130435,144.41508028949,-0.045626658957296,23
côtenques,23,0,765.391304347826,203.815143324095,-0.309474913301799,23
êtensenflé,24,0.041666666666667,890.260869565217,296.062680309317,0.40331635458229,23
dilament,23,0.173913043478261,921.5,239.493644764017,0.514863822511981,18
potaient,23,0.478260869565217,824.7,148.751881407336,0.461001820434622,10
excessoit,22,0.090909090909091,973.55,258.696830285955,0.881825843458059,20
constisieur,24,0,1049.4347826087,318.015840955784,1.04652335755239,23
tragatrouse,23,0,805.818181818182,229.315469202547,-0.097715602498661,22
cetais,22,0.045454545454545,824.52380952381,272.732033147487,0.107551320205086,21
sende,22,0,789.454545454545,201.121789038319,-0.476475142432883,22
abréne,22,0.045454545454545,751.52380952381,202.371593621145,-0.280431224423796,21
anier,22,0.090909090909091,744.75,200.630289731872,-0.326139000344954,20
moinverre,22,0,682.045454545455,100.901402733525,-0.400483159013069,22
exerteints,22,0.090909090909091,865.45,215.426254325306,0.68738346411725,20
testoge,19,0,686.473684210526,120.180127965878,-0.710226424839365,19
laseutourut,24,0,739.130434782609,140.454555687734,-0.328082899268801,23
bratait,24,0.041666666666667,885.869565217391,217.346456638793,0.33187047475172,23
taplirai,22,0,821.5,258.209523245633,0.082616488735406,20
délativait,21,0.142857142857143,1005.11764705882,258.303088046035,0.953850163038935,17
chrouffre,22,0,783.954545454545,262.27729369482,-0.264098198080185,22
tenlélé,23,0.043478260869565,721.681818181818,142.17440207738,-0.428931161696433,22
casonres,22,0,682.227272727273,139.52433882854,-0.690579366214712,22
commier,19,0.105263157894737,972.235294117647,330.881309802277,0.283243406161142,17
stus,24,0,636.875,88.2724598836638,-0.875435929344087,24
reprovent,20,0.05,867.052631578947,247.688754888561,0.290747173239777,19
iel,24,0.041666666666667,691.695652173913,145.291379579923,-0.59830242872207,23
exisner,22,0.045454545454545,729.380952380952,116.892889514494,-0.332002100297222,21
porleteint,23,0,905.478260869565,236.092984294751,0.352697831394697,23
crenoprerait,21,0,780.619047619048,198.977254024292,-0.00122994466216,21
rélervant,24,0.041666666666667,1033.17391304348,342.386232222924,1.01153343218721,23
débébalpes,22,0,788.545454545455,180.621869496082,-0.062613803572609,22
faliduipier,22,0,804.318181818182,209.54744578408,-0.008857320453002,22
glisféchée,22,0,780.181818181818,184.361094016642,-0.051205536656491,22
moumosait,23,0.086956521739131,815.761904761905,262.238232293063,0.167023155366345,21
rertes,22,0,767.909090909091,258.14427658282,-0.310929666275397,22
pierrant,23,0.304347826086957,957.066666666667,237.890571081587,0.735613146991831,15
vertrouvons,22,0.045454545454545,822.285714285714,288.557298098167,0.026164225460193,21
pulitivait,21,0.047619047619048,813.823529411765,262.490293938204,-0.036840518569293,17
poluma,23,0,778.391304347826,170.545045803803,-0.046318971785841,23
surguettre,24,0.041666666666667,809.826086956522,218.067056445304,-0.023305403070457,23
sorsez,21,0,804.428571428571,202.178280591307,-0.177624363673171,21
trantimiète,25,0.08,883.608695652174,273.336412624449,0.348419295544385,23
tranait,22,0.409090909090909,868.076923076923,223.68633602229,0.605607853889842,13
ouclairo,19,0,768.421052631579,293.644024058888,-0.342370367025828,19
cortés,24,0.125,747.190476190476,137.577839439213,0.101783494677407,21
saltréle,23,0,770.695652173913,262.918659177841,-0.115298053842441,23
fonceple,21,0,713.761904761905,180.164065440893,-0.503341034174677,21
frum,23,0.086956521739131,770.238095238095,182.713137119887,-0.453351663557318,21
pavire,22,0.045454545454545,690.190476190476,187.89667880184,-0.552470524775199,21
cousiletiens,20,0,842.65,231.131376402891,0.181837731859383,20
avertions,24,0.416666666666667,1027.38461538462,295.297177563422,1.13838167217668,13
houdetait,21,0.095238095238095,767.473684210526,186.99505888334,-0.010130547023926,19
fititoté,23,0.043478260869565,804.136363636364,212.742253052294,0.13110453169263,22
promimet,23,0.086956521739131,867.52380952381,324.277754255148,0.391909227612518,21
filmétadit,24,0,912.958333333333,297.135670837511,0.562637906349363,24
faguis,24,0,735.958333333333,165.219611207436,-0.147019328755887,24
psé,23,0,789.869565217391,191.139003285763,-0.279135814231619,23
tournacutenlite,22,0,879.095238095238,268.858867207668,0.354817797243023,21
diadame,24,0.166666666666667,862.55,206.886817519043,0.400410199074406,20
ilci,21,0,667.952380952381,125.991061663309,-0.718725209292227,21
commitre,22,0.045454545454545,808.809523809524,240.801291327023,-0.000368412370976,21
paspecre,23,0,760.782608695652,228.448911440479,-0.345440251096252,23
soucaral,23,0.043478260869565,728.590909090909,179.596017320066,-0.411402053135672,22
presporchaient,19,0,879.64705882353,243.123153251719,0.289753705125062,17
buvemes,23,0,763.347826086957,220.275366653083,-0.204590456744776,23
potoment,22,0,738.863636363636,232.502799871425,-0.465446453517436,22
garla,21,0,817.238095238095,176.22426188295,-0.185320989606923,21
ratemait,22,0.090909090909091,839,253.780261353462,0.152038350498504,20
toupaucouboueurs,23,0.043478260869565,923.818181818182,291.415860006286,0.445656568401507,22
catumage,22,0.045454545454545,757.619047619048,159.901055715863,-0.267569021906991,21
enriomines,19,0,793.888888888889,151.251597517626,-0.162949664438741,18
suctionteurs,22,0,1008,350.943761605081,0.71310065098294,22
acoployez,22,0.090909090909091,889.736842105263,269.521766201063,0.552003391866188,19
jomme,21,0,757.047619047619,163.778654344965,-0.266703078099634,21
fortion,23,0.086956521739131,843.714285714286,287.732539497559,0.244043318238248,21
présanser,24,0.041666666666667,919.090909090909,277.527846580673,0.738596427960885,22
donginer,22,0.045454545454545,792.904761904762,306.968712536295,-0.260509771246314,21
alterlenvais,21,0,817.3,257.467851851143,0.11389903194256,20
ompatait,23,0.043478260869565,817.666666666667,158.293819630879,0.192270425363183,21
dédilaient,23,0.173913043478261,1048.9375,183.224986924091,0.939474419320144,16
charde,24,0.166666666666667,748,144.490757307755,-0.345588463583549,20
perrire,24,0.208333333333333,783.368421052632,197.555114820682,-0.125013328011703,19
îtion,22,0,725.318181818182,183.119369437543,-0.415253483869801,22
octraime,23,0,797.652173913043,229.392598892984,-0.19030529095273,23
dibricortites,24,0,848.958333333333,304.15134664615,0.006485419085544,24
aildé,23,0,752.136363636364,182.943732035042,-0.196237677898005,22
boucuneurs,23,0,804.478260869565,211.758196055874,0.117059304332528,23
queltoirent,22,0,783.157894736842,212.797311793248,-0.276526016316809,19
envailtriel,24,0.041666666666667,761.545454545455,274.410316214645,-0.27353532061843,22
aplourent,24,0.041666666666667,824.260869565217,177.11891675351,0.090730194532277,23
chatonait,21,0.333333333333333,878.071428571429,269.606683404295,0.441113408571177,14
raibisant,23,0,826.454545454545,157.214359962298,0.226817096044187,22
életrai,24,0,826.666666666667,235.347599846744,0.118766740544678,24
lagarrons,23,0.043478260869565,707.727272727273,169.398988533041,-0.348177428284955,22
namiscord,20,0,758.1,197.813282508638,-0.440704209236662,20
moclavec,24,0,704.125,195.420463638524,-0.632866420785524,24
hôme,21,0.285714285714286,1027.33333333333,205.14582502164,0.682040575705427,15
cuvosif,23,0,776.173913043478,199.979010756337,-0.046370570203988,23
nèche,21,0.142857142857143,809.0625,149.072451624481,-0.005028286236975,16
rorgue,22,0.045454545454545,772.047619047619,221.098954359915,-0.334356561794652,21
balsasion,24,0,889.833333333333,282.233277960636,0.484992409059803,24
martint,21,0,782.842105263158,170.560599578727,-0.314598190164538,19
devantré,22,0.136363636363636,932.444444444444,270.285953634343,0.420854917099083,18
friscoport,21,0.095238095238095,835.157894736842,360.709834625176,0.222084731293521,19
pervement,24,0.166666666666667,868.5,242.233575837781,0.509423930254495,20
sersait,23,0.086956521739131,845.952380952381,159.617504112324,0.353752739644883,21
pensithople,20,0.05,783.368421052632,247.131816047477,-0.2039158025547,19
asiralais,21,0.047619047619048,881.4,287.367800269235,0.109142505603314,20
exischarlantis,19,0,864.368421052632,232.83380112726,0.391641554987241,19
coser,23,0.434782608695652,759,218.421229126963,0.055277228353923,13
raitir,20,0.05,775,165.269813066728,-0.141550604380716,19
dissé,24,0,733.75,153.75764385382,-0.127781725206125,24
gâvec,21,0.047619047619048,793.1,244.968290106893,-0.262451952336394,20
girotend,21,0,764.45,182.660304505673,-0.22705567189479,20
austoisopins,22,0.045454545454545,873.333333333333,287.174917660532,0.260971529658955,21
agenvais,22,0.045454545454545,781.47619047619,166.356129748086,-0.313071770181508,21
tounonver,19,0,866.052631578947,264.080684994444,0.228708384317115,19
fouiltuisez,22,0,806.681818181818,193.507816099957,-0.054167966529409,22
sorcerpars,23,0,736.173913043478,263.75430236455,-0.419938870305263,23
mabangarbéténes,25,0.04,878.666666666667,279.246294073213,0.274762456667316,24
raitécotenches,23,0,879.04347826087,245.12955355019,0.305591918111262,23
phonflit,22,0,703.363636363636,183.204945206323,-0.310479616420557,22
vilimisait,18,0,847.111111111111,251.900981687574,0.267827140854535,18
arvitre,19,0.052631578947369,791.833333333333,243.212627864881,-0.17250069308935,18
preprebre,24,0,681.291666666667,153.863993914068,-0.575691028884069,24
aldate,24,0.041666666666667,680.434782608696,217.861262376469,-0.769451101832011,23
adotant,25,0.2,748.15,133.927818343747,0.187533419816576,20
semmièmes,20,0.05,881.368421052632,254.296679430917,0.398104577030131,19
goi,20,0.05,680.368421052632,96.8860788797945,-0.59137471883371,19
condais,24,0.083333333333333,779.52380952381,175.686829058874,-0.124483135588535,21
vousaie,23,0,752.695652173913,212.430188486093,-0.3549549156155,23
papime,23,0,726.739130434783,134.865325886538,-0.442597769129087,23
sai,22,0.090909090909091,744.25,169.580248042972,-0.060726962803943,20
areiltisté,23,0,756.090909090909,282.180271506896,-0.249407436582704,22
pistitait,20,0.15,827,201.710896369744,0.518135028115593,15
dinitensins,24,0,735.75,169.474443372804,-0.405739133660971,24
parriteur,17,0.294117647058823,654.166666666667,142.957611857077,-0.301864282260574,12
renélon,23,0,702.478260869565,178.275290075163,-0.436885749230367,23
troucimain,22,0,739.363636363636,214.172948684123,-0.271040629049348,22
maner,24,0.125,944.444444444444,195.590876192304,0.560427282522242,18
setions,23,0.086956521739131,804.75,197.267618117862,0.20440264970848,20
dortait,24,0.125,869.190476190476,179.05966018275,0.221686391638648,21
dischibliée,21,0.047619047619048,855.105263157895,202.833783822245,0.252468091854308,19
pecichebre,20,0,734.5,158.973847567851,-0.098125838014306,20
doxe,23,0.173913043478261,761.894736842105,132.039091323088,-0.321999372269643,19
ingresci,21,0,741.190476190476,195.071940331668,-0.47072535204672,21
sertiltifin,20,0,743.684210526316,232.795821991809,-0.313359966657529,19
capritrilais,25,0.04,831.333333333333,269.308884670222,0.070784028755628,24
tourlite,23,0,781.826086956522,260.058149471843,-0.212840296875844,23
cepacrile,22,0,713.727272727273,205.369163962104,-0.149245064278951,22
trict,20,0.2,864.75,185.485848516807,0.186172706368605,16
entourque,25,0.16,772.105263157895,179.540430215234,-0.100032358959542,19
atriter,24,0.083333333333333,914.952380952381,315.925699522922,0.532411345405247,21
saidait,23,0.043478260869565,846.78947368421,219.794494660446,0.201727283354705,19
maceprentrons,23,0.043478260869565,829.318181818182,199.470820485374,0.229111854292326,22
taxitaire,21,0.047619047619048,1158.11111111111,281.306382874174,1.46118518042026,18
acclasion,22,0.045454545454545,877.809523809524,220.963259173922,0.228303811484031,21
plamenvait,25,0,876.666666666667,208.261471664132,0.257013704920464,24
courchetenes,24,0.041666666666667,920.695652173913,307.047440039455,0.49784207547638,23
dipaument,22,0.045454545454545,823.142857142857,230.950489437517,0.10948777405429,21
anadrier,23,0,772,203.993538222081,-0.369081377576766,23
plaiter,22,0.409090909090909,1019.38461538462,237.368398086722,0.79407498102397,13
archansaient,22,0.045454545454545,892.904761904762,268.401360794223,0.571454923447666,21
anistion,23,0.043478260869565,802.238095238095,213.91818640824,0.031500621336824,21
gerre,22,0.181818181818182,901.5,192.768946323485,0.382166076429741,16
aplibles,24,0,740.458333333333,218.729330286398,-0.440665259591441,24
partource,24,0,888.625,319.159740909456,0.169496108187767,24
inciculiers,23,0.086956521739131,910.809523809524,227.966142014032,0.492106794146213,21
déplime,23,0.217391304347826,918.166666666667,268.965392481898,0.598523805178531,18
viconque,23,0.130434782608696,867.35,307.967748653209,0.290875021901955,20
bratulons,20,0.05,813.78947368421,141.713944639415,0.441975144118472,19
criciraile,21,0,933.666666666667,285.97295909462,0.31809007798159,21
trapote,22,0.045454545454545,878,163.280739831739,0.561136973258891,21
resque,22,0.045454545454545,732.47619047619,122.555138222605,-0.216180320719519,21
conchait,23,0.043478260869565,897.952380952381,168.974695203298,0.629604589316922,21
fastétos,23,0.043478260869565,690.909090909091,169.903028110269,-0.60572161480289,22
encradébiler,23,0.043478260869565,951.722222222222,271.647437067533,0.734220869534436,18
decerrait,20,0.1,856.705882352941,236.983059707303,0.538488860724275,17
madire,24,0,738.521739130435,204.800317286068,-0.317951227304695,23
marpiclat,23,0,717.217391304348,166.7943634653,-0.287450080032868,23
parprition,25,0.16,917.55,202.643444970405,0.708638530979845,20
reliser,17,0.647058823529412,1002.5,184.319016924462,1.2788106560785,6
ien,23,0.043478260869565,736.590909090909,218.88584959178,-0.384524192040933,22
pece,24,0,676.791666666667,199.214103561899,-0.729950268616895,24
nédavec,23,0.043478260869565,620.7,121.069401584381,-0.710328017609653,20
nanc,18,0,650.388888888889,112.688607331097,-0.789657969613993,18
diforchait,22,0.090909090909091,849.3,239.886837356371,0.216824458708701,20
honise,19,0,665.736842105263,121.295709416315,-0.736512021992485,19
anigion,22,0,702.045454545455,139.683137092058,-0.467750659121848,22
vertrainagrès,23,0,830.565217391304,226.530918236333,0.304412147778248,23
commirieudé,22,0.045454545454545,824,224.977554435993,0.110504467075234,21
traverge,22,0.045454545454545,847.857142857143,256.375561572137,0.545375251263413,21
suitucriait,24,0.125,996.35,333.162719055451,1.12169354485014,20
orsant,19,0.052631578947369,736.555555555556,148.762828303872,-0.115316877765109,18
tennatits,23,0.043478260869565,764.363636363636,284.631515414403,-0.11075624702123,22
falute,21,0.047619047619048,722.75,160.70858720056,-0.33085462526927,20
queltition,23,0.043478260869565,868.09090909091,287.684004734512,0.280202971934671,22
schop,21,0.095238095238095,900.888888888889,255.158517947267,0.386107397053332,18
deprennait,22,0.136363636363636,1083.42105263158,277.33019144644,1.21433361339902,19
arveiltime,19,0,691.947368421053,145.291077069528,-0.465698042474181,19
pierdées,24,0.041666666666667,852,294.995238056804,0.088278752774275,22
lengues,20,0.05,757.789473684211,232.609968962679,-0.217018745405929,19
exaler,23,0.608695652173913,995.444444444444,279.592610377631,0.800150568751058,9
gouvait,22,0.090909090909091,786.3,170.432916267276,-0.214647197627458,20
abalait,24,0.166666666666667,872.85,210.852473994197,0.445527575983932,20
patenveux,23,0,802.434782608696,234.273698924794,-0.00210191421473,23
arrégnée,21,0.095238095238095,966,277.745545842403,0.698459575527683,18
portoite,22,0.045454545454545,756.85,203.189896920409,-0.298712404561909,20
