,word,len,freq,nb,cat
37192,trinity,7,3825,0,NN
37193,trinket,7,59,0,NN
37194,trinkets,8,206,0,NN
37195,trio,4,2865,4,NN
37198,tripe,5,797,7,NN
37201,triplet,7,252,3,NN
37202,triplets,8,370,0,NN
37204,triplication,12,1,0,NN
37205,tripod,6,104,1,NN
37206,tripods,7,232,0,NN
37207,tripoli,7,463,0,NN
37213,trish,5,883,2,NN
37220,triumvirate,11,80,0,NN
37221,trivia,6,3946,0,NN
37223,triviality,10,77,0,NN
37227,trolley,7,378,1,NN
37228,trollop,7,24,0,NN
37230,trombone,8,709,0,NN
37231,trombonist,10,484,0,NN
37233,trooper,7,1773,2,NN
37234,troopers,8,1309,1,NN
37236,troopship,9,7,0,NN
37237,troopships,10,11,0,NN
37238,trophies,8,594,0,NN
37239,trophy,6,2193,0,NN
37242,tropics,7,389,0,NN
37245,trotter,7,320,1,NN
37246,troubadour,10,84,0,NN
37249,troublemaker,12,490,0,NN
37251,troubleshooter,14,229,0,NN
37254,trough,6,990,1,NN
37255,troughs,7,100,0,NN
37257,troupe,6,362,0,NN
37258,troupes,7,62,1,NN
37259,trouser,7,186,1,NN
37260,trousers,8,1313,1,NN
37261,trout,5,1947,2,NN
37262,trove,5,194,4,NN
37264,troy,4,5813,3,NN
37265,truancy,7,28,0,NN
37267,truce,5,932,4,NN
37270,trucker,7,251,3,NN
37271,truckers,8,266,1,NN
37278,truelove,8,33,0,NN
37281,truffle,7,110,0,NN
37282,truism,6,201,0,NN
37284,truman,6,1757,0,NN
37288,trumpeter,9,96,1,NN
37294,trunk,5,3272,3,NN
37295,trunks,6,990,2,NN
37300,trustee,7,657,1,NN
37301,trustees,8,491,1,NN
37303,trusteeship,11,31,0,NN
37310,truth,5,52771,1,NN
37313,truthfulness,12,262,0,NN
37314,truths,6,2483,0,NN
37318,tsar,4,551,2,NN
37319,tsunami,7,2925,0,NN
37320,tub,3,2579,13,NN
37321,tuba,4,415,5,NN
37323,tube,4,14619,5,NN
37325,tuber,5,100,5,NN
37326,tuberculosis,12,701,0,NN
37327,tubers,6,113,1,NN
37328,tubes,5,6989,7,NN
37330,tubs,4,333,14,NN
37334,tucker,6,3303,7,NN
37337,tucson,6,3578,0,NN
37338,tudor,5,538,2,NN
37339,tuesday,7,1375,0,NN
37340,tuft,4,104,2,NN
37341,tufts,5,909,0,NN
37343,tugboat,7,172,0,NN
37346,tuition,7,3629,0,NN
37348,tulip,5,450,0,NN
37349,tulips,6,337,0,NN
37350,tulle,5,61,1,NN
37351,tulsa,5,1616,0,NN
37354,tumbler,7,300,4,NN
37356,tumbleweed,10,52,0,NN
37358,tumbrels,8,0,1,NN
37360,tummy,5,945,7,NN
37361,tumor,5,1525,4,NN
37362,tumors,6,922,2,NN
37363,tumult,6,107,1,NN
37366,tunafish,8,40,0,NN
37367,tundra,6,516,0,NN
37371,tunefulness,11,3,0,NN
37373,tuner,5,1963,4,NN
37376,tunic,5,304,4,NN
37378,tunisia,7,615,0,NN
37379,tunnel,6,7452,2,NN
37381,tunnels,7,1505,2,NN
37382,turban,6,268,0,NN
37384,turbidity,9,42,1,NN
37385,turbine,7,1035,0,NN
37386,turbines,8,409,0,NN
37387,turbojet,8,64,0,NN
37388,turbulence,10,761,1,NN
37390,turd,4,573,6,NN
37393,turgidity,9,12,1,NN
37394,turin,5,385,1,NN
37395,turk,4,2342,7,NN
37396,turkey,6,13802,0,NN
37397,turkeys,7,411,0,NN
37399,turks,5,4038,7,NN
37400,turmeric,8,248,0,NN
37401,turmoil,7,1056,0,NN
37403,turnabout,9,199,0,NN
37404,turnaround,10,12,0,NN
37405,turncoat,8,53,0,NN
37407,turner,6,577,2,NN
37409,turnings,8,34,1,NN
37410,turnip,6,286,0,NN
37411,turnips,7,152,0,NN
37412,turnkey,7,701,0,NN
37413,turnoff,7,162,0,NN
37414,turnout,7,792,0,NN
37415,turnouts,8,176,0,NN
37416,turnover,8,1264,0,NN
37417,turnpike,8,975,0,NN
37418,turnpikes,9,37,0,NN
37420,turnstile,9,50,0,NN
37421,turntable,9,703,0,NN
37422,turpentine,10,122,0,NN
37424,turret,6,583,0,NN
37425,turrets,7,371,0,NN
37426,turtle,6,4483,2,NN
37427,turtledove,10,118,0,NN
37428,turtleneck,10,195,0,NN
37429,turtles,7,1571,1,NN
37431,tusk,4,218,9,NN
37432,tusks,5,164,6,NN
37434,tutelage,8,136,0,NN
37436,tutorial,8,6464,0,NN
37437,tutorials,9,34,0,NN
37440,tutu,4,142,1,NN
37442,tuxedo,6,633,0,NN
37444,twain,5,3182,2,NN
37448,tweed,5,334,2,NN
37452,tweezer,7,218,2,NN
37455,twenties,8,833,0,NN
37458,twerp,5,246,0,NN
37464,twilight,8,2616,0,NN
37465,twill,5,72,3,NN
37467,twine,5,324,5,NN
37476,twirler,7,5,1,NN
37481,twister,7,6117,2,NN
37488,twitcher,8,4,2,NN
37496,twopence,8,20,0,NN
37498,twos,4,184,1,NN
37499,twosome,7,66,0,NN
37501,tycoon,6,694,0,NN
37503,tyke,4,111,6,NN
37504,tyler,5,2646,1,NN
37508,typeface,8,888,0,NN
37510,typescript,10,69,0,NN
37514,typewriter,10,1111,1,NN
37515,typewriters,11,349,0,NN
37516,typewriting,11,14,0,NN
37518,typhoid,7,245,0,NN
37519,typhoon,7,1691,0,NN
37520,typhus,6,94,0,NN
37522,typicality,10,1,1,NN
37529,typography,10,484,1,NN
37530,typology,8,257,0,NN
37533,tyrannosaurus,13,67,0,NN
37534,tyranny,7,2708,0,NN
37536,tyrants,7,113,0,NN
37537,tyson,5,1557,0,NN
37539,ubiquity,8,89,0,NN
37540,udder,5,133,3,NN
37541,uganda,6,421,0,NN
37544,ugliness,8,399,0,NN
37547,ukrainians,10,598,0,NN
37548,ukulele,7,64,0,NN
37549,ulcer,5,398,0,NN
37552,ulceration,10,150,0,NN
37553,ulcerations,11,48,0,NN
37554,ulna,4,16,0,NN
37555,ulterior,8,402,0,NN
37558,ultimatum,9,304,0,NN
37559,ultramarine,11,40,0,NN
37566,umbrage,7,149,0,NN
37567,umbrella,8,193,0,NN
37568,umbrellas,9,239,0,NN
37569,umpire,6,1051,1,NN
37570,umpteen,7,268,0,NN
37598,unambiguity,11,3,0,NN
37602,unanimity,9,147,0,NN
37630,unawareness,11,43,0,NN
37642,unbeliever,10,187,0,NN
37670,uncertainties,13,484,0,NN
37671,uncertainty,11,2907,1,NN
37682,uncircumcision,14,36,0,NN
37687,uncle,5,1078,0,NN
37691,uncles,6,459,0,NN
37707,unconcern,9,13,0,NN
37736,unction,7,31,0,NN
37755,underachievers,14,38,0,NN
37759,underbelly,10,101,0,NN
37761,underbrush,10,90,0,NN
37762,undercarriage,13,103,0,NN
37764,underclassman,13,12,0,NN
37765,underclothes,12,20,0,NN
37766,underclothing,13,86,0,NN
37769,undercurrent,12,150,0,NN
37772,underdog,8,391,0,NN
37778,underexposure,13,51,0,NN
37782,undergarment,12,41,0,NN
37787,undergrad,9,1568,0,NN
37789,undergraduates,14,496,0,NN
37790,underground,11,11952,0,NN
37791,undergrowth,11,110,0,NN
37794,underhandedness,15,16,0,NN
37796,underlay,8,59,2,NN
37801,underling,9,114,1,NN
37812,underpants,10,654,0,NN
37813,underpass,9,68,1,NN
37822,underproduction,15,3,0,NN
37830,undersecretary,14,124,0,NN
37833,undershirt,10,61,0,NN
37835,underside,9,1171,1,NN
37846,understandings,14,361,0,NN
37850,understatement,14,713,0,NN
37852,understock,10,3,0,NN
37854,understructure,14,1,0,NN
37858,undertaker,10,556,2,NN
37860,undertaking,11,138,0,NN
37861,undertakings,12,165,0,NN
37862,undertone,9,61,2,NN
37864,undertow,8,1581,0,NN
37865,undervaluation,14,6,0,NN
37869,underwear,9,34,0,NN
37872,underwood,9,1048,0,NN
37874,underworld,10,5785,0,NN
37876,underwriter,11,267,1,NN
37877,underwriters,12,177,0,NN
37887,undies,6,323,2,NN
37923,unease,6,163,1,NN
37925,uneasiness,10,123,0,NN
37934,unemployment,12,5064,0,NN
37992,unfortunates,12,168,0,NN
38022,unhappiness,11,493,0,NN
38041,unicorn,7,3548,0,NN
38044,unification,11,2629,0,NN
38045,unifications,12,14,0,NN
38050,uniformity,10,481,0,NN
38052,uniforms,8,2674,0,NN
38085,union,5,30591,2,NN
38087,unionization,12,31,0,NN
38089,unions,6,4016,2,NN
38093,uniqueness,10,698,0,NN
38095,unison,6,860,0,NN
38096,unit,4,42634,1,NN
38097,unitarian,9,476,0,NN
38098,unitarianism,12,27,0,NN
38099,unitarians,10,83,0,NN
38102,unities,7,12,1,NN
38105,units,5,25578,3,NN
38106,unity,5,5213,3,NN
38110,universality,12,349,0,NN
38113,universals,10,116,0,NN
38114,universe,8,35314,0,NN
38115,universities,12,8791,0,NN
38116,university,10,238281,0,NN
38126,unknowns,8,369,0,NN
38148,unloader,8,10,1,NN
38190,unnaturalness,13,10,0,NN
38199,uno,3,4219,3,NN
38224,unpleasantness,14,228,0,NN
38265,unreason,8,70,0,NN
38280,unreliability,13,160,0,NN
38291,unrest,6,1188,0,NN
38397,untidiness,10,7,0,NN
38414,untrustworthiness,17,15,0,NN
38415,untruth,7,204,0,NN
38442,unwillingness,13,689,0,NN
38464,upbringing,10,867,0,NN
38477,upholders,9,15,0,NN
38482,upholstery,10,249,1,NN
38483,upkeep,6,1883,0,NN
38491,upperclassmen,13,25,0,NN
38492,uppercut,8,1141,0,NN
38498,uprising,8,1006,0,NN
38499,uprisings,9,202,0,NN
38501,uproar,6,697,0,NN
38506,ups,3,9996,2,NN
38510,upshot,6,433,0,NN
38513,upstairs,8,264,0,NN
38515,upstart,7,252,0,NN
38518,upsurge,7,168,0,NN
38519,upswing,7,170,0,NN
38520,uptake,6,406,0,NN
38523,upturn,6,111,0,NN
38528,uranus,6,1029,0,NN
38531,urbanism,8,43,0,NN
38532,urbanity,8,11,0,NN
38533,urbanization,12,116,0,NN
38536,urchin,6,244,0,NN
38537,urea,4,239,1,NN
38538,urethane,8,237,0,NN
38539,urethra,7,421,0,NN
38542,urgencies,9,9,0,NN
38543,urgency,7,872,0,NN
38548,urgings,7,100,0,NN
38549,urinal,6,260,0,NN
38550,urinals,7,121,0,NN
38553,urine,5,3418,1,NN
38554,urn,3,259,0,NN
38555,urns,4,54,0,NN
38556,uruguay,7,801,0,NN
38561,usages,6,385,0,NN
38567,usefulness,10,2083,0,NN
38570,uselessness,11,181,0,NN
38572,users,5,108499,0,NN
38581,usurpation,10,148,0,NN
38583,usurper,7,170,1,NN
38584,usury,5,180,1,NN
38585,utah,4,894,0,NN
38586,utensil,7,113,0,NN
38587,utensils,8,412,0,NN
38588,uterine,7,246,0,NN
38589,uterus,6,848,0,NN
38591,utilitarianism,14,231,0,NN
38592,utilities,9,19594,0,NN
38593,utility,7,23656,0,NN
38594,utilization,11,2418,0,NN
38600,utopia,6,1392,0,NN
38602,utopianism,10,36,0,NN
38603,utopians,8,22,0,NN
38604,utopias,7,54,1,NN
38606,utterance,9,354,0,NN
38607,utterances,10,323,0,NN
38612,vacancies,9,486,0,NN
38613,vacancy,7,384,0,NN
38623,vaccination,11,2333,0,NN
38624,vaccine,7,603,0,NN
38626,vacuity,7,31,0,NN
38631,vagabond,8,371,0,NN
38632,vagabonds,9,78,0,NN
38633,vagaries,8,188,0,NN
38634,vagary,6,10,0,NN
38635,vagina,6,355,0,NN
38640,vagueness,9,322,0,NN
38642,vail,4,874,14,NN
38644,vale,4,3937,16,NN
38646,valence,7,447,3,NN
38647,valentine,9,2488,0,NN
38648,valerie,7,1739,0,NN
38649,valet,5,263,1,NN
38656,validation,10,2406,0,NN
38657,validity,8,4944,1,NN
38659,valley,6,24976,3,NN
38660,valleys,7,783,2,NN
38662,valor,5,1255,1,NN
38664,valuation,9,758,0,NN
38665,valuations,10,238,0,NN
38670,valve,5,4629,6,NN
38671,valves,6,1556,5,NN
38673,vamp,4,693,6,NN
38674,vampire,7,1332,0,NN
38675,vampires,8,3488,0,NN
38676,van,3,45556,18,NN
38678,vandalism,9,501,0,NN
38680,vandals,7,306,1,NN
38681,vane,4,151,14,NN
38682,vanguard,8,1631,0,NN
38683,vanilla,7,3416,0,NN
38688,vanities,8,152,0,NN
38689,vanity,6,1242,1,NN
38691,vantage,7,762,1,NN
38693,vapor,5,3263,1,NN
38694,vaporization,12,67,0,NN
38697,variability,11,677,0,NN
38699,variables,9,12688,0,NN
38700,variance,8,145,0,NN
38702,variation,9,6014,0,NN
38703,variations,10,6755,0,NN
38708,varieties,9,2603,0,NN
38709,variety,7,30727,0,NN
38712,varmint,7,129,0,NN
38715,varsity,7,518,0,NN
38719,vase,4,540,9,NN
38720,vasectomy,9,357,0,NN
38721,vaseline,8,659,1,NN
38722,vases,5,135,7,NN
38723,vassal,6,98,0,NN
38728,vatican,7,2147,0,NN
38729,vaudeville,10,147,0,NN
38733,veal,4,903,13,NN
38734,vector,6,39886,4,NN
38735,vectors,7,2539,4,NN
38740,veg,3,635,9,NN
38742,vegas,5,79,2,NN
38743,vegetable,9,3298,0,NN
38744,vegetables,10,4391,0,NN
38747,vegetation,10,805,0,NN
38748,vehemence,9,99,0,NN
38751,vehicle,7,13714,1,NN
38752,vehicles,8,9269,1,NN
38758,vein,4,2169,6,NN
38761,veins,5,1437,2,NN
38763,velocities,10,1013,0,NN
38764,velocity,8,7144,0,NN
38765,velour,6,61,1,NN
38766,velours,7,4,0,NN
38767,velvet,6,2236,0,NN
38768,velveteen,9,55,0,NN
38772,vendetta,8,671,0,NN
38774,vendor,6,12408,0,NN
38775,vendors,7,15986,0,NN
38780,veneration,10,66,1,NN
38783,venezuela,9,2228,0,NN
38785,vengeance,9,1999,0,NN
38788,venice,6,1245,0,NN
38789,venison,7,259,0,NN
38790,venom,5,456,0,NN
38799,ventilation,11,1037,0,NN
38800,ventilator,10,131,0,NN
38801,ventricle,9,57,0,NN
38802,ventricles,10,30,0,NN
38803,ventriloquism,13,24,1,NN
38804,ventriloquist,13,142,1,NN
38808,venturer,8,19,2,NN
38812,venue,5,3214,2,NN
38813,venus,5,4786,5,NN
38814,vera,4,1767,7,NN
38816,veracity,8,735,1,NN
38817,veranda,7,63,0,NN
38818,verandah,8,45,1,NN
38819,verandas,8,1,1,NN
38820,verb,4,2101,7,NN
38825,verbiage,8,250,0,NN
38827,verbosity,9,215,0,NN
38828,verbs,5,912,2,NN
38830,verdict,7,1755,0,NN
38834,verification,12,5344,0,NN
38839,verisimilitude,14,40,0,NN
38841,verity,6,205,2,NN
38842,vermicelli,10,22,0,NN
38844,vermin,6,650,0,NN
38845,vermont,7,3301,0,NN
38847,vermouth,8,62,0,NN
38848,vernacular,10,356,0,NN
38849,veronica,8,1955,0,NN
38850,versailles,10,768,0,NN
38852,versatility,11,646,0,NN
38853,verse,5,6407,8,NN
38855,verses,6,3521,4,NN
38857,version,7,224831,0,NN
38858,versions,8,47697,0,NN
38860,vertebrae,9,171,1,NN
38863,vertebrates,11,185,0,NN
38864,vertex,6,780,2,NN
38866,vertigo,7,2077,0,NN
38867,verve,5,498,6,NN
38869,vesicle,7,36,1,NN
38871,vespers,7,82,0,NN
38872,vessel,6,3871,0,NN
38873,vessels,7,2471,0,NN
38874,vest,4,1238,11,NN
38877,vestibule,9,94,0,NN
38878,vestige,7,153,0,NN
38880,vestment,8,6,0,NN
38881,vestments,9,41,0,NN
38882,vests,5,499,8,NN
38885,veterans,8,4652,0,NN
38887,veterinarian,12,885,0,NN
38888,veterinarians,13,499,0,NN
38893,vexation,8,56,0,NN
38899,viability,9,1254,1,NN
38901,viaduct,7,36,0,NN
38902,vial,4,627,3,NN
38903,vibes,5,686,6,NN
38904,vibrancy,8,32,0,NN
38906,vibraphone,10,41,0,NN
38910,vibration,9,1924,0,NN
38911,vibrato,7,493,1,NN
38912,vibrator,8,1095,1,NN
38913,vicar,5,391,0,NN
38914,vicarage,8,17,0,NN
38916,vice,4,15887,11,NN
38918,viceroy,7,121,0,NN
38919,vices,5,481,6,NN
38920,vicinity,8,1835,0,NN
38922,viciousness,11,130,0,NN
38923,vicissitude,11,18,0,NN
38924,vicissitudes,12,64,0,NN
38925,vicky,5,1154,4,NN
38927,victim,6,11638,0,NN
38928,victimization,13,441,0,NN
38931,victims,7,11875,0,NN
38933,victor,6,8917,2,NN
38934,victoria,8,7684,0,NN
38936,victorians,10,96,1,NN
38938,victories,9,1362,1,NN
38942,victory,7,11304,1,NN
38946,videotape,9,2152,0,NN
38949,vienna,6,41,2,NN
38953,vietnam,7,10738,0,NN
38957,viewer,6,9597,1,NN
38958,viewers,7,686,0,NN
38959,viewfinder,10,356,0,NN
38962,viewpoint,9,4939,0,NN
38963,viewpoints,10,2088,0,NN
38965,vigil,5,637,0,NN
38966,vigilance,9,428,1,NN
38968,vigilante,9,681,1,NN
38969,vigilantism,11,81,0,NN
38970,vignette,8,115,0,NN
38971,vigor,5,712,1,NN
38974,viking,6,2727,6,NN
38975,vikings,7,147,0,NN
38979,villa,5,1788,2,NN
38980,village,7,13243,2,NN
38981,villager,8,142,2,NN
38982,villagers,9,1046,1,NN
38983,villages,8,3279,2,NN
38984,villain,7,255,1,NN
38986,villains,8,1032,2,NN
38987,villainy,8,61,1,NN
38988,vinaigrette,11,47,0,NN
38989,vince,5,4794,3,NN
38990,vincent,7,5406,0,NN
38993,vindication,11,285,0,NN
38995,vine,4,1241,19,NN
38996,vinegar,7,1944,0,NN
38997,vines,5,206,14,NN
38998,vineyard,8,923,0,NN
38999,vineyards,9,181,0,NN
39001,vintner,7,22,0,NN
39002,vinyl,5,7178,0,NN
39003,viola,5,1311,2,NN
39010,violation,9,11416,0,NN
39011,violations,10,5427,0,NN
39012,violence,8,19852,0,NN
39015,violet,6,1241,0,NN
39016,violets,7,346,0,NN
39017,violin,6,2583,0,NN
39018,violinist,9,381,0,NN
39019,violinists,10,207,0,NN
39020,violins,7,395,0,NN
39021,viper,5,3308,4,NN
39022,virgil,6,700,1,NN
39025,virginia,8,20353,1,NN
39029,virginity,9,1197,0,NN
39030,virgo,5,546,0,NN
39032,virility,8,99,0,NN
39033,virology,8,348,0,NN
39036,virtue,6,4552,0,NN
39037,virtues,7,1503,0,NN
39038,virtuosity,10,123,0,NN
39041,virulence,9,61,1,NN
39043,virus,5,24356,1,NN
39044,visa,4,19037,6,NN
39045,visage,6,808,0,NN
39046,viscera,7,44,0,NN
39048,viscosity,9,574,0,NN
39049,viscount,8,207,2,NN
39051,vise,4,4635,11,NN
39053,visibility,10,2112,1,NN
39056,vision,6,20427,0,NN
39058,visions,7,5422,0,NN
39060,visitation,10,1095,0,NN
39061,visitations,11,135,0,NN
39064,visitor,7,2636,0,NN
39065,visitors,8,4376,0,NN
39067,visor,5,544,1,NN
39068,vista,5,3346,1,NN
39069,vistas,6,195,0,NN
39071,visualization,13,3823,0,NN
39077,vitalism,8,27,1,NN
39078,vitality,8,701,0,NN
39081,vitals,6,141,0,NN
39082,vitamin,7,3789,0,NN
39083,vitamins,8,2558,0,NN
39086,viva,4,1351,7,NN
39088,vivacity,8,12,0,NN
39089,vivian,6,1441,0,NN
39093,vividness,9,60,0,NN
39096,vivisection,11,269,0,NN
39097,vixen,5,410,0,NN
39099,vocabularies,12,159,0,NN
39100,vocabulary,10,2807,0,NN
39103,vocalism,8,9,2,NN
39104,vocalist,8,1161,1,NN
39105,vocalists,9,358,0,NN
39106,vocalization,12,53,1,NN
39109,vocals,6,4651,2,NN
39110,vocation,8,473,2,NN
39114,vociferation,12,9,0,NN
39117,vociferousness,14,4,0,NN
39118,vodka,5,897,0,NN
39119,vogue,5,117,3,NN
39128,volatility,10,674,0,NN
39129,volatilization,14,5,0,NN
39131,volcano,7,3054,0,NN
39132,volcanos,8,134,0,NN
39133,volition,8,455,0,NN
39134,volkswagens,11,51,0,NN
39136,volleyball,10,2314,0,NN
39137,volt,4,4629,5,NN
39138,voltage,7,9131,0,NN
39139,voltages,8,1123,0,NN
39141,voltmeter,9,219,0,NN
39142,volts,5,3007,6,NN
39144,volume,6,40289,1,NN
39145,volumes,7,787,1,NN
39158,voodoo,6,3326,1,NN
39161,vortex,6,433,2,NN
39162,votary,6,3,2,NN
39165,voter,5,2022,2,NN
39166,voters,6,6518,0,NN
39170,voucher,7,1114,2,NN
39171,vouchers,8,1222,1,NN
39176,vowel,5,923,5,NN
39177,vowels,6,972,4,NN
39181,voyager,7,933,2,NN
39183,voyeur,6,245,0,NN
39188,vulgarity,9,352,0,NN
39190,vulnerability,13,1118,0,NN
39193,vulture,7,392,1,NN
39194,vulva,5,364,0,NN
39196,wabash,6,203,0,NN
39197,wack,4,496,14,NN
39199,waco,4,2785,2,NN
39200,wad,3,293,19,NN
39205,wader,5,28,8,NN
39206,wads,4,1174,15,NN
39207,wafer,5,795,6,NN
39222,wagner,6,3981,3,NN
39224,wagon,5,3687,0,NN
39225,wagonette,9,0,0,NN
39226,wagons,6,615,0,NN
39227,wagtail,7,7,0,NN
39228,waif,4,263,3,NN
39233,wainscot,8,0,0,NN
39235,waist,5,5276,2,NN
39236,waistband,9,407,1,NN
39237,waistcoat,9,59,0,NN
39238,waistline,9,121,0,NN
39241,waiter,6,1223,7,NN
39242,waiters,7,294,5,NN
39244,waitress,8,1048,0,NN
39245,waitresses,10,254,0,NN
39249,waiver,6,1373,3,NN
39253,wakefulness,11,42,0,NN
39259,wales,5,4479,19,NN
39262,walkaway,8,5,0,NN
39264,walker,6,9022,5,NN
39265,walkers,7,1036,3,NN
39267,walkout,7,61,0,NN
39268,walkover,8,24,0,NN
39270,walkways,8,121,0,NN
39272,wallaby,7,65,0,NN
39273,wallace,7,623,0,NN
39274,wallboard,9,39,0,NN
39276,wallet,6,2303,5,NN
39277,wallflower,10,86,0,NN
39284,wallpaper,9,992,0,NN
39286,walls,5,1212,14,NN
39287,wally,5,182,10,NN
39289,walnut,6,342,0,NN
39290,walnuts,7,287,0,NN
39291,walrus,6,530,0,NN
39292,walt,4,4628,15,NN
39293,walter,6,99,7,NN
39294,walters,7,1097,6,NN
39296,walton,6,1963,5,NN
39298,wand,4,542,11,NN
39301,wanderer,8,723,1,NN
39302,wanderers,9,609,0,NN
39304,wanderings,10,104,0,NN
39305,wanderlust,10,2515,0,NN
39310,wanker,6,675,10,NN
39319,warbler,7,97,2,NN
39322,warden,6,688,4,NN
39323,wardens,7,154,4,NN
39324,wardrobe,8,826,0,NN
39325,wardroom,8,16,0,NN
39326,wards,5,863,13,NN
39328,ware,4,1931,26,NN
39329,warehouse,9,4496,0,NN
39330,warehouses,10,650,0,NN
39332,wares,5,1156,23,NN
39333,warfare,7,4468,0,NN
39334,warhead,7,593,0,NN
39335,warhorse,8,146,0,NN
39338,warlock,7,1131,1,NN
39339,warlord,7,3946,0,NN
39347,warmonger,9,43,0,NN
39350,warmth,6,2499,0,NN
39351,warmup,6,366,0,NN
39356,warnings,8,3883,1,NN
39363,warrantee,9,358,1,NN
39365,warranty,8,12508,1,NN
39367,warren,6,11053,3,NN
39370,warrior,7,10894,0,NN
39371,warriors,8,9041,0,NN
39372,wars,4,24595,20,NN
39374,warsaw,6,1562,0,NN
39376,warship,7,505,1,NN
39377,warships,8,652,1,NN
39378,wart,4,224,22,NN
39379,warthog,7,191,0,NN
39382,warts,5,437,19,NN
39388,washbasin,9,13,0,NN
39389,washboard,9,158,1,NN
39390,washbowl,8,0,0,NN
39391,washcloth,9,198,0,NN
39392,washday,7,3,0,NN
39394,washer,6,1011,6,NN
39397,washings,8,82,1,NN
39398,washington,10,58595,0,NN
39400,washout,7,116,0,NN
39401,washroom,8,187,0,NN
39402,washstand,9,0,0,NN
39404,wasp,4,786,7,NN
39406,wastage,7,146,1,NN
39408,wastebasket,11,163,0,NN
39411,wasteland,9,785,0,NN
39413,wastewater,10,258,0,NN
39416,watchband,9,13,0,NN
39417,watchdog,8,968,0,NN
39419,watchers,8,1148,1,NN
39423,watchmaker,10,52,1,NN
39424,watchman,8,608,1,NN
39425,watchmen,8,395,1,NN
39427,watchtower,10,742,0,NN
39429,waterbird,9,1,0,NN
39431,waterbury,9,293,0,NN
39432,watercannon,11,0,0,NN
39433,watercolor,10,196,0,NN
39434,watercolorist,13,2,0,NN
39436,watercolors,11,101,0,NN
39437,watercourse,11,15,0,NN
39438,watercress,10,67,0,NN
39440,waterfall,9,818,0,NN
39441,waterfalls,10,378,0,NN
39442,waterfowl,9,187,0,NN
39443,waterfront,10,504,0,NN
39446,waterline,9,178,0,NN
39448,waterloo,8,4243,0,NN
39449,watermark,9,322,0,NN
39450,watermelon,10,386,0,NN
39451,watermill,9,21,0,NN
39452,waterpower,10,3,0,NN
39457,watershed,9,545,0,NN
39458,watersheds,10,120,0,NN
39459,waterside,9,35,0,NN
39461,waterspout,10,32,0,NN
39462,watertable,10,1,0,NN
39464,waterway,8,211,0,NN
39465,waterways,9,277,0,NN
39468,waterworks,10,54,0,NN
39470,watson,6,581,2,NN
39472,watt,4,3446,9,NN
39473,wattage,7,438,1,NN
39474,wattles,7,42,3,NN
39477,wavelength,10,1392,0,NN
39478,wavelengths,11,694,0,NN
39480,wavers,6,99,7,NN
39488,waxwork,7,27,0,NN
39489,waxworks,8,6,0,NN
39491,way,3,490087,22,NN
39492,wayfarer,8,56,0,NN
39495,wayne,5,14115,1,NN
39496,ways,4,54302,17,NN
39498,wayside,7,426,0,NN
39508,weakling,8,103,0,NN
39510,weakness,8,5396,0,NN
39511,weaknesses,10,2513,0,NN
39512,wealth,6,11934,1,NN
39518,weapon,6,19739,0,NN
39519,weaponry,8,3187,0,NN
39520,weapons,7,28521,0,NN
39524,weariness,9,185,0,NN
39535,weatherman,10,251,2,NN
39540,weaver,6,2833,5,NN
39543,web,3,140289,10,NN
39544,webster,7,2895,0,NN
39550,weddings,8,1622,0,NN
39553,wedlock,7,366,0,NN
39554,wednesday,9,13529,0,NN
39561,week,4,109477,9,NN
39562,weekday,7,920,0,NN
39563,weekend,7,24127,0,NN
39564,weekends,8,5103,0,NN
39565,weeklies,8,75,0,NN
39567,weeknight,9,70,0,NN
39568,weeks,5,6974,6,NN
39582,weightlessness,14,77,0,NN
39585,weir,4,472,5,NN
39588,weirdo,6,412,1,NN
39589,weirs,5,23,4,NN
39596,welder,6,339,4,NN
39598,welfare,7,20499,0,NN
39601,wellbeing,9,141,0,NN
39607,wellspring,10,178,0,NN
39609,welshman,8,70,1,NN
39610,welt,4,639,14,NN
39611,welter,6,108,3,NN
39612,welterweight,12,48,0,NN
39613,welts,5,311,9,NN
39614,wench,5,344,4,NN
39620,werewolf,8,3155,0,NN
39621,wesley,6,4162,0,NN
39626,westchester,11,841,0,NN
39629,westerner,9,166,0,NN
39630,westerners,10,853,0,NN
39631,westernization,14,52,0,NN
39633,westinghouse,12,429,0,NN
39634,westminster,11,1315,0,NN
39637,westwards,9,62,0,NN
39639,wetlands,8,844,0,NN
39641,wetness,7,771,1,NN
39642,wetter,6,295,8,NN
39647,whacker,7,45,1,NN
39648,whale,5,2271,3,NN
39649,whalebone,9,495,0,NN
39650,whaler,6,118,2,NN
39653,wharf,5,492,0,NN
39654,wharves,7,15,0,NN
39659,whatnot,7,963,0,NN
39663,whatve,6,26,1,NN
39664,wheat,5,4108,1,NN
39666,wheelbarrow,11,384,0,NN
39667,wheelbase,9,303,0,NN
39668,wheelchair,10,1188,0,NN
39672,wheelwright,11,14,0,NN
39681,whend,5,4,1,NN
39683,whenll,6,34,0,NN
39684,whenre,6,6,1,NN
39694,wherefores,10,36,1,NN
39696,wherell,7,5,1,NN
39698,whereon,7,19,3,NN
39704,whereve,7,41,2,NN
39707,wherewithal,11,132,0,NN
39710,whetstone,9,140,0,NN
39712,whey,4,263,5,NN
39717,whig,4,86,6,NN
39718,whigs,5,168,2,NN
