,word,len,freq,nb,cat
35394,swordstick,10,3,0,NN
35399,sybil,5,258,0,NN
35400,sycamore,8,176,0,NN
35401,sydney,6,7986,1,NN
35403,syllabification,15,7,0,NN
35404,syllable,8,1123,0,NN
35405,syllables,9,701,0,NN
35406,syllabus,8,595,0,NN
35407,syllogism,9,139,0,NN
35409,symbiosis,9,273,1,NN
35410,symbol,6,12275,0,NN
35414,symbolism,9,1192,1,NN
35415,symbolists,10,2,1,NN
35420,symbols,7,7797,0,NN
35424,symmetry,8,1614,0,NN
35427,sympathies,10,699,0,NN
35431,sympathy,8,3763,0,NN
35433,symphonies,10,919,0,NN
35434,symphony,8,3926,0,NN
35436,symposium,9,567,0,NN
35437,symptom,7,2367,0,NN
35439,symptoms,8,9322,0,NN
35440,synagogue,9,889,0,NN
35441,synagogues,10,391,0,NN
35442,synapses,8,247,1,NN
35443,sync,4,5776,0,NN
35444,synchronism,11,15,0,NN
35445,synchronization,15,1141,0,NN
35448,synchronizers,13,39,0,NN
35451,syncopation,11,73,0,NN
35452,syndicate,9,1511,0,NN
35454,syndicates,10,140,1,NN
35456,syndication,11,617,0,NN
35457,syndrome,8,7055,0,NN
35458,synergism,9,38,0,NN
35460,synonym,7,761,0,NN
35462,synonyms,8,511,1,NN
35463,synopsis,8,1861,1,NN
35467,syntax,6,8728,0,NN
35468,synthesis,9,6742,1,NN
35471,synthesizer,11,139,2,NN
35474,synthetics,10,319,0,NN
35475,syphilis,8,312,0,NN
35476,syracuse,8,3227,0,NN
35477,syria,5,2033,0,NN
35479,syrians,7,269,0,NN
35480,syringe,7,697,1,NN
35481,syrup,5,1916,0,NN
35482,system,6,439448,0,NN
35485,systematization,15,5,0,NN
35490,systemization,13,13,0,NN
35491,systems,7,235694,1,NN
35493,tab,3,9209,17,NN
35494,tabasco,7,462,0,NN
35496,tabernacle,10,2091,0,NN
35497,tabernacles,11,50,0,NN
35499,tableau,7,255,0,NN
35500,tablecloth,10,80,0,NN
35501,tablecloths,11,47,0,NN
35504,tablespoon,10,1017,0,NN
35505,tablespoonful,13,10,0,NN
35506,tablespoonfuls,14,14,0,NN
35507,tablespoons,11,1489,0,NN
35508,tablet,6,7519,2,NN
35509,tablets,7,2319,1,NN
35510,tableware,9,56,0,NN
35511,tabloid,7,1102,0,NN
35512,tabloids,8,380,0,NN
35513,taboo,5,102,1,NN
35514,taboos,6,287,1,NN
35515,tabs,4,3002,13,NN
35519,tabulation,10,119,0,NN
35520,tabulations,11,75,0,NN
35522,taciturn,8,25,0,NN
35529,tact,4,754,6,NN
35531,tactic,6,3312,1,NN
35534,tactician,9,95,0,NN
35535,tactics,7,7483,0,NN
35538,tactlessness,12,3,0,NN
35541,tadpole,7,436,0,NN
35542,tadpoles,8,107,0,NN
35545,taft,4,402,9,NN
35550,tahiti,6,438,0,NN
35552,tahoe,5,1323,1,NN
35560,tailpiece,9,88,0,NN
35562,tailspin,8,120,0,NN
35563,tailwind,8,65,0,NN
35566,taipei,6,1606,0,NN
35567,taiwan,6,13811,0,NN
35571,takeoff,7,941,0,NN
35572,takeoffs,8,125,0,NN
35573,takeover,8,1791,0,NN
35574,taker,5,659,7,NN
35577,takings,7,329,1,NN
35578,talc,4,131,4,NN
35579,talcum,6,89,0,NN
35580,tale,4,6202,22,NN
35581,talebearer,10,120,0,NN
35582,talent,6,10443,0,NN
35584,talents,7,3149,0,NN
35585,tales,5,8259,18,NN
35587,talisman,8,2421,0,NN
35592,talker,6,323,4,NN
35593,talkie,6,237,1,NN
35598,tallahassee,11,1714,0,NN
35601,tallow,6,92,6,NN
35604,tallyman,8,2,1,NN
35605,talmud,6,1089,1,NN
35606,talon,5,1271,1,NN
35607,talons,6,550,1,NN
35608,tamale,6,43,0,NN
35609,tambourine,10,181,0,NN
35616,tampon,6,239,1,NN
35618,tandem,6,3064,0,NN
35619,tang,4,2556,15,NN
35620,tangency,8,36,0,NN
35623,tangents,8,217,0,NN
35624,tangerine,9,426,0,NN
35633,tankard,7,38,0,NN
35634,tanker,6,511,9,NN
35635,tankers,7,267,7,NN
35638,tanner,6,912,7,NN
35639,tannery,7,120,2,NN
35640,tannin,6,96,1,NN
35644,tantalus,8,98,0,NN
35646,tantrum,7,639,0,NN
35647,tantrums,8,436,0,NN
35648,tanzania,8,577,0,NN
35649,tao,3,2361,14,NN
35650,taoism,6,390,2,NN
35652,taoists,7,97,1,NN
35661,tapestries,10,208,1,NN
35662,tapestry,8,745,0,NN
35663,tapeworm,8,196,0,NN
35664,tapioca,7,109,0,NN
35667,taproom,7,17,1,NN
35670,tara,4,1478,9,NN
35671,tarantula,9,231,0,NN
35673,tardiness,9,79,1,NN
35675,tare,4,62,24,NN
35679,tariff,6,1,0,NN
35684,tarpaulin,9,20,0,NN
35685,tarpaulins,10,13,0,NN
35686,tarpon,6,241,1,NN
35687,tarragon,8,127,0,NN
35692,tartan,6,459,2,NN
35695,tarzan,6,820,1,NN
35697,taskmaster,10,1495,0,NN
35698,tasks,5,10033,7,NN
35699,tasmania,8,1025,0,NN
35700,tassel,6,42,0,NN
35701,tassels,7,28,0,NN
35715,tau,3,1149,9,NN
35722,taurus,6,1683,0,NN
35724,tautology,9,416,0,NN
35725,tavern,6,987,1,NN
35726,taverns,7,107,1,NN
35730,taxation,8,4192,1,NN
35734,taxicab,7,142,0,NN
35735,taxidermy,9,27,0,NN
35738,taximeter,9,1,0,NN
35741,taxonomy,8,503,0,NN
35742,taxpayer,8,2245,0,NN
35743,taxpayers,9,3765,0,NN
35746,taylor,6,1594,3,NN
35748,tchaikovsky,11,330,0,NN
35749,tea,3,8688,15,NN
35750,teabag,6,49,0,NN
35751,teacake,7,53,0,NN
35752,teacart,7,0,0,NN
35754,teacher,7,16947,1,NN
35755,teachers,8,12939,0,NN
35759,teachings,9,4678,0,NN
35760,teacup,6,103,0,NN
35761,teagarden,9,28,0,NN
35762,teahouse,8,31,0,NN
35763,teahouses,9,7,0,NN
35764,teakettle,9,18,0,NN
35766,tealeaf,7,0,0,NN
35770,teammate,8,544,0,NN
35771,teammates,9,770,0,NN
35775,teamster,8,47,0,NN
35776,teamsters,9,168,0,NN
35777,teamwork,8,1217,0,NN
35778,teapot,6,324,0,NN
35779,tear,4,6617,19,NN
35781,teardrop,8,186,0,NN
35782,teargas,7,43,0,NN
35784,tearjerker,10,17,0,NN
35785,tearoom,7,35,0,NN
35786,tears,5,928,15,NN
35787,teas,4,675,15,NN
35790,teaser,6,435,5,NN
35792,teaspoon,8,1546,0,NN
35793,teaspoonful,11,69,0,NN
35794,teaspoonfuls,12,23,0,NN
35795,teaspoons,9,546,0,NN
35796,teat,4,223,17,NN
35797,teatime,7,50,0,NN
35798,teats,5,87,12,NN
35799,tech,4,45962,3,NN
35801,technicalities,14,603,0,NN
35802,technicality,12,441,0,NN
35804,technician,10,5039,0,NN
35805,technicians,11,226,0,NN
35806,technicolor,11,776,0,NN
35807,technique,9,17147,0,NN
35808,techniques,10,27258,0,NN
35809,technocracy,11,109,0,NN
35812,technologist,12,329,0,NN
35813,technology,10,111387,0,NN
35814,ted,3,18514,18,NN
35815,teddy,5,2632,1,NN
35817,tedium,6,215,1,NN
35824,teenager,8,2432,1,NN
35825,teenagers,9,2688,0,NN
35826,teens,5,254,4,NN
35829,teenybopper,11,33,0,NN
35832,teeth,5,10942,1,NN
35835,teetotaler,10,36,0,NN
35836,teetotaller,11,6,0,NN
35837,teflon,6,1021,0,NN
35838,telecast,8,663,0,NN
35839,telecommunications,18,22078,0,NN
35840,telegram,8,448,0,NN
35841,telegrams,9,275,0,NN
35848,telegraphy,10,107,1,NN
35850,teleology,9,48,0,NN
35853,telepathy,9,858,0,NN
35859,teleprompter,12,91,0,NN
35860,telescope,9,3324,0,NN
35862,telescopes,10,995,1,NN
35865,teletype,8,183,0,NN
35866,teletypes,9,48,0,NN
35869,television,10,2256,0,NN
35871,teller,6,1272,6,NN
35872,tellers,7,161,3,NN
35876,telly,5,363,8,NN
35877,temerity,8,185,0,NN
35880,tempera,7,51,1,NN
35881,temperament,11,2136,0,NN
35883,temperance,10,173,0,NN
35886,temperature,11,14257,0,NN
35887,temperatures,12,3867,0,NN
35890,tempest,7,3105,0,NN
35893,temple,6,13396,0,NN
35894,temples,7,1794,0,NN
35895,tempo,5,2819,3,NN
35901,tempos,6,247,1,NN
35903,temptation,10,265,0,NN
35904,temptations,11,505,0,NN
35906,tempter,7,36,1,NN
35909,temptress,9,97,0,NN
35915,tenacity,8,339,0,NN
35916,tenancy,7,153,0,NN
35917,tenant,6,744,0,NN
35918,tenants,7,871,0,NN
35921,tendencies,10,183,0,NN
35922,tendency,8,5954,0,NN
35925,tenderfoot,10,32,0,NN
35928,tenderloin,10,114,0,NN
35930,tenderness,10,496,0,NN
35932,tendon,6,631,0,NN
35933,tendons,7,532,0,NN
35934,tendril,7,96,0,NN
35936,tenement,8,45,0,NN
35937,tenements,9,49,0,NN
35938,tenet,5,450,2,NN
35939,tenets,6,893,1,NN
35941,tennessee,9,5779,0,NN
35943,tennis,6,6412,1,NN
35944,tennyson,8,209,0,NN
35945,tenor,5,149,2,NN
35946,tenors,6,306,2,NN
35947,tenpence,8,1,0,NN
35948,tens,4,455,24,NN
35955,tension,7,6285,1,NN
35959,tensions,8,1368,1,NN
35960,tenspot,7,0,0,NN
35961,tent,4,3187,17,NN
35962,tentacle,8,428,0,NN
35963,tentacles,9,927,0,NN
35967,tenths,6,221,0,NN
35969,tents,5,1027,13,NN
35972,tenure,6,1463,0,NN
35973,tepee,5,16,1,NN
35974,tepees,6,6,1,NN
35976,tequila,7,661,0,NN
35977,teresa,6,1654,0,NN
35981,terminals,9,5583,0,NN
35986,termination,11,398,1,NN
35988,terminology,11,4073,0,NN
35990,termite,7,243,0,NN
35993,terrace,7,1715,0,NN
35995,terraces,8,150,1,NN
35996,terracotta,10,40,0,NN
35997,terrain,7,6148,0,NN
35998,terrains,8,162,0,NN
36002,terrier,7,2637,2,NN
36003,terriers,8,1209,0,NN
36010,territories,11,3,0,NN
36011,territory,9,9631,0,NN
36012,terror,6,8576,0,NN
36013,terrorism,9,3311,1,NN
36015,terrorists,10,3171,0,NN
36019,terry,5,17681,10,NN
36020,terrycloth,10,35,0,NN
36025,tess,4,407,15,NN
36027,testament,9,5182,0,NN
36028,testaments,10,164,0,NN
36030,tester,6,266,12,NN
36031,testes,6,277,5,NN
36032,testicle,8,254,0,NN
36039,testimonials,12,732,0,NN
36040,testimony,9,6328,0,NN
36044,tetanus,7,592,0,NN
36050,texan,5,545,1,NN
36051,texans,6,480,0,NN
36052,texas,5,44548,2,NN
36053,text,4,124115,4,NN
36054,textbook,8,2603,0,NN
36055,textbooks,9,1947,0,NN
36056,textile,7,1238,0,NN
36057,textiles,8,823,0,NN
36059,texts,5,7288,4,NN
36065,thailand,8,6869,0,NN
36066,thalidomide,11,147,0,NN
36067,thames,6,475,3,NN
36072,thankfulness,12,164,0,NN
36076,thanksgiving,12,1152,0,NN
36087,theater,7,8628,1,NN
36088,theatergoers,12,3,0,NN
36090,theaters,8,115,1,NN
36091,theatre,7,10455,0,NN
36092,theatregoer,11,7,0,NN
36093,theatres,8,105,0,NN
36096,theatricals,11,10,0,NN
36098,theft,5,4875,0,NN
36102,theism,6,305,1,NN
36105,thelma,6,378,0,NN
36109,theme,5,14345,3,NN
36110,themes,6,464,3,NN
36115,theocracy,9,385,0,NN
36116,theodore,8,2004,0,NN
36117,theologian,10,296,0,NN
36118,theologians,11,528,0,NN
36120,theology,8,2918,0,NN
36122,theorem,7,222,0,NN
36126,theories,8,10403,0,NN
36127,theorist,8,535,0,NN
36128,theorists,9,872,0,NN
36131,theory,6,48737,0,NN
36133,therapies,9,868,0,NN
36134,therapist,9,2391,0,NN
36135,therapists,10,1151,0,NN
36137,therapy,7,9825,0,NN
36152,theresa,7,1176,0,NN
36161,thermistor,10,84,0,NN
36162,thermocouple,12,75,0,NN
36165,thermodynamics,14,1194,0,NN
36167,thermometer,11,695,0,NN
36168,thermometers,12,119,0,NN
36170,thermopile,10,14,0,NN
36172,thermos,7,306,0,NN
36173,thermostat,10,979,0,NN
36174,thermostats,11,97,0,NN
36175,thesaurus,9,740,0,NN
36177,theses,6,856,2,NN
36178,thesis,6,6281,1,NN
36180,thespians,9,14,0,NN
36186,thiamin,7,14,0,NN
36190,thickener,9,40,1,NN
36191,thickeners,10,8,0,NN
36196,thicket,7,3363,2,NN
36197,thickets,8,43,1,NN
36200,thickness,9,2209,0,NN
36201,thicknesses,11,187,0,NN
36203,thief,5,4276,1,NN
36205,thievery,8,160,0,NN
36208,thigh,5,2526,0,NN
36209,thighs,6,5673,0,NN
36210,thimble,7,114,1,NN
36213,thing,5,243604,6,NN
36214,thingamabob,11,32,0,NN
36216,things,6,262799,2,NN
36218,thinker,7,1007,2,NN
36219,thinkers,8,1176,0,NN
36225,thinness,8,87,1,NN
36229,thirds,6,997,0,NN
36230,thirst,6,1026,0,NN
36235,thirties,8,774,0,NN
36239,thistle,7,473,1,NN
36241,thomas,6,50519,1,NN
36243,thompson,8,10393,0,NN
36245,thomson,7,2128,0,NN
36246,thong,5,510,1,NN
36247,thor,4,3332,4,NN
36248,thorax,6,103,0,NN
36249,thoreau,7,500,0,NN
36251,thorn,5,3726,2,NN
36252,thorns,6,640,2,NN
36256,thoroughfare,12,52,0,NN
36257,thoroughfares,13,26,0,NN
36260,thoroughness,12,153,0,NN
36261,thorpe,6,793,0,NN
36269,thoughtfulness,14,122,0,NN
36272,thoughts,8,28997,0,NN
36275,thousands,9,31502,0,NN
36277,thousandths,11,48,0,NN
36286,threat,6,1851,2,NN
36292,threats,7,7084,2,NN
36295,threepence,10,5,0,NN
36296,threes,6,311,1,NN
36297,threesome,9,354,0,NN
36301,threshold,9,2994,0,NN
36304,thrift,6,617,1,NN
36308,thriller,8,726,2,NN
36309,thrillers,9,119,0,NN
36316,throat,6,8042,1,NN
36317,throats,7,133,2,NN
36323,throes,6,432,3,NN
36324,thrombosis,10,64,1,NN
36325,throne,6,5951,2,NN
36326,thrones,7,152,1,NN
36328,throttle,8,4162,1,NN
36333,throughput,10,3366,1,NN
36334,throughway,10,1,0,NN
36337,throwback,9,288,0,NN
36338,thrower,7,895,1,NN
36344,thrush,6,237,4,NN
36346,thruster,8,177,0,NN
36353,thug,4,831,5,NN
36354,thuggery,8,57,0,NN
36355,thugs,5,1637,3,NN
36359,thumbnail,9,626,0,NN
36360,thumbs,6,1793,1,NN
36362,thumbtack,9,29,0,NN
36367,thunderbolt,11,443,0,NN
36368,thunderclap,11,34,0,NN
36369,thunderclaps,12,3,0,NN
36370,thundercloud,12,7,0,NN
36374,thunderstorm,12,342,0,NN
36376,thursday,8,14696,0,NN
36384,thyme,5,373,2,NN
36385,thyroid,7,1186,0,NN
36387,thyroids,8,11,0,NN
36388,tiara,5,125,0,NN
36389,tiber,5,139,8,NN
36390,tibet,5,3881,1,NN
36392,tibia,5,61,0,NN
36393,tic,3,788,10,NN
36396,ticker,6,507,11,NN
36405,ticonderoga,11,61,0,NN
36407,tidbit,6,962,1,NN
36408,tidbits,7,141,1,NN
36409,tiddlywinks,11,86,0,NN
36411,tidemark,8,1,0,NN
36413,tidewater,9,255,0,NN
36414,tideway,7,30,0,NN
36416,tidiness,8,7,0,NN
36417,tidings,7,201,4,NN
36422,tiebreaker,10,153,0,NN
36425,tier,4,1352,6,NN
36427,tiers,5,109,2,NN
36429,tiff,4,2981,6,NN
36430,tiger,5,5393,5,NN
36431,tigers,6,276,3,NN
36441,tightrope,9,169,0,NN
36442,tightwad,8,70,0,NN
36443,tigress,7,255,1,NN
36444,tijuana,7,353,0,NN
36450,tiller,6,309,7,NN
36454,tilth,5,18,2,NN
36457,tim,3,3611,14,NN
36458,timber,6,4325,1,NN
36460,timberlands,11,12,0,NN
36462,timbers,7,131,1,NN
36463,timbre,6,213,0,NN
36466,timekeeper,10,98,0,NN
36468,timeliness,10,187,0,NN
36470,timepiece,9,33,0,NN
36472,timers,6,1585,6,NN
36479,timex,5,327,4,NN
36481,timidity,8,141,1,NN
36484,timmy,5,866,4,NN
36486,timothy,7,9549,0,NN
36487,timpani,7,91,0,NN
36490,tincture,8,163,1,NN
36491,tinder,6,277,11,NN
36492,tinderbox,9,48,0,NN
36493,tines,5,188,18,NN
36494,tinfoil,7,82,0,NN
36509,tinsmith,8,3,0,NN
36514,tintype,7,1,0,NN
36517,tipoff,6,75,0,NN
36518,tippecanoe,10,28,0,NN
36520,tipper,6,254,7,NN
36526,tirade,6,619,0,NN
36527,tirades,7,264,0,NN
36531,tiredness,9,141,0,NN
36537,tissue,6,14342,0,NN
36538,tissues,7,1399,0,NN
36539,tit,3,1124,20,NN
36540,titan,5,2713,0,NN
36543,titans,6,1904,0,NN
36544,titer,5,76,8,NN
36545,titers,6,61,4,NN
36547,tithes,6,177,2,NN
36550,titillation,11,64,0,NN
36551,title,5,79977,3,NN
36553,titleholder,11,14,0,NN
36554,titles,6,21394,2,NN
36555,titmouse,8,39,0,NN
36556,titration,9,73,0,NN
36557,tits,4,5535,17,NN
36561,tizzy,5,119,2,NN
36563,toad,4,1692,7,NN
36565,toadstool,9,38,0,NN
36569,toaster,7,1937,4,NN
36572,tobacco,7,575,0,NN
36573,tobacconist,11,7,0,NN
36574,tobago,6,381,0,NN
36575,toboggan,8,74,0,NN
36578,todd,4,14694,4,NN
36580,toddler,7,1032,3,NN
36581,toddlers,8,630,1,NN
36582,toddy,5,96,3,NN
36584,toehold,7,42,0,NN
36585,toenail,7,134,0,NN
36587,toffee,6,100,1,NN
36588,tofu,4,911,1,NN
36589,toga,4,1064,3,NN
36591,togetherness,12,112,0,NN
36593,togs,4,30,22,NN
36596,toilet,6,5523,2,NN
36597,toiletry,8,14,0,NN
36598,toilets,7,745,1,NN
36602,tokens,6,1738,0,NN
36603,tokyo,5,7174,0,NN
36606,tolerance,9,5156,0,NN
36611,toleration,10,294,0,NN
36614,tollgate,8,1,0,NN
36615,tollhouse,9,4,1,NN
36617,tolstoy,7,266,0,NN
36619,tom,3,62374,14,NN
36620,tomahawk,8,331,0,NN
36621,tomato,6,2137,0,NN
36622,tomatoes,8,2088,0,NN
36623,tomb,4,6175,5,NN
36625,tomboy,6,152,0,NN
36626,tombs,5,501,6,NN
36627,tombstone,9,554,0,NN
36628,tombstones,10,1801,0,NN
36629,tomcat,6,417,0,NN
36630,tome,4,5933,16,NN
36631,tomes,5,550,11,NN
36632,tomfoolery,10,39,0,NN
36633,tommie,6,85,1,NN
36634,tommy,5,5983,5,NN
36639,tomtom,6,4,0,NN
36640,ton,3,11753,26,NN
36642,tonalities,10,14,0,NN
36643,tonality,8,159,1,NN
36646,toner,5,1809,8,NN
36648,tong,4,1238,15,NN
36649,tongs,5,213,8,NN
36650,tongue,6,14963,1,NN
36652,tongues,7,2049,1,NN
36653,tonic,5,511,8,NN
36654,tonics,6,80,2,NN
36657,tonnage,7,385,0,NN
36658,tons,4,1082,22,NN
36659,tonsil,6,37,0,NN
36660,tonsillitis,11,2,0,NN
36661,tony,4,27385,10,NN
36664,tool,4,33286,8,NN
36666,toolmaker,9,20,0,NN
36669,tooth,5,3129,3,NN
36670,toothache,9,114,0,NN
36671,toothbrush,10,560,0,NN
36674,toothpaste,10,714,0,NN
36675,toothpick,9,279,0,NN
36680,tootsy,6,0,1,NN
36682,topaz,5,471,0,NN
36683,topcoat,7,39,0,NN
36684,topcoats,8,4,0,NN
36685,topeka,6,342,0,NN
36688,topics,6,28938,1,NN
36691,topmast,7,0,1,NN
36694,topographer,11,1,1,NN
36696,topography,10,374,1,NN
36698,toppers,7,46,5,NN
36700,toppings,8,209,1,NN
36705,topsail,7,40,1,NN
36706,topside,7,81,0,NN
36707,topsoil,7,189,1,NN
36710,torchlight,10,62,0,NN
36712,tories,6,436,2,NN
36713,torino,6,545,0,NN
36714,torment,7,2703,1,NN
36716,tormenters,10,3,1,NN
36718,tormentor,9,107,0,NN
36720,tornado,7,1663,0,NN
36721,tornadoes,9,297,0,NN
36722,toronto,7,20291,0,NN
36723,torpedo,7,1512,0,NN
36724,torpedoes,9,879,1,NN
36725,torpidity,9,0,1,NN
36726,torque,6,3248,0,NN
36727,torrent,7,335,1,NN
36729,torrents,8,78,1,NN
36731,torridity,9,0,1,NN
36732,torsion,7,321,0,NN
36733,torso,5,2923,1,NN
36734,torsos,6,69,0,NN
36735,tort,4,999,12,NN
36736,tortilla,8,294,0,NN
36737,tortoise,8,2454,0,NN
36738,tortoises,9,103,0,NN
36739,tortoiseshell,13,93,0,NN
36744,tory,4,870,9,NN
36755,totalitarianism,15,334,0,NN
36756,totality,8,731,1,NN
36761,totem,5,392,2,NN
36767,toucan,6,66,0,NN
36769,touchdown,9,507,0,NN
36770,touchdowns,10,142,0,NN
36774,touchstone,10,293,0,NN
36775,touchstones,11,30,0,NN
36781,toughie,7,139,0,NN
36782,toughness,9,1018,1,NN
36783,toughs,6,23,6,NN
36784,toupee,6,180,0,NN
36788,tourism,7,2684,1,NN
36789,tourist,7,4624,1,NN
36790,tourists,8,2629,0,NN
36792,tournament,10,15764,0,NN
36793,tournaments,11,4274,0,NN
36795,tourniquet,10,127,0,NN
36811,towline,7,47,1,NN
36812,town,4,37149,7,NN
36813,towns,5,4333,3,NN
36814,townscape,9,2,0,NN
36815,townsend,8,1694,0,NN
36816,townsfolk,9,85,0,NN
36817,township,8,1147,0,NN
36818,townships,9,156,0,NN
36819,townsman,8,11,1,NN
36820,townsmen,8,10,1,NN
36821,townspeople,11,143,0,NN
36822,towpath,7,16,0,NN
36823,towrope,7,4,0,NN
36825,toxicity,8,1295,0,NN
36826,toxicology,10,604,0,NN
36827,toxin,5,388,2,NN
36834,tracer,6,825,4,NN
36835,tracers,7,293,2,NN
36837,trachea,7,125,0,NN
36839,tracings,8,45,0,NN
36842,tracker,7,2795,3,NN
36846,tracksuit,9,15,0,NN
36847,tract,5,1675,4,NN
36849,traction,8,1475,1,NN
36850,tractor,7,1609,1,NN
36851,tractors,8,337,1,NN
36852,tracts,6,831,4,NN
36855,trademark,9,482,0,NN
36856,trademarks,10,3064,0,NN
36857,trader,6,2675,5,NN
36858,traders,7,2742,1,NN
36860,tradesfolk,10,0,0,NN
36861,tradesman,9,53,1,NN
36862,tradesmen,9,41,1,NN
36863,tradespeople,12,9,0,NN
36865,tradition,9,13864,0,NN
36867,traditionalism,14,78,1,NN
36870,traditionalists,15,196,0,NN
36873,traditions,10,4911,0,NN
36874,traffic,7,25455,0,NN
36876,trafficker,10,75,1,NN
36877,tragedians,10,3,0,NN
36878,tragedies,9,504,0,NN
36879,tragedy,7,3635,0,NN
36884,trailer,7,4296,4,NN
36885,trailers,8,1344,2,NN
36889,trainbearer,11,0,0,NN
36891,trainee,7,514,2,NN
36892,trainer,7,3505,3,NN
36894,trainman,8,23,1,NN
36898,trait,5,2083,3,NN
36899,traitor,7,119,1,NN
36901,traitors,8,644,1,NN
36902,traits,6,3481,3,NN
36903,trajectory,10,903,0,NN
36904,tram,4,618,9,NN
36905,tramcar,7,0,0,NN
36913,tramway,7,45,0,NN
36914,trance,6,2322,2,NN
36915,trances,7,50,2,NN
36917,tranquility,11,2716,0,NN
36918,tranquilizer,12,149,0,NN
36919,tranquilizers,13,139,0,NN
36920,tranquillity,12,138,0,NN
36922,transaction,11,6596,0,NN
36923,transactions,12,8169,0,NN
36927,transcendence,13,533,1,NN
36930,transcendentalism,17,15,1,NN
36932,transcendentalists,18,38,0,NN
36938,transcript,10,2471,0,NN
36939,transcription,13,1741,0,NN
36940,transcripts,11,145,0,NN
36942,transducer,10,448,0,NN
36943,transducers,11,176,0,NN
36944,transfer,8,33168,0,NN
36947,transferee,10,35,1,NN
36948,transference,12,138,0,NN
36949,transferral,11,21,0,NN
36952,transfers,9,6434,0,NN
36953,transfiguration,15,88,0,NN
36958,transformation,14,5712,0,NN
36960,transformer,11,2632,1,NN
36961,transformers,12,2293,0,NN
36965,transfusion,11,474,0,NN
36966,transfusions,12,244,0,NN
36969,transgression,13,472,0,NN
36970,transience,10,23,1,NN
36972,transients,10,234,0,NN
36973,transistor,10,1748,0,NN
36974,transistors,11,1563,0,NN
36976,transition,10,7367,0,NN
36978,transitions,11,1188,0,NN
36985,translation,11,1503,0,NN
36986,translations,12,3845,0,NN
36987,translator,10,3036,0,NN
36988,translucence,12,16,1,NN
36989,translucency,12,42,1,NN
36992,transmigration,14,62,0,NN
36994,transmission,12,14006,0,NN
36999,transmitter,11,2925,1,NN
37001,transmutation,13,126,0,NN
37005,transom,7,126,0,NN
37006,transoms,8,18,0,NN
37007,transparency,12,1445,1,NN
37009,transpiration,13,40,0,NN
37013,transplant,10,2388,0,NN
37015,transplantation,15,750,0,NN
37018,transport,9,12959,0,NN
37019,transportation,14,978,0,NN
37021,transporter,11,2015,1,NN
37023,transports,10,1372,0,NN
37026,transposition,13,222,0,NN
37028,transshipment,13,30,0,NN
37031,transvestite,12,325,0,NN
37033,transylvania,12,370,0,NN
37035,trapdoor,8,497,0,NN
37036,trapdoors,9,27,0,NN
37037,trapeze,7,152,0,NN
37040,trapper,7,421,3,NN
37043,trappings,9,388,1,NN
37046,trashcan,8,494,0,NN
37048,trauma,6,277,0,NN
37050,travail,7,357,0,NN
37053,traveler,8,2049,1,NN
37054,travelers,9,1998,0,NN
37057,traveller,9,1765,1,NN
37058,travellers,10,1323,0,NN
37060,travelogue,10,152,0,NN
37061,travelogues,11,95,0,NN
37066,travesty,8,555,0,NN
37068,trawler,7,130,4,NN
37069,tray,4,3382,10,NN
37070,trays,5,954,6,NN
37071,treacheries,11,6,0,NN
37073,treachery,9,548,0,NN
37076,treadle,7,67,1,NN
37077,treadmill,9,374,0,NN
37078,treason,7,1613,0,NN
37081,treasure,8,447,1,NN
37083,treasurer,9,1255,2,NN
37084,treasures,9,1803,2,NN
37085,treasuries,10,238,0,NN
37086,treasury,8,4536,1,NN
37091,treaties,8,1861,0,NN
37093,treatise,8,789,0,NN
37094,treatment,9,25792,0,NN
37095,treatments,10,4088,0,NN
37097,treaty,6,7163,1,NN
37099,tree,4,27218,5,NN
37101,trees,5,14693,7,NN
37102,treetops,8,96,0,NN
37103,trefoil,7,31,0,NN
37106,trellis,7,252,0,NN
37107,trellises,9,26,1,NN
37114,tremor,6,628,0,NN
37116,trench,6,1927,3,NN
37118,trenches,8,556,4,NN
37119,trend,5,8688,2,NN
37120,trends,6,4903,2,NN
37121,trendsetter,11,35,0,NN
37123,trenton,7,703,0,NN
37124,trepidation,11,254,0,NN
37125,trespass,8,365,0,NN
37127,trespasser,10,56,2,NN
37129,tress,5,168,7,NN
37130,trestle,7,218,1,NN
37131,trestles,8,30,1,NN
37132,triad,5,1435,3,NN
37133,trial,5,197,3,NN
37134,trials,6,6525,2,NN
37135,triangle,8,5436,0,NN
37136,triangles,9,1097,0,NN
37139,tribalism,9,127,0,NN
37140,tribe,5,4484,5,NN
37141,tribes,6,3067,2,NN
37143,tribesman,9,68,1,NN
37144,tribesmen,9,135,1,NN
37145,tribulation,11,218,0,NN
37147,tribunals,9,150,0,NN
37148,tribune,7,2138,2,NN
37150,tributary,9,169,0,NN
37151,tribute,7,3239,1,NN
37152,tributes,8,236,1,NN
37153,triceps,7,174,0,NN
37154,trichinosis,11,20,0,NN
37158,trickery,8,453,0,NN
37162,trickster,9,169,0,NN
37164,tricolor,8,180,0,NN
37165,tricycle,8,157,0,NN
37166,trident,7,3902,0,NN
37171,trig,4,325,8,NN
37174,trigonometry,12,140,0,NN
37175,trike,5,91,4,NN
37181,trillionth,10,6,0,NN
37182,trilobite,9,116,0,NN
37183,trilogy,7,3639,0,NN
37185,trimester,9,701,0,NN
37189,trimmings,9,215,0,NN
37191,trinidad,8,936,0,NN
